;update/loss;Steps;Wall_Time
0;0.11460676789283752;999;1649859349.459833
1;0.10198136419057846;1999;1649860700.642601
2;0.06575565040111542;2999;1649862056.0037549
3;0.06885237991809845;3999;1649863414.160027
4;0.07071150839328766;4999;1649864770.189858
5;0.0480821430683136;5999;1649866125.981567
6;0.043714530766010284;6999;1649867478.9628932
7;0.04395918548107147;7999;1649868829.6788743
8;0.057780519127845764;8999;1649870181.6050699
9;0.04018447920680046;9999;1649871544.1277547
10;0.0384095199406147;10999;1649872904.970884
11;0.055902689695358276;11999;1649874260.3174276
12;0.03727687522768974;12999;1649875609.5425162
13;0.03711717203259468;13999;1649876959.1370783
14;0.040297795087099075;14999;1649878314.5133731
15;0.039628345519304276;15999;1649879665.8751671
16;0.03292359039187431;16999;1649881018.4159892
17;0.040120404213666916;17999;1649882373.7052207
18;0.046750061213970184;18999;1649883728.929836
19;0.028273073956370354;19999;1649885084.663213
20;0.03419505059719086;20999;1649886440.3808582
21;0.033978067338466644;21999;1649887798.6358569
22;0.039382416754961014;22999;1649889152.5455606
23;0.032957009971141815;23999;1649890513.2391186
24;0.03993743285536766;24999;1649891874.113989
25;0.03718578442931175;25999;1649893228.9417782
26;0.0439213328063488;26999;1649894584.8995628
27;0.05364559590816498;27999;1649895943.460161
28;0.04190673679113388;28999;1649897299.0235379
29;0.04077085852622986;29999;1649898650.8051064
