;update/loss;Steps;Wall_Time
0;0.6863314509391785;999;1650785432.2189515
1;0.5857091546058655;1999;1650786828.5510004
2;0.5118494033813477;2999;1650788221.25325
3;0.6154969930648804;3999;1650789609.999816
4;0.3460816740989685;4999;1650791006.059571
5;0.6038761734962463;5999;1650792395.2082775
6;0.5398960113525391;6999;1650793780.216391
7;0.4704916775226593;7999;1650795173.0638223
8;0.4084399938583374;8999;1650796563.6961937
9;0.5762775540351868;9999;1650797951.5315723
10;0.3978913724422455;10999;1650799350.911783
11;0.6179366707801819;11999;1650800741.5307224
12;0.6602458357810974;12999;1650802134.3398592
13;0.6051236987113953;13999;1650803564.2687228
14;0.4937199354171753;14999;1650804954.169961
15;0.42463308572769165;15999;1650806343.0495102
16;0.4680219888687134;16999;1650807736.5524545
17;0.4132637083530426;17999;1650809183.0461426
18;0.4511995315551758;18999;1650810584.4374795
19;0.37334349751472473;19999;1650811975.4679296
20;0.39975008368492126;20999;1650813381.9403338
21;0.3477340042591095;21999;1650814767.242032
22;0.40459829568862915;22999;1650816156.7835352
23;0.4107728600502014;23999;1650817548.6610224
24;0.3775060176849365;24999;1650818934.6731246
25;0.3999808728694916;25999;1650820320.6912344
26;0.35359978675842285;26999;1650821715.462515
27;0.420221209526062;27999;1650823106.5906718
28;0.34979331493377686;28999;1650824615.3249724
29;0.34340113401412964;29999;1650826009.2081625
