;critic_loss;Steps;Wall_Time
0;112.08646392822266;0;1649624653.3461194
1;109.30169677734375;2560;1649624653.4184701
2;113.06015014648438;5120;1649624653.4882228
3;110.67605590820312;7680;1649624653.5531936
4;111.35783386230469;10240;1649624653.6193812
5;106.51010131835938;12800;1649624653.682245
6;112.91220092773438;15360;1649624653.743662
7;111.86421966552734;17920;1649624653.8092735
8;106.7506332397461;20480;1649624653.8743
9;108.33294677734375;23040;1649624653.9379966
10;104.33793640136719;25600;1649624654.0025585
11;104.3386001586914;28160;1649624654.0752363
12;108.96333312988281;30720;1649624654.1457894
13;107.67475128173828;33280;1649624654.223029
14;104.62664031982422;35840;1649624654.2860296
15;113.15402221679688;38400;1649624654.3469608
16;106.16439056396484;40960;1649624654.4887092
17;104.13726806640625;43520;1649624654.5601783
18;103.70730590820312;46080;1649624654.628768
19;106.12555694580078;48640;1649624654.6988068
20;104.88980102539062;51200;1649624654.7625778
21;106.27137756347656;53760;1649624654.8298814
22;104.67070770263672;56320;1649624654.8915339
23;107.41368103027344;58880;1649624654.9547794
24;107.61227416992188;61440;1649624655.020935
25;111.19426727294922;64000;1649624655.0843952
26;104.03547668457031;66560;1649624655.1494665
27;109.04947662353516;69120;1649624655.214204
28;101.84989166259766;71680;1649624655.2743285
29;104.79876708984375;74240;1649624655.3345966
30;107.76846313476562;76800;1649624655.3948734
31;107.29954528808594;79360;1649624655.4527655
32;106.46754455566406;81920;1649624655.5152388
33;99.64900970458984;84480;1649624655.575533
34;102.05510711669922;87040;1649624655.635995
35;104.25981903076172;89600;1649624655.6973076
36;105.64159393310547;92160;1649624655.7579045
37;105.12623596191406;94720;1649624655.8192155
38;105.23706817626953;97280;1649624655.8812437
39;98.4292221069336;99840;1649624655.9460833
40;97.12235260009766;102400;1649624656.015141
41;98.27378845214844;104960;1649624656.0816987
42;97.73072052001953;107520;1649624656.1540055
43;98.3111343383789;110080;1649624656.23275
44;98.0074462890625;112640;1649624656.3128793
45;97.39585876464844;115200;1649624656.3850374
46;96.0782241821289;117760;1649624656.4527497
47;95.77323913574219;120320;1649624656.5113387
48;92.62165832519531;122880;1649624656.5745845
49;96.08772277832031;125440;1649624656.6362796
50;92.75946044921875;128000;1649624656.7008836
51;92.37179565429688;130560;1649624656.7635486
52;94.3651123046875;133120;1649624656.8263803
