;critic_loss;Steps;Wall_Time
0;109.84262084960938;0;1649630944.2818508
1;108.87539672851562;2560;1649630944.359183
2;112.01445770263672;5120;1649630944.4335067
3;109.28177642822266;7680;1649630944.5053892
4;104.57988739013672;10240;1649630944.5793667
5;108.30379486083984;12800;1649630944.649669
6;110.5931625366211;15360;1649630944.7221313
7;105.79630279541016;17920;1649630944.7962873
8;110.34180450439453;20480;1649630944.8671699
9;106.02548217773438;23040;1649630944.9389157
10;104.09864807128906;25600;1649630945.0094194
11;107.4758071899414;28160;1649630945.085043
12;110.72257995605469;30720;1649630945.1588497
13;107.54240417480469;33280;1649630945.2265923
14;109.3777847290039;35840;1649630945.2957182
15;105.0863265991211;38400;1649630945.3702078
16;106.79170989990234;40960;1649630945.493202
17;105.65678405761719;43520;1649630945.563081
18;102.82337951660156;46080;1649630945.6328688
19;108.62834930419922;48640;1649630945.7022467
20;102.25697326660156;51200;1649630945.7741406
21;105.60884094238281;53760;1649630945.845366
22;106.04033660888672;56320;1649630945.9161382
23;105.71473693847656;58880;1649630945.9871006
24;105.94377899169922;61440;1649630946.0584345
25;102.9053955078125;64000;1649630946.1296053
26;100.817138671875;66560;1649630946.198035
27;97.65921020507812;69120;1649630946.2774365
28;94.74188995361328;71680;1649630946.3483443
29;99.78840637207031;74240;1649630946.419199
30;100.02384185791016;76800;1649630946.503818
31;93.89309692382812;79360;1649630946.5806017
32;98.56114959716797;81920;1649630946.653853
33;92.96766662597656;84480;1649630946.7274039
34;96.56501770019531;87040;1649630946.802476
35;95.33733367919922;89600;1649630946.8742366
36;97.09529113769531;92160;1649630946.9489052
37;94.12576293945312;94720;1649630947.0226357
38;93.08383178710938;97280;1649630947.1021852
39;95.19467163085938;99840;1649630947.1733344
40;91.90785217285156;102400;1649630947.2420511
41;97.34054565429688;104960;1649630947.3172317
42;92.43263244628906;107520;1649630947.414661
43;88.08829498291016;110080;1649630947.4890995
44;86.66854858398438;112640;1649630947.5696583
45;88.66238403320312;115200;1649630947.6509182
46;88.54655456542969;117760;1649630947.7203896
47;86.60125732421875;120320;1649630947.7881134
48;86.73045349121094;122880;1649630947.8562903
49;82.51158142089844;125440;1649630947.925246
50;85.78231048583984;128000;1649630947.9928563
51;86.38774108886719;130560;1649630948.062171
52;80.52437591552734;133120;1649630948.1298282
53;80.96131134033203;135680;1649630948.2017572
54;82.33213806152344;138240;1649630948.2728274
55;82.13824462890625;140800;1649630948.345677
56;78.30705261230469;143360;1649630948.4161568
57;79.3142318725586;145920;1649630948.4868062
58;77.55374908447266;148480;1649630948.5538971
59;79.89532470703125;151040;1649630948.6263063
60;74.62187194824219;153600;1649630948.6971407
61;75.43718719482422;156160;1649630948.76734
62;75.44151306152344;158720;1649630948.8381562
63;70.92256164550781;161280;1649630948.9087968
64;68.9692153930664;163840;1649630948.979442
65;70.36405944824219;166400;1649630949.0498962
66;69.97042846679688;168960;1649630949.1206253
67;67.87474060058594;171520;1649630949.1891906
68;72.01625061035156;174080;1649630949.2608433
69;69.75737762451172;176640;1649630949.3315713
70;67.5108642578125;179200;1649630949.4025078
71;66.31932830810547;181760;1649630949.4779494
72;68.75093078613281;184320;1649630949.5515556
73;70.23025512695312;186880;1649630949.6229458
74;66.35397338867188;189440;1649630949.6919367
75;66.21775817871094;192000;1649630949.7639341
76;63.483455657958984;194560;1649630949.832707
77;65.5885009765625;197120;1649630949.9012034
78;63.82447814941406;199680;1649630949.969347
79;64.23182678222656;202240;1649630950.0373127
80;62.493019104003906;204800;1649630950.1063468
81;62.82975769042969;207360;1649630950.1773405
82;58.517295837402344;209920;1649630950.248647
83;59.2429313659668;212480;1649630950.3211203
84;59.80857467651367;215040;1649630950.3993475
85;61.33799362182617;217600;1649630950.4777434
86;60.85425567626953;220160;1649630950.5472798
87;59.85154724121094;222720;1649630950.6216345
88;61.00297546386719;225280;1649630950.6916425
89;57.414546966552734;227840;1649630950.7626045
90;57.099220275878906;230400;1649630950.8299465
91;58.20072555541992;232960;1649630950.8985076
92;54.35858154296875;235520;1649630950.9676697
93;57.96503448486328;238080;1649630951.0429893
94;56.690059661865234;240640;1649630951.115232
95;56.0999641418457;243200;1649630951.187669
96;56.7760009765625;245760;1649630951.262505
97;52.3668098449707;248320;1649630951.3366702
98;53.188392639160156;250880;1649630951.4100773
99;54.46051025390625;253440;1649630951.4786735
100;52.813018798828125;256000;1649630951.9057946
101;54.28713607788086;258560;1649630951.9820297
102;51.44488525390625;261120;1649630952.0471928
103;56.86917495727539;263680;1649630952.1252947
104;53.9036750793457;266240;1649630952.2012167
105;52.071712493896484;268800;1649630952.2733812
106;52.2608757019043;271360;1649630952.3415804
107;52.29371643066406;273920;1649630952.4145286
108;51.917240142822266;276480;1649630952.4843981
109;51.124176025390625;279040;1649630952.5586576
110;51.654029846191406;281600;1649630952.6356218
111;51.630611419677734;284160;1649630952.7118363
112;52.384857177734375;286720;1649630952.7861512
113;52.43067169189453;289280;1649630952.8662245
114;50.853416442871094;291840;1649630952.9373403
115;52.27701950073242;294400;1649630953.013726
116;52.418861389160156;296960;1649630953.0865715
117;52.92884826660156;299520;1649630953.1681075
