;update/loss/actor;Steps;Wall_Time
0;0.1771605759859085;3;1651221600.8599255
1;0.177618145942688;6;1651221601.922363
2;0.17833535373210907;8;1651221602.6271284
3;0.17866475880146027;9;1651221602.976744
4;0.17908433079719543;11;1651221603.680998
5;0.1798662543296814;16;1651221605.444944
6;0.1799893081188202;17;1651221605.7930007
7;0.18031252920627594;18;1651221606.1405501
8;0.18126104772090912;22;1651221607.5520391
9;0.1813892275094986;23;1651221607.9049656
10;0.18146641552448273;24;1651221608.2609732
11;0.18240371346473694;29;1651221610.0302455
12;0.18271493911743164;30;1651221610.3985133
13;0.18289679288864136;31;1651221610.7488885
14;0.18325766921043396;33;1651221611.4429684
15;0.18417032063007355;38;1651221613.1887398
16;0.18451738357543945;40;1651221613.8864603
17;0.18515276908874512;43;1651221614.9380503
18;0.18661199510097504;50;1651221617.4033592
19;0.1869720071554184;52;1651221618.1037328
20;0.1871410459280014;53;1651221618.4532568
21;0.18756473064422607;56;1651221619.4928937
22;0.18772359192371368;57;1651221619.8345354
23;0.18820318579673767;61;1651221621.2229373
24;0.18869279325008392;64;1651221622.2752562
25;0.1891583651304245;67;1651221623.3269546
26;0.18932344019412994;68;1651221623.6801279
27;0.1894695907831192;69;1651221624.0306022
28;0.189614936709404;70;1651221624.376331
29;0.19003404676914215;73;1651221625.4143777
30;0.19102875888347626;79;1651221627.52364
31;0.19149184226989746;82;1651221628.5735583
32;0.19165171682834625;83;1651221628.9313505
33;0.19201305508613586;85;1651221629.6351476
34;0.19217514991760254;86;1651221629.9940739
35;0.19252100586891174;88;1651221630.6956658
36;0.19284699857234955;90;1651221631.3904955
37;0.19343332946300507;93;1651221632.438656
38;0.19373366236686707;95;1651221633.140798
39;0.1938946694135666;96;1651221633.4849648
40;0.19408190250396729;97;1651221633.8241677
41;0.1946742832660675;100;1651221634.8857174
42;0.1950536072254181;101;1651221641.254007
43;0.19541862607002258;102;1651221641.6179547
44;0.1960815042257309;104;1651221642.3390307
45;0.19644586741924286;105;1651221642.6880174
46;0.19724725186824799;107;1651221643.3955157
47;0.19756869971752167;108;1651221643.744402
48;0.19912536442279816;112;1651221645.1666534
49;0.20093612372875214;117;1651221646.92225
50;0.20161393284797668;119;1651221647.631242
51;0.2019580602645874;120;1651221647.9838593
