;update/loss/critic1;Steps;Wall_Time
0;0.12471163272857666;999;1648152658.5417967
1;0.018289968371391296;1999;1648154590.708897
2;0.010050155222415924;2999;1648156529.2927554
3;0.007515971548855305;3999;1648158467.7564359
4;0.006096185185015202;4999;1648160405.8486505
5;0.00557228596881032;5999;1648162345.1925087
6;0.004349502734839916;6999;1648164282.617757
7;0.003709221724420786;7999;1648166221.1390843
8;0.0031185366678982973;8999;1648168154.948087
9;0.0024345743004232645;9999;1648170092.332107
10;0.0019663600251078606;10999;1648172029.8301282
11;0.0016891345148906112;11999;1648173956.2967327
12;0.0014316458255052567;12999;1648175897.1096222
13;0.0012610077392309904;13999;1648177837.1822374
14;0.0010583825642243028;14999;1648179777.1169536
15;0.0009836247190833092;15999;1648181720.3978324
16;0.0008458459051325917;16999;1648183660.2636948
17;0.0008097090176306665;17999;1648185600.132937
18;0.0007033373112790287;18999;1648187527.3013022
19;0.000678722804877907;19999;1648189461.1188898
20;0.0006348721217364073;20999;1648191393.113776
21;0.000585662666708231;21999;1648193333.5793579
22;0.0005771053838543594;22999;1648195274.2702274
23;0.0005325551610440016;23999;1648197211.0069017
24;0.0005093834479339421;24999;1648199158.9011986
25;0.0005110004567541182;25999;1648201099.9236288
26;0.0005001691170036793;26999;1648203043.6973045
27;0.00045145294279791415;27999;1648204997.7877884
28;0.00045347376726567745;28999;1648206964.7390893
29;0.00043426878983154893;29999;1648208919.9814425
30;0.00039300299249589443;30999;1648210869.955772
31;0.00041142862755805254;31999;1648212817.8197007
32;0.0003978106251452118;32999;1648214767.2719529
33;0.00039584646583534777;33999;1648216719.0176156
34;0.00039254900184459984;34999;1648218665.2654426
35;0.00037201843224465847;35999;1648220609.5071816
36;0.00036878258106298745;36999;1648222549.6588726
37;0.00034557876642793417;37999;1648224490.3920786
38;0.00034526779199950397;38999;1648226438.2334988
39;0.0003410532954148948;39999;1648228385.168897
40;0.00033838232047855854;40999;1648230334.4517193
41;0.0003392956277821213;41999;1648232284.0503702
42;0.0003489976515993476;42999;1648234231.538204
43;0.0003224488173145801;43999;1648236179.722898
44;0.0003206509572919458;44999;1648238126.784299
45;0.0003389761259313673;45999;1648240074.4007332
46;0.0003136534069199115;46999;1648242021.298266
47;0.0003333810018375516;47999;1648243937.8026862
48;0.00032250862568616867;48999;1648245880.1699061
49;0.00030628539388999343;49999;1648247831.1485496
