;Critic2LR;Steps;Wall_Time
0;0.0004996000207029283;0;1651355921.3286512
1;0.0004992003086954355;2560;1651355922.7516863
2;0.0004988009459339082;5120;1651355924.0569015
3;0.0004984019324183464;7680;1651355925.3629599
4;0.0004980032099410892;10240;1651355926.6626828
5;0.0004976047785021365;12800;1651355927.9676843
6;0.0004972066963091493;15360;1651355929.2761745
7;0.0004968089633621275;17920;1651355930.5725996
8;0.0004964115214534104;20480;1651355931.8837442
9;0.0004960143705829978;23040;1651355933.2096674
10;0.0004956175689585507;25600;1651355934.52196
11;0.0004952210583724082;28160;1651355935.8108835
12;0.0004948248970322311;30720;1651355937.1150334
13;0.0004944290267303586;33280;1651355938.41709
14;0.0004940335056744516;35840;1651355939.7305546
15;0.0004936382756568491;38400;1651355941.0482564
16;0.0004932433366775513;40960;1651355942.4702618
17;0.0004928487469442189;43520;1651355943.7836392
18;0.000492454448249191;46080;1651355945.0705721
19;0.0004920604988001287;48640;1651355946.361652
20;0.0004916668403893709;51200;1651355947.6636956
21;0.0004912735312245786;53760;1651355948.9583728
22;0.0004908805130980909;56320;1651355950.258196
23;0.0004904877860099077;58880;1651355951.5520196
24;0.00049009540816769;61440;1651355952.8636603
25;0.0004897033213637769;64000;1651355954.155289
26;0.0004893115838058293;66560;1651355955.4584234
27;0.0004889201372861862;69120;1651355956.7703578
28;0.0004885289818048477;71680;1651355958.0688424
29;0.0004881381755694747;74240;1651355959.3634872
30;0.00048774766037240624;76800;1651355960.717003
31;0.0004873574653174728;79360;1651355962.0010307
32;0.00048696756130084395;81920;1651355963.3540163
33;0.0004865780065301806;84480;1651355964.639332
34;0.00048618874279782176;87040;1651355965.9254608
35;0.0004857997701037675;89600;1651355967.2166662
36;0.00048541114665567875;92160;1651355968.5105648
37;0.00048502281424589455;94720;1651355969.8018093
38;0.0004846348019782454;97280;1651355971.0885549
39;0.00048424708074890077;99840;1651355972.3708606
40;0.0004838596796616912;102400;1651355973.6529338
41;0.00048347259871661663;104960;1651355974.9415028
42;0.0004830858379136771;107520;1651355976.2459006
43;0.00048269936814904213;110080;1651355977.5613735
44;0.00048231318942271173;112640;1651355978.8611343
45;0.0004819273599423468;115200;1651355980.156574
46;0.000481541792396456;117760;1651355981.4729185
47;0.0004811565740965307;120320;1651355982.7658994
48;0.0004807716468349099;122880;1651355984.1402862
49;0.0004803870397154242;125440;1651355985.4309187
50;0.000480002723634243;128000;1651355986.748743
51;0.00047961872769519687;130560;1651355988.0690691
52;0.0004792350227944553;133120;1651355989.3750153
53;0.00047885163803584874;135680;1651355990.677401
54;0.00047846854431554675;138240;1651355992.0952606
55;0.0004780857707373798;140800;1651355993.4689732
56;0.00047770331730134785;143360;1651355994.7553093
57;0.0004773211549036205;145920;1651355996.0522408
58;0.0004769392835441977;148480;1651355997.3663387
59;0.0004765577323269099;151040;1651355998.6876404
60;0.00047617650125175714;153600;1651355999.9995692
61;0.00047579556121490896;156160;1651356001.3123314
62;0.00047541491221636534;158720;1651356002.6244352
63;0.00047503458335995674;161280;1651356003.915803
64;0.0004746545455418527;163840;1651356005.222023
65;0.0004742748278658837;166400;1651356006.5888686
66;0.00047389540122821927;168960;1651356007.90331
67;0.00047351629473268986;171520;1651356009.1968665
68;0.000473137479275465;174080;1651356010.4919493
69;0.0004727589839603752;176640;1651356011.804444
70;0.00047238077968358994;179200;1651356013.1179578
71;0.00047200286644510925;181760;1651356014.4296756
72;0.00047162524424493313;184320;1651356015.720375
73;0.0004712479712907225;186880;1651356017.03358
74;0.00047087096027098596;189440;1651356018.344625
75;0.00047049426939338446;192000;1651356019.651521
76;0.0004701178695540875;194560;1651356020.9606454
77;0.00046974176075309515;197120;1651356022.2601879
78;0.0004693659720942378;199680;1651356023.5523336
79;0.000468990474473685;202240;1651356024.8517556
80;0.00046861529699526727;204800;1651356026.1409924
81;0.0004682404105551541;207360;1651356027.431064
