;Critic2LR;Steps;Wall_Time
0;9.999999747378752e-06;1280;1651187648.244544
1;9.999999747378752e-06;3200;1651187651.5602102
2;9.999999747378752e-06;4480;1651187653.684401
3;9.999999747378752e-06;5120;1651187656.363914
4;9.999999747378752e-06;6400;1651187658.59948
5;9.999999747378752e-06;9600;1651187665.7040312
6;9.999999747378752e-06;10240;1651187666.8259935
7;9.999999747378752e-06;10880;1651187667.9431212
8;9.999999747378752e-06;13440;1651187672.1604354
9;9.999999747378752e-06;14080;1651187673.1962278
10;9.999999747378752e-06;14720;1651187675.8912804
11;9.999999747378752e-06;17920;1651187683.0729282
12;9.999999747378752e-06;18560;1651187684.1946862
13;9.999999747378752e-06;19200;1651187685.3129942
14;9.999999747378752e-06;20480;1651187687.5471437
15;9.999999747378752e-06;23680;1651187694.7360418
16;9.999999747378752e-06;24960;1651187696.9642186
17;9.999999747378752e-06;26880;1651187701.906562
18;9.999999747378752e-06;31360;1651187709.2985032
19;9.999999747378752e-06;32640;1651187711.4445074
20;9.999999747378752e-06;33280;1651187714.1623178
21;9.999999747378752e-06;35200;1651187717.4975789
22;9.999999747378752e-06;35840;1651187718.6169338
23;9.999999747378752e-06;38400;1651187724.4782636
24;9.999999747378752e-06;40320;1651187727.6525223
25;9.999999747378752e-06;42240;1651187732.4754703
26;9.999999747378752e-06;42880;1651187733.583888
27;9.999999747378752e-06;43520;1651187734.7023761
28;9.999999747378752e-06;44160;1651187735.7837536
29;9.999999747378752e-06;46080;1651187740.57161
30;9.999999747378752e-06;49920;1651187747.2615628
31;9.999999747378752e-06;51840;1651187752.1573286
32;9.999999747378752e-06;52480;1651187753.1945028
33;9.999999747378752e-06;53760;1651187755.4302936
34;9.999999747378752e-06;54400;1651187756.5480704
35;9.999999747378752e-06;55680;1651187760.372357
36;9.999999747378752e-06;56960;1651187762.5984604
37;9.999999747378752e-06;58880;1651187765.954096
38;9.999999747378752e-06;60160;1651187768.1791224
39;9.999999747378752e-06;60800;1651187770.8620188
40;9.999999747378752e-06;61440;1651187771.9127414
41;9.999999747378752e-06;63360;1651187775.0681176
