;critic_grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1647955658.4622035
1;1.0;512000;1647955668.292082
2;1.0;1024000;1647955679.9939427
3;1.0;1536000;1647955691.4905748
4;0.683644711971283;2048000;1647955703.101058
5;0.7436632513999939;2560000;1647955714.6154761
6;1.0;3072000;1647955726.2261233
7;1.0;3584000;1647955737.959575
8;0.9310699701309204;4096000;1647955749.6410599
9;0.9610247611999512;4608000;1647955761.4893792
10;0.720325231552124;5120000;1647955773.2855897
11;1.0;5632000;1647955785.1109846
12;1.0;6144000;1647955796.9183705
13;0.8013347387313843;6656000;1647955808.7072458
14;1.0;7168000;1647955820.4311838
15;1.0;7680000;1647955832.084619
16;0.7256417870521545;8192000;1647955843.9367101
17;1.0;8704000;1647955855.6382668
18;0.2574288845062256;9216000;1647955867.4939249
19;1.0;9728000;1647955879.5566492
20;0.6970096826553345;10240000;1647955891.5924623
21;0.37360236048698425;10752000;1647955903.4873133
22;0.8521282076835632;11264000;1647955914.967614
23;1.0;11776000;1647955926.9429057
24;1.0;12288000;1647955938.240072
25;1.0;12800000;1647955949.284106
26;0.8503971099853516;13312000;1647955961.0644755
27;0.3356980085372925;13824000;1647955972.740493
28;1.0;14336000;1647955984.5933447
29;1.0;14848000;1647955996.1640358
30;0.6879355907440186;15360000;1647956005.9771504
31;0.802443265914917;15872000;1647956017.580352
32;0.7481279969215393;16384000;1647956029.5224588
33;0.24887654185295105;16896000;1647956041.5059547
34;0.23433391749858856;17408000;1647956053.5307257
35;0.1816415935754776;17920000;1647956065.736509
36;0.604916512966156;18432000;1647956077.7255058
37;1.0;18944000;1647956089.8173826
38;0.9289924502372742;19456000;1647956101.78056
39;0.2601882219314575;19968000;1647956113.85526
40;0.4190230965614319;20480000;1647956126.0542185
41;0.3297802805900574;20992000;1647956137.7118318
42;0.4475356638431549;21504000;1647956148.0053666
43;0.889556348323822;22016000;1647956159.1413522
44;0.4075581729412079;22528000;1647956170.27351
45;0.5737450122833252;23040000;1647956181.4134853
46;0.613512396812439;23552000;1647956190.975946
47;0.17559705674648285;24064000;1647956202.3527403
48;0.7546076774597168;24576000;1647956213.8408709
49;0.3677646517753601;25088000;1647956225.3224223
50;0.5688022375106812;25600000;1647956244.8212638
51;0.21185189485549927;26112000;1647956256.1122305
52;0.23498626053333282;26624000;1647956267.1301005
53;0.6012002229690552;27136000;1647956278.3748207
54;0.2597289979457855;27648000;1647956289.5432475
55;0.4526780843734741;28160000;1647956300.6547728
56;0.19050081074237823;28672000;1647956312.0681703
57;0.218804270029068;29184000;1647956323.9693935
58;0.19346921145915985;29696000;1647956335.8360608
59;0.17634975910186768;30208000;1647956347.7939556
60;0.5869932174682617;30720000;1647956359.7664373
61;0.22690580785274506;31232000;1647956371.8131325
62;0.09534093737602234;31744000;1647956383.784484
63;0.8106438517570496;32256000;1647956395.6864169
64;0.22809450328350067;32768000;1647956407.7991567
65;0.18697741627693176;33280000;1647956419.9150703
66;0.5336326956748962;33792000;1647956431.9307444
67;0.17048679292201996;34304000;1647956443.7053785
68;0.30139413475990295;34816000;1647956454.1615546
69;0.3081755042076111;35328000;1647956466.0837998
70;0.08484438061714172;35840000;1647956478.0323548
71;0.886253833770752;36352000;1647956490.1116498
72;0.15785911679267883;36864000;1647956502.0217564
73;0.3632226586341858;37376000;1647956512.3488388
74;0.295486718416214;37888000;1647956524.3462768
75;0.2985445559024811;38400000;1647956536.473638
76;0.687119722366333;38912000;1647956548.5481799
77;0.8694831132888794;39424000;1647956560.4514759
78;0.2533360421657562;39936000;1647956572.2902086
79;0.7809296250343323;40448000;1647956584.3574898
80;0.10189510136842728;40960000;1647956596.3498383
81;0.30927541851997375;41472000;1647956608.517648
82;0.5709742903709412;41984000;1647956620.5549357
83;0.5196022391319275;42496000;1647956632.5284286
84;0.11689316481351852;43008000;1647956644.6517756
85;0.37853917479515076;43520000;1647956656.7073405
86;0.2703620493412018;44032000;1647956668.541951
87;0.250527560710907;44544000;1647956680.4181745
88;0.25788652896881104;45056000;1647956692.3839312
89;0.28770673274993896;45568000;1647956703.2289147
90;0.3854601979255676;46080000;1647956713.901721
91;0.1635577231645584;46592000;1647956725.591323
92;0.3130817115306854;47104000;1647956737.72394
93;0.5284218788146973;47616000;1647956749.9292321
94;0.4209730923175812;48128000;1647956762.0173132
95;0.5197542905807495;48640000;1647956774.1221633
96;0.3523697853088379;49152000;1647956785.9877634
97;0.3086927831172943;49664000;1647956797.745505
98;0.37953662872314453;50176000;1647956809.440807
99;0.4350055754184723;50688000;1647956820.8520732
100;0.1836203634738922;51200000;1647956838.5057313
101;0.35289114713668823;51712000;1647956849.4082987
102;0.26996171474456787;52224000;1647956860.421791
103;0.5908384919166565;52736000;1647956871.5489233
104;0.7462356686592102;53248000;1647956882.8754845
105;0.4842475652694702;53760000;1647956893.9956274
106;0.28074881434440613;54272000;1647956904.7773948
107;0.835356593132019;54784000;1647956915.6338027
108;0.7163704633712769;55296000;1647956926.5700238
109;0.5250515937805176;55808000;1647956937.8020062
110;0.25834789872169495;56320000;1647956949.1932878
111;0.25424981117248535;56832000;1647956958.9437795
112;0.6450210213661194;57344000;1647956969.7087827
113;0.2284935712814331;57856000;1647956980.8109968
114;0.3429638147354126;58368000;1647956991.6595275
115;0.414763867855072;58880000;1647957003.0885308
116;0.15186567604541779;59392000;1647957014.131905
117;0.13463525474071503;59904000;1647957024.7146173
118;0.1586693674325943;60416000;1647957036.5555756
119;0.2200915813446045;60928000;1647957048.4473662
120;0.6182945966720581;61440000;1647957060.3726935
121;0.5158673524856567;61952000;1647957072.2961712
122;0.30779093503952026;62464000;1647957083.8987772
123;0.23255816102027893;62976000;1647957095.484237
124;0.31212925910949707;63488000;1647957107.5100608
125;0.33950746059417725;64000000;1647957119.4546418
126;0.47133955359458923;64512000;1647957131.4382646
127;0.14204224944114685;65024000;1647957143.3165305
128;0.467659592628479;65536000;1647957154.936639
129;0.4633270800113678;66048000;1647957166.5679445
130;0.5311328172683716;66560000;1647957178.5219817
131;0.09016714245080948;67072000;1647957190.5698829
132;0.36509978771209717;67584000;1647957202.5837166
