;update/alpha;Steps;Wall_Time
0;0.7567330002784729;999;1650865139.6940484
1;0.5722312331199646;1999;1650866709.56048
2;0.43007898330688477;2999;1650868287.8453965
3;0.32029128074645996;3999;1650869873.6942956
4;0.23705938458442688;4999;1650871447.4659724
5;0.1752384901046753;5999;1650873017.5693636
6;0.1298224925994873;6999;1650874634.830996
7;0.09603313356637955;7999;1650876213.4360561
8;0.07105183601379395;8999;1650877784.7740006
9;0.05279851704835892;9999;1650879357.7695053
10;0.039509907364845276;10999;1650880971.1986284
11;0.029906727373600006;11999;1650882540.4956229
12;0.022666368633508682;12999;1650884128.0203726
13;0.01724848523736;13999;1650885696.655836
14;0.012968294322490692;14999;1650887264.9658992
15;0.00961324293166399;15999;1650888859.1077769
16;0.007189943455159664;16999;1650890432.3510282
17;0.005386680830270052;17999;1650892044.7064338
18;0.003969642333686352;18999;1650893618.5495205
19;0.0029760263860225677;19999;1650895196.7757366
20;0.0021851048804819584;20999;1650896840.2175808
21;0.0016500272322446108;21999;1650898412.725037
22;0.0012348548043519258;22999;1650899990.0501747
23;0.000928697525523603;23999;1650901559.3136835
24;0.0006858967826701701;24999;1650903131.8255966
25;0.0004962585517205298;25999;1650904704.8781443
26;0.00037060683825984597;26999;1650906282.2077963
27;0.0002791931328829378;27999;1650907855.8939962
28;0.00020831964502576739;28999;1650909431.6815586
29;0.00015445923781953752;29999;1650911004.87007
30;0.00011556346726138145;30999;1650912579.7279356
31;8.618539868621156e-05;31999;1650914155.6043587
32;6.311095785349607e-05;32999;1650915728.7643583
33;4.5833312469767407e-05;33999;1650917302.764219
34;3.396471220185049e-05;34999;1650918877.1582391
35;2.540444074838888e-05;35999;1650920450.225825
36;1.8992934201378375e-05;36999;1650922023.6529343
37;1.4039997040526941e-05;37999;1650923596.222048
38;1.0418098099762574e-05;38999;1650925169.5953376
39;7.677219400648028e-06;39999;1650926740.0836432
40;5.654941105603939e-06;40999;1650928313.0367596
41;4.241426267981296e-06;41999;1650929889.2101421
42;3.1349261462310096e-06;42999;1650931463.065631
43;2.338004833291052e-06;43999;1650933033.0795574
44;1.7606381561563467e-06;44999;1650934605.2720385
45;1.2879486348538194e-06;45999;1650936178.8312974
46;9.47665796502406e-07;46999;1650937752.852115
47;7.025996069387475e-07;47999;1650939325.147287
48;5.195701646698581e-07;48999;1650940897.95213
49;3.931241963073262e-07;49999;1650942472.8271801
50;2.933425378159882e-07;50999;1650944046.2471774
51;2.1829984575560957e-07;51999;1650945622.8312986
52;1.6194759666632308e-07;52999;1650947195.3911266
53;1.2144242589329224e-07;53999;1650948766.8925478
54;8.982449628547329e-08;54999;1650950338.4343812
55;6.676654606962984e-08;55999;1650951907.3384147
56;4.992793734004408e-08;56999;1650953478.0476158
57;3.661542891109093e-08;57999;1650955051.2674327
58;2.6404832098592124e-08;58999;1650956625.863151
59;1.9454125421702884e-08;59999;1650958201.9028726
60;1.4368716882984245e-08;60999;1650959773.128447
61;1.0612287049127644e-08;61999;1650961347.1187656
62;7.680870162118936e-09;62999;1650962918.196317
63;5.6745794729806676e-09;63999;1650964492.0357637
64;4.109751206016199e-09;64999;1650966068.4807017
65;3.011630944627086e-09;65999;1650967639.7788913
66;2.212105387755514e-09;66999;1650969215.2419062
67;1.6403411962073733e-09;67999;1650970789.965788
68;1.190014642382664e-09;68999;1650972365.6980524
69;9.083735985626618e-10;69999;1650973937.540796
