;update/alpha;Steps;Wall_Time
0;0.7562652230262756;999;1650867146.5853393
1;0.572058916091919;1999;1650868756.6980247
2;0.4300804138183594;2999;1650870335.3488984
3;0.32033413648605347;3999;1650871916.1319902
4;0.23713526129722595;4999;1650873520.7659056
5;0.1754176914691925;5999;1650875102.4539185
6;0.12999103963375092;6999;1650876685.8266182
7;0.09609666466712952;7999;1650878266.2970114
8;0.0710996761918068;8999;1650879849.3266363
9;0.05298293009400368;9999;1650881433.131932
10;0.03982971981167793;10999;1650883012.5397522
11;0.030119171366095543;11999;1650884593.4588163
12;0.022776205092668533;12999;1650886176.6227658
13;0.01732436940073967;13999;1650887764.510682
14;0.013123156502842903;14999;1650889345.3929646
15;0.009664305485785007;15999;1650890926.599047
16;0.007282458245754242;16999;1650892525.3843696
17;0.005484413355588913;17999;1650894115.0409806
18;0.0040052179247140884;18999;1650895704.3281107
19;0.0030032661743462086;19999;1650897291.696855
20;0.0022364233154803514;20999;1650898871.7583468
21;0.0016650755424052477;21999;1650900450.8197055
22;0.0011949560139328241;22999;1650902038.4526925
23;0.0008953322540037334;23999;1650903615.1504223
24;0.0006508081569336355;24999;1650905195.8136883
25;0.0004812609404325485;25999;1650906796.1546495
26;0.0003522984916344285;26999;1650908473.1921449
27;0.0002676464500837028;27999;1650910095.7164178
28;0.0002046729641733691;28999;1650911676.667547
29;0.00015389166946988553;29999;1650913254.2217376
30;0.00011159851419506595;30999;1650914836.4647362
31;8.136908581946045e-05;31999;1650916418.0130007
32;6.225964170880616e-05;32999;1650918009.4913144
33;4.626108784577809e-05;33999;1650919596.3645432
34;3.434271638980135e-05;34999;1650921175.3119001
35;2.602344102342613e-05;35999;1650922757.1271875
36;1.9597333448473364e-05;36999;1650924336.9731374
37;1.4658680811407976e-05;37999;1650925913.6265135
38;1.0837174158950802e-05;38999;1650927493.8109272
39;8.044323294598144e-06;39999;1650929099.426746
40;5.952299943601247e-06;40999;1650930712.1979787
41;4.373646788735641e-06;41999;1650932289.5330515
42;3.223913608962903e-06;42999;1650933871.2464292
43;2.396024683548603e-06;43999;1650935454.3654642
44;1.741408141242573e-06;44999;1650937045.0265496
45;1.2351305258562206e-06;45999;1650938625.9485602
46;9.313409918831894e-07;46999;1650940191.5594144
47;7.094931220308354e-07;47999;1650941810.8271713
48;5.306212074174255e-07;48999;1650943380.5483994
49;3.9577878396812594e-07;49999;1650944943.2957861
50;2.9383178912212315e-07;50999;1650946513.2825208
51;2.195791495296362e-07;51999;1650948079.0911336
52;1.661761928062333e-07;52999;1650949650.5101495
53;1.2381508440739708e-07;53999;1650951222.4537368
54;9.23965188803777e-08;54999;1650952794.339154
55;6.882995506884981e-08;55999;1650954361.507501
56;5.112424972253393e-08;56999;1650955931.7958765
57;3.740790077699785e-08;57999;1650957499.6156807
58;2.7490726139944854e-08;58999;1650959115.3790708
59;2.039617186255782e-08;59999;1650960682.6520567
60;1.5110323658973357e-08;60999;1650962260.9433653
61;1.1078022055244219e-08;61999;1650963831.4210098
62;8.168223430971011e-09;62999;1650965398.3297625
63;5.996475316294436e-09;63999;1650967002.0022805
64;4.447866519541321e-09;64999;1650968567.8615427
65;3.3091511753013947e-09;65999;1650970153.5107784
66;2.457537728872694e-09;66999;1650971723.4177997
67;1.8171869564653775e-09;67999;1650973287.5888321
68;1.3460799141995494e-09;68999;1650974898.0237422
69;9.985627880126913e-10;69999;1650976474.0668273
