;update/alpha;Steps;Wall_Time
0;0.7667542099952698;999;1649465677.8675783
1;0.5833556652069092;1999;1649467239.0536482
2;0.43952277302742004;2999;1649468795.9913628
3;0.32924115657806396;3999;1649470376.419137
4;0.24479584395885468;4999;1649471925.8752038
5;0.18267135322093964;5999;1649473478.9434516
6;0.14215496182441711;6999;1649475037.057747
7;0.1087007150053978;7999;1649476588.4988863
8;0.08449578285217285;8999;1649478138.01188
9;0.06424692273139954;9999;1649479691.2717693
10;0.046716202050447464;10999;1649481246.6774209
11;0.03436039015650749;11999;1649482801.7305555
12;0.026336753740906715;12999;1649484364.276126
13;0.020576734095811844;13999;1649485980.0281045
14;0.016276827082037926;14999;1649487530.5961452
15;0.012106237933039665;15999;1649489082.1219678
16;0.009402936324477196;16999;1649490638.1122782
17;0.007478657178580761;17999;1649492193.2408438
18;0.0058635505847632885;18999;1649493749.7233014
19;0.004636975470930338;19999;1649495318.1769948
20;0.0036168161313980818;20999;1649497043.564266
21;0.002658939454704523;21999;1649498655.6441762
22;0.0019151057349517941;22999;1649500205.8133407
23;0.0014553102664649487;23999;1649501762.7031045
24;0.0011220580199733377;24999;1649503321.7641706
25;0.0008123189909383655;25999;1649504883.0988097
26;0.0006237061461433768;26999;1649506440.8214679
27;0.00044365657959133387;27999;1649507988.4675372
28;0.0003500585735309869;28999;1649509542.3429403
29;0.0002947575703728944;29999;1649511090.3065305
30;0.00023612122458871454;30999;1649512639.0166352
31;0.00018996903963852674;31999;1649514190.4842625
32;0.00013305134780239314;32999;1649515747.2010865
33;0.0001049381316988729;33999;1649517300.697474
34;8.177400741260499e-05;34999;1649518856.1320238
35;6.234732427401468e-05;35999;1649520407.800967
36;4.7553639888064936e-05;36999;1649521961.0581918
37;3.6523870221572e-05;37999;1649523519.244356
38;2.787279117910657e-05;38999;1649525078.1391425
39;2.0997094907215796e-05;39999;1649526634.0516286
40;1.5651230569346808e-05;40999;1649528193.920054
41;1.2404994777170941e-05;41999;1649529747.0277724
42;9.339327334600966e-06;42999;1649531303.4522858
43;6.875785857118899e-06;43999;1649532860.4408898
44;5.10345671500545e-06;44999;1649534419.393385
45;3.782827207032824e-06;45999;1649535979.8550997
46;2.879505927921855e-06;46999;1649537541.5053217
47;2.1916532659815857e-06;47999;1649539135.9283235
48;1.6054193565651076e-06;48999;1649540686.2256086
49;1.2313987554080086e-06;49999;1649542245.2149804
50;9.167821986011404e-07;50999;1649543804.0239544
51;6.854367029518471e-07;51999;1649545360.6578927
52;5.230588726590213e-07;52999;1649546921.5273833
53;4.0394158418166626e-07;53999;1649548510.4514575
54;3.0035650411264214e-07;54999;1649550074.2288897
55;2.2121854215129133e-07;55999;1649551639.0949087
56;1.6408473868523288e-07;56999;1649553198.568196
57;1.2184928266378847e-07;57999;1649554757.6832645
58;9.233364295369029e-08;58999;1649556314.060295
59;6.770759597429787e-08;59999;1649557864.065627
60;5.150626591898799e-08;60999;1649559416.1941319
61;3.951212690367356e-08;61999;1649560968.6358726
62;2.940710075449715e-08;62999;1649562525.214991
63;2.215656813575606e-08;63999;1649564082.1750088
64;1.6224426246935764e-08;64999;1649565637.3544395
65;1.201534871597687e-08;65999;1649567191.1765306
66;8.963483288937368e-09;66999;1649568746.1662574
67;6.6558611955258584e-09;67999;1649570297.297972
68;4.995033275889682e-09;68999;1649571850.0440645
69;3.6707934469859538e-09;69999;1649573407.061189
