;update/alpha;Steps;Wall_Time
0;0.7614959478378296;999;1649357231.731068
1;0.5739229321479797;1999;1649358914.6015582
2;0.42967110872268677;2999;1649360595.5300004
3;0.3204936981201172;3999;1649362131.2747874
4;0.23844404518604279;4999;1649363661.1604433
5;0.17775407433509827;5999;1649365194.7443402
6;0.1356121301651001;6999;1649366728.8501804
7;0.10214560478925705;7999;1649368266.6443067
8;0.07517784833908081;8999;1649369798.1071086
9;0.05447341129183769;9999;1649371399.1367412
10;0.040058717131614685;10999;1649372929.865465
11;0.02992766536772251;11999;1649374460.8661957
12;0.02257753536105156;12999;1649375999.5713933
13;0.01707553304731846;13999;1649377538.3552861
14;0.013020321726799011;14999;1649379072.813877
15;0.009856373071670532;15999;1649380603.8432767
16;0.007505862042307854;16999;1649382136.893769
17;0.005581737961620092;17999;1649383673.0761049
18;0.004160525277256966;18999;1649385208.791119
19;0.0031085587106645107;19999;1649386758.7553554
20;0.0023354485165327787;20999;1649388306.9080486
21;0.0017365386011078954;21999;1649389834.1922743
22;0.0012964661000296474;22999;1649391362.1310549
23;0.0009678818751126528;23999;1649392891.4584148
24;0.0007175354985520244;24999;1649394426.8976152
25;0.0005351324216462672;25999;1649395962.8359895
26;0.00039935889071784914;26999;1649397498.5339744
27;0.00029880390502512455;27999;1649399035.186127
28;0.0002215025306213647;28999;1649400570.6633976
29;0.0001638121175346896;29999;1649402105.4104772
30;0.00012106259964639321;30999;1649403642.4410331
31;8.997674740385264e-05;31999;1649405178.0590923
32;6.635433965129778e-05;32999;1649406711.3766227
33;4.9861053412314504e-05;33999;1649408251.8559477
34;3.718595326063223e-05;34999;1649409793.9098947
35;2.7630832846625708e-05;35999;1649411334.9091535
36;2.0568009858834557e-05;36999;1649412874.3507397
37;1.528168832010124e-05;37999;1649414410.387987
38;1.1286507287877612e-05;38999;1649415939.5526953
39;8.376343430427369e-06;39999;1649417470.7526746
40;6.2253484429675154e-06;40999;1649419138.1054828
41;4.616683781932807e-06;41999;1649420780.75809
42;3.418997266635415e-06;42999;1649422311.4158018
43;2.5278300199715886e-06;43999;1649423840.8504224
44;1.87811588148179e-06;44999;1649425371.3299496
45;1.3953325606053113e-06;45999;1649427072.3650987
46;1.0338852689528721e-06;46999;1649428738.9078336
47;7.655848435206281e-07;47999;1649430273.346603
48;5.672004022017063e-07;48999;1649431809.6047823
49;4.1922538684957544e-07;49999;1649433346.854296
50;3.105001837866439e-07;50999;1649434885.2508855
51;2.2984791314684117e-07;51999;1649436426.6301851
52;1.706986694216539e-07;52999;1649437965.2339413
53;1.2664220605529408e-07;53999;1649439502.6741605
54;9.375786191867519e-08;54999;1649441036.4212449
55;6.96527493460053e-08;55999;1649442577.5208943
56;5.156109494919292e-08;56999;1649444112.177865
57;3.804333559287443e-08;57999;1649445645.5149763
58;2.812234711768724e-08;58999;1649447184.5371642
59;2.0907705788886233e-08;59999;1649448719.3395536
60;1.551229722451808e-08;60999;1649450251.0468113
61;1.1479135864078671e-08;61999;1649451790.7092829
62;8.490643743641613e-09;62999;1649453325.4998899
63;6.307180555609193e-09;63999;1649454856.1018312
64;4.673923026388138e-09;64999;1649456391.5224814
65;3.4485767574921056e-09;65999;1649457954.5473096
66;2.538208754288007e-09;66999;1649459493.242081
67;1.8747821073361592e-09;67999;1649461028.2053835
68;1.3978448398788146e-09;68999;1649462559.2917778
69;1.0366194569400022e-09;69999;1649464088.747599
