;nll;Steps;Wall_Time
0;38.783447265625;0;1647954879.9467223
1;19.98721694946289;512000;1647954888.1930208
2;16.142681121826172;1024000;1647954896.513243
3;16.49958038330078;1536000;1647954905.5242243
4;14.184247970581055;2048000;1647954915.6279457
5;13.608845710754395;2560000;1647954925.7001042
6;12.6417236328125;3072000;1647954935.698953
7;12.070537567138672;3584000;1647954945.725625
8;13.027803421020508;4096000;1647954955.741303
9;12.180728912353516;4608000;1647954965.9644537
10;11.45948600769043;5120000;1647954976.7310553
11;10.911174774169922;5632000;1647954986.7745812
12;11.255815505981445;6144000;1647954996.8226106
13;10.797540664672852;6656000;1647955006.859102
14;10.38558578491211;7168000;1647955016.9158711
15;10.287367820739746;7680000;1647955026.9339118
16;9.779266357421875;8192000;1647955036.981841
17;10.932199478149414;8704000;1647955047.0353186
18;9.426263809204102;9216000;1647955057.081248
19;10.107503890991211;9728000;1647955067.1443732
20;10.199380874633789;10240000;1647955077.2041836
21;8.622638702392578;10752000;1647955087.2247775
22;9.027080535888672;11264000;1647955097.22035
23;8.630302429199219;11776000;1647955107.2792397
24;9.139008522033691;12288000;1647955117.3363304
25;10.044868469238281;12800000;1647955127.398661
26;9.065210342407227;13312000;1647955137.458059
27;9.297735214233398;13824000;1647955147.5173337
28;8.984804153442383;14336000;1647955157.5334063
29;8.498188018798828;14848000;1647955167.591295
30;8.644979476928711;15360000;1647955177.6177711
31;8.409509658813477;15872000;1647955187.6044872
32;8.643964767456055;16384000;1647955197.6418514
33;8.3418607711792;16896000;1647955207.6285522
34;8.356786727905273;17408000;1647955217.6772034
35;8.069581985473633;17920000;1647955227.742021
36;8.44601821899414;18432000;1647955237.7717123
37;7.747255325317383;18944000;1647955247.8413088
38;8.18467903137207;19456000;1647955257.9081528
39;7.395841121673584;19968000;1647955267.9793615
40;8.417787551879883;20480000;1647955278.020378
41;8.105585098266602;20992000;1647955288.0775132
42;7.681000709533691;21504000;1647955298.134629
43;7.80388069152832;22016000;1647955308.1517885
44;9.534708023071289;22528000;1647955318.1402943
45;8.22901725769043;23040000;1647955328.2112536
46;7.269017219543457;23552000;1647955338.270213
47;8.043790817260742;24064000;1647955348.3231657
48;7.826939582824707;24576000;1647955357.5994735
49;6.97092866897583;25088000;1647955366.2696354
50;7.833798408508301;25600000;1647955380.5537865
51;7.973805904388428;26112000;1647955390.6106577
52;7.272193908691406;26624000;1647955399.8825767
53;7.496843338012695;27136000;1647955408.9484048
54;7.500546932220459;27648000;1647955418.8329787
55;6.62931489944458;28160000;1647955428.76073
56;6.933304786682129;28672000;1647955438.711673
57;6.638774394989014;29184000;1647955448.7594414
58;7.189172267913818;29696000;1647955458.79193
59;6.9849629402160645;30208000;1647955468.7961516
60;6.508068084716797;30720000;1647955478.799134
61;6.661085605621338;31232000;1647955488.8409016
62;6.390358924865723;31744000;1647955498.829498
63;7.115610122680664;32256000;1647955508.7962058
64;6.460556983947754;32768000;1647955518.793565
65;6.837133884429932;33280000;1647955529.0686326
66;6.6893310546875;33792000;1647955539.061234
67;6.814877033233643;34304000;1647955549.047101
68;5.889811038970947;34816000;1647955558.994651
69;6.578070640563965;35328000;1647955568.955442
70;6.806999206542969;35840000;1647955578.9263873
71;7.0622735023498535;36352000;1647955588.9898677
72;6.01057243347168;36864000;1647955599.059341
73;6.398815155029297;37376000;1647955609.1330512
74;6.261908531188965;37888000;1647955619.1880748
75;7.053876876831055;38400000;1647955629.2573385
76;6.329593658447266;38912000;1647955639.3288312
77;6.813107967376709;39424000;1647955649.3957038
78;6.231851577758789;39936000;1647955659.640023
79;7.169215202331543;40448000;1647955669.6812794
80;6.6775665283203125;40960000;1647955679.7061179
81;5.825592517852783;41472000;1647955689.653566
82;6.351437091827393;41984000;1647955699.7670043
83;6.422318458557129;42496000;1647955709.8192747
84;6.181127548217773;43008000;1647955719.8919058
85;6.562471389770508;43520000;1647955729.9134872
86;6.143413066864014;44032000;1647955739.9562743
87;5.618363380432129;44544000;1647955750.0415401
88;6.2974653244018555;45056000;1647955760.1048245
89;6.039916038513184;45568000;1647955770.165451
90;6.460474967956543;46080000;1647955780.2313726
91;6.021258354187012;46592000;1647955790.3129287
92;5.791604042053223;47104000;1647955800.3910904
93;5.757023811340332;47616000;1647955810.4627476
94;5.55211067199707;48128000;1647955820.543416
95;5.71930456161499;48640000;1647955830.610119
96;6.080286026000977;49152000;1647955840.674498
97;6.785684585571289;49664000;1647955850.7323098
98;5.827963829040527;50176000;1647955860.545376
99;6.279019355773926;50688000;1647955869.0804021
100;6.118902206420898;51200000;1647955886.5437162
101;6.250772476196289;51712000;1647955896.8164194
102;5.919723033905029;52224000;1647955905.6001258
103;5.439054489135742;52736000;1647955915.9138052
104;5.954237937927246;53248000;1647955926.1354852
105;7.601744651794434;53760000;1647955936.2059333
106;6.338972568511963;54272000;1647955946.2832572
107;6.356056213378906;54784000;1647955956.3548872
108;5.931877613067627;55296000;1647955966.440177
109;5.953253746032715;55808000;1647955976.4959528
110;5.462146759033203;56320000;1647955986.5676253
111;5.977542877197266;56832000;1647955996.6193154
112;5.907845973968506;57344000;1647956006.6959653
113;5.300716400146484;57856000;1647956016.7632449
114;5.6152544021606445;58368000;1647956026.82803
115;5.462183952331543;58880000;1647956036.8768923
116;4.897686004638672;59392000;1647956046.9332905
117;5.607204437255859;59904000;1647956056.9911933
118;5.270571708679199;60416000;1647956067.0514739
119;5.099230766296387;60928000;1647956077.0995536
120;5.084280014038086;61440000;1647956087.1511765
121;4.843327522277832;61952000;1647956097.198011
122;6.183300495147705;62464000;1647956107.2628949
123;5.6177239418029785;62976000;1647956117.3255568
124;5.192523956298828;63488000;1647956127.3703678
125;5.002753734588623;64000000;1647956137.434411
126;5.071812629699707;64512000;1647956147.5124779
127;5.483305931091309;65024000;1647956157.5654233
128;5.242913722991943;65536000;1647956167.6371453
129;5.638482093811035;66048000;1647956177.677559
