;avg_cost;Steps;Wall_Time
0;-2.3626561164855957;0;1649682796.1139724
1;-2.3324999809265137;3840;1649682796.1688604
2;-2.453671932220459;7680;1649682796.2197495
3;-2.6499218940734863;11520;1649682796.2779942
4;-2.5893750190734863;15360;1649682796.3332624
5;-2.5215625762939453;19200;1649682796.3906913
6;-2.7936718463897705;23040;1649682796.436617
7;-3.013906240463257;26880;1649682796.485764
8;-2.931953191757202;30720;1649682796.5434723
9;-2.883359432220459;34560;1649682796.6012964
10;-3.14453125;38400;1649682796.6542013
11;-3.1159374713897705;42240;1649682796.7120576
12;-3.1531248092651367;46080;1649682796.7728868
13;-3.3120312690734863;49920;1649682796.8214846
14;-3.4128124713897705;53760;1649682796.8732781
15;-3.4628124237060547;57600;1649682796.91808
16;-3.6320314407348633;61440;1649682796.9677482
17;-3.920234441757202;65280;1649682797.0241613
18;-3.6881251335144043;69120;1649682797.07059
19;-4.23898458480835;72960;1649682797.123678
20;-4.405625343322754;76800;1649682797.175492
21;-4.417890548706055;80640;1649682797.22637
22;-4.383359432220459;84480;1649682797.2771096
23;-4.578437805175781;88320;1649682797.3223236
24;-4.298515319824219;92160;1649682797.3747606
25;-4.516796588897705;96000;1649682797.4299047
26;-4.750077724456787;99840;1649682797.487101
27;-4.845546722412109;103680;1649682797.5407293
28;-4.80554723739624;107520;1649682797.6004999
29;-4.767656326293945;111360;1649682797.6608593
30;-4.691562652587891;115200;1649682797.723594
31;-4.781171798706055;119040;1649682797.7777505
32;-5.008749961853027;122880;1649682797.8421178
33;-5.057109355926514;126720;1649682797.905123
34;-5.181171894073486;130560;1649682797.9669323
35;-5.009922027587891;134400;1649682798.0280235
36;-4.994531154632568;138240;1649682798.0870354
37;-4.848047256469727;142080;1649682798.150122
38;-4.978515625;145920;1649682798.2113304
39;-5.125546932220459;149760;1649682798.2740238
40;-5.360156059265137;153600;1649682798.3379219
41;-5.330469131469727;157440;1649682798.4002647
42;-5.164843559265137;161280;1649682798.4621983
43;-5.249765396118164;165120;1649682798.5218868
44;-5.325781345367432;168960;1649682798.5797553
45;-5.37109375;172800;1649682798.6418595
46;-5.336562633514404;176640;1649682798.7083097
47;-5.132109642028809;180480;1649682798.7719505
48;-5.271327972412109;184320;1649682798.840887
49;-5.089218616485596;188160;1649682798.907205
50;-5.369609355926514;192000;1649682798.9746926
51;-5.163281440734863;195840;1649682799.036073
52;-5.416015625;199680;1649682799.102369
53;-5.280625343322754;203520;1649682799.1647453
54;-5.484765529632568;207360;1649682799.2302148
55;-5.284999847412109;211200;1649682799.2871957
56;-5.549140930175781;215040;1649682799.3529456
57;-5.456484317779541;218880;1649682799.4151337
58;-5.488203048706055;222720;1649682799.4801366
59;-5.519922256469727;226560;1649682799.5508862
60;-5.473828315734863;230400;1649682799.6204278
61;-5.372812747955322;234240;1649682799.690916
62;-5.426484107971191;238080;1649682799.755452
63;-5.321952819824219;241920;1649682799.819798
64;-5.313593864440918;245760;1649682799.882993
65;-5.253593444824219;249600;1649682799.942234
66;-5.835078239440918;253440;1649682800.0120687
67;-5.528203010559082;257280;1649682800.0726995
68;-5.583203315734863;261120;1649682800.1343834
69;-5.439296722412109;264960;1649682800.2078185
70;-5.210624694824219;268800;1649682800.2818103
71;-5.333906173706055;272640;1649682800.3464203
72;-5.534999847412109;276480;1649682800.416506
