;grad_norm;Steps;Wall_Time
0;30.444257736206055;0;1649633567.993304
1;28.950279235839844;5120;1649633568.0667455
2;30.913509368896484;10240;1649633568.135424
3;30.815229415893555;15360;1649633568.2025278
4;30.9838809967041;20480;1649633568.26527
5;21.383028030395508;25600;1649633568.3305948
6;28.419206619262695;30720;1649633568.3950198
7;20.598583221435547;35840;1649633568.4607809
8;17.425840377807617;40960;1649633568.5247102
9;17.655887603759766;46080;1649633568.5925748
10;14.157858848571777;51200;1649633568.6573262
11;15.882852554321289;56320;1649633568.7229064
12;12.07514476776123;61440;1649633568.7873497
13;15.360522270202637;66560;1649633568.8520803
14;11.803417205810547;71680;1649633568.9153411
15;10.55455493927002;76800;1649633568.977744
16;9.445389747619629;81920;1649633569.037193
17;7.629088401794434;87040;1649633569.0968752
18;7.835569858551025;92160;1649633569.1524932
19;7.163832187652588;97280;1649633569.2096488
20;9.19582748413086;102400;1649633569.2667832
21;6.045705795288086;107520;1649633569.3232148
22;6.848572731018066;112640;1649633569.3815415
23;6.579394817352295;117760;1649633569.445986
24;5.688441276550293;122880;1649633569.5095804
25;6.115846633911133;128000;1649633569.5716476
26;5.264469146728516;133120;1649633569.6307507
27;5.642537593841553;138240;1649633569.6921513
28;5.142919063568115;143360;1649633569.750699
29;5.21677303314209;148480;1649633569.8170967
30;5.207637786865234;153600;1649633569.8837705
31;5.221017360687256;158720;1649633569.9482496
32;5.497896671295166;163840;1649633570.011318
33;4.081089973449707;168960;1649633570.0687943
34;5.577441215515137;174080;1649633570.125825
35;5.251951217651367;179200;1649633570.1881456
36;4.990327835083008;184320;1649633570.2524223
37;4.018764972686768;189440;1649633570.3125079
38;6.079617500305176;194560;1649633570.3730235
39;4.194581031799316;199680;1649633570.4351683
40;5.9366984367370605;204800;1649633570.4914675
41;5.048702239990234;209920;1649633570.5495508
42;4.778533935546875;215040;1649633570.6047177
43;5.855420112609863;220160;1649633570.6587055
44;5.233829021453857;225280;1649633570.7150893
45;5.7018303871154785;230400;1649633570.7745595
46;5.053972244262695;235520;1649633570.8385084
47;5.593204498291016;240640;1649633570.9010408
48;6.937274932861328;245760;1649633570.966198
49;4.911238670349121;250880;1649633571.029012
50;5.708391189575195;256000;1649633571.0855098
51;4.459171295166016;261120;1649633571.1441333
52;3.290463447570801;266240;1649633571.2009122
53;5.3259782791137695;271360;1649633571.2688105
54;8.10379409790039;276480;1649633571.3363476
55;6.215324878692627;281600;1649633571.3961957
56;3.9201602935791016;286720;1649633571.4531345
57;7.174851894378662;291840;1649633571.5081046
58;5.5300822257995605;296960;1649633571.5649168
59;6.108278274536133;302080;1649633571.632837
60;5.173909664154053;307200;1649633571.7032325
61;6.038509845733643;312320;1649633571.7777617
62;4.543869495391846;317440;1649633571.8499374
63;4.546187400817871;322560;1649633571.926883
64;3.7262160778045654;327680;1649633572.0026734
65;5.332386016845703;332800;1649633572.0751908
66;3.661936044692993;337920;1649633572.145546
67;3.564998149871826;343040;1649633572.2161748
68;3.4077742099761963;348160;1649633572.2852776
69;5.120503902435303;353280;1649633572.358675
70;5.384245872497559;358400;1649633572.4326224
71;4.838585376739502;363520;1649633572.5033436
72;5.74588680267334;368640;1649633572.5700805
73;3.9199254512786865;373760;1649633572.6378448
74;5.292193412780762;378880;1649633572.707934
75;4.7909393310546875;384000;1649633572.7814343
76;4.438853740692139;389120;1649633572.84513
77;4.890467643737793;394240;1649633572.9081542
78;5.163118839263916;399360;1649633572.9676049
79;3.9224860668182373;404480;1649633573.0268033
80;3.8578073978424072;409600;1649633573.0835214
81;5.326059341430664;414720;1649633573.1383462
82;3.9336400032043457;419840;1649633573.2010198
83;4.863227367401123;424960;1649633573.270074
84;5.079366207122803;430080;1649633573.328633
85;4.518380641937256;435200;1649633573.3964736
86;4.497818470001221;440320;1649633573.4599903
87;3.9889612197875977;445440;1649633573.5226047
88;3.5870704650878906;450560;1649633573.590771
89;5.3141398429870605;455680;1649633573.6503978
90;6.178589820861816;460800;1649633573.7063751
91;4.813275337219238;465920;1649633573.7632816
92;5.428989410400391;471040;1649633573.8202145
93;6.7870659828186035;476160;1649633573.8800619
94;5.420461177825928;481280;1649633573.9367836
95;3.166339159011841;486400;1649633574.009152
96;5.067438125610352;491520;1649633574.073534
97;3.301126480102539;496640;1649633574.1347392
98;6.126272201538086;501760;1649633574.19419
99;3.5777347087860107;506880;1649633574.2558563
100;4.212130546569824;512000;1649633575.535386
101;3.2334296703338623;517120;1649633575.600996
102;4.004295825958252;522240;1649633575.660124
103;3.3337957859039307;527360;1649633575.7277339
104;3.51065993309021;532480;1649633575.7879205
105;4.829823017120361;537600;1649633575.8487842
106;3.5763919353485107;542720;1649633575.9064834
107;4.044422149658203;547840;1649633575.9602618
108;4.974242210388184;552960;1649633576.0169694
109;6.078799247741699;558080;1649633576.0708897
110;4.937951564788818;563200;1649633576.1280828
111;4.987430572509766;568320;1649633576.1824415
112;4.14583158493042;573440;1649633576.2385445
113;3.4563148021698;578560;1649633576.29179
114;4.171460151672363;583680;1649633576.3490593
115;4.7560014724731445;588800;1649633576.4045491
116;4.459354400634766;593920;1649633576.459865
117;4.923027515411377;599040;1649633576.511464
118;5.048238754272461;604160;1649633576.5671043
119;4.283937931060791;609280;1649633576.630086
120;3.260279893875122;614400;1649633576.6943846
121;3.0432565212249756;619520;1649633576.7573705
122;5.761374473571777;624640;1649633576.814267
123;3.9238522052764893;629760;1649633576.8695295
124;3.1415586471557617;634880;1649633576.9313107
125;4.146950721740723;640000;1649633576.987607
126;5.721839427947998;645120;1649633577.0446756
127;3.3316822052001953;650240;1649633577.1046767
128;3.4085540771484375;655360;1649633577.1688435
129;3.8750405311584473;660480;1649633577.2321184
130;3.6946463584899902;665600;1649633577.2897024
131;3.3283607959747314;670720;1649633577.3562052
132;4.247013092041016;675840;1649633577.4216328
133;4.890511989593506;680960;1649633577.482606
134;3.505506992340088;686080;1649633577.5401704
135;5.466926574707031;691200;1649633577.5954592
136;3.2569124698638916;696320;1649633577.6527398
137;3.1253409385681152;701440;1649633577.7152267
138;4.215044975280762;706560;1649633577.7702985
139;3.961419105529785;711680;1649633577.8262408
140;4.757194519042969;716800;1649633577.8847558
141;5.735469818115234;721920;1649633577.9470727
142;4.096913814544678;727040;1649633578.0053847
143;4.871109962463379;732160;1649633578.0623553
144;4.129745960235596;737280;1649633578.120746
145;5.860777378082275;742400;1649633578.1846364
146;2.9211039543151855;747520;1649633578.2519922
147;4.334831237792969;752640;1649633578.313897
148;3.896921157836914;757760;1649633578.369577
149;3.6997454166412354;762880;1649633578.4405186
150;3.664785623550415;768000;1649633578.5121455
151;5.660002708435059;773120;1649633578.57284
152;3.439244270324707;778240;1649633578.6426532
153;4.180783748626709;783360;1649633578.7020473
154;3.354341983795166;788480;1649633578.76106
155;3.476924419403076;793600;1649633578.8180008
156;2.7924911975860596;798720;1649633578.8706484
157;3.864737033843994;803840;1649633578.9308093
158;4.500813007354736;808960;1649633578.9878173
159;3.9948651790618896;814080;1649633579.041681
160;3.7308924198150635;819200;1649633579.0969431
161;3.5588738918304443;824320;1649633579.1524026
162;3.7428536415100098;829440;1649633579.2076697
163;3.3932950496673584;834560;1649633579.2882557
164;3.763505697250366;839680;1649633579.3528976
165;4.209860801696777;844800;1649633579.4076867
166;4.184266090393066;849920;1649633579.4633188
167;3.4411840438842773;855040;1649633579.5282073
168;4.770957946777344;860160;1649633579.5888276
169;3.683955192565918;865280;1649633579.646138
170;4.745037078857422;870400;1649633579.7006972
171;5.038541316986084;875520;1649633579.7572947
172;4.0511860847473145;880640;1649633579.81502
173;4.249760627746582;885760;1649633579.8772607
174;2.957216262817383;890880;1649633579.9387538
175;2.749979257583618;896000;1649633579.9983523
176;4.767422199249268;901120;1649633580.0552554
177;5.350953578948975;906240;1649633580.1118996
178;5.467038631439209;911360;1649633580.1694672
179;3.5225112438201904;916480;1649633580.2250962
180;3.8453736305236816;921600;1649633580.280381
181;2.8314995765686035;926720;1649633580.3366356
182;2.978846788406372;931840;1649633580.392649
183;3.038361072540283;936960;1649633580.447743
184;3.9553213119506836;942080;1649633580.5007248
185;3.3968751430511475;947200;1649633580.5556931
186;5.164443016052246;952320;1649633580.6121843
187;3.34894061088562;957440;1649633580.6666837
188;4.178350448608398;962560;1649633580.7239125
189;3.5534861087799072;967680;1649633580.7831652
190;7.1720805168151855;972800;1649633580.8387136
191;4.2519145011901855;977920;1649633580.895817
192;3.354421854019165;983040;1649633580.95167
193;2.4331319332122803;988160;1649633581.0072064
194;3.614466667175293;993280;1649633581.0637207
195;4.7795562744140625;998400;1649633581.1164012
196;3.9053122997283936;1003520;1649633581.1714573
197;4.439310073852539;1008640;1649633581.2277112
198;2.9935154914855957;1013760;1649633581.2834058
199;4.309864044189453;1018880;1649633581.3431444
200;3.595193862915039;1024000;1649633582.6058767
201;4.834117412567139;1029120;1649633582.6721525
202;3.2737698554992676;1034240;1649633582.7368355
203;5.621395111083984;1039360;1649633582.794378
204;4.316129207611084;1044480;1649633582.8513637
205;2.869880437850952;1049600;1649633582.9066274
206;2.9953770637512207;1054720;1649633582.9627852
207;2.9488768577575684;1059840;1649633583.0210898
208;3.314552068710327;1064960;1649633583.0782125
209;3.9823830127716064;1070080;1649633583.14016
210;3.0474042892456055;1075200;1649633583.2109354
211;5.319242477416992;1080320;1649633583.283331
212;2.6639397144317627;1085440;1649633583.3565693
213;2.8786025047302246;1090560;1649633583.4330244
214;2.984233856201172;1095680;1649633583.5093155
215;3.657193660736084;1100800;1649633583.5799718
216;3.6877307891845703;1105920;1649633583.6454902
217;3.5283968448638916;1111040;1649633583.7029922
218;3.135058641433716;1116160;1649633583.7675486
219;3.2698349952697754;1121280;1649633583.830882
220;2.852210283279419;1126400;1649633583.8987
