;update/loss/actor;Steps;Wall_Time
0;-1.6431409120559692;999;1647859624.4108493
1;-0.6864868998527527;1999;1647860387.795399
2;-0.3113863170146942;2999;1647861152.7279449
3;-0.11507129669189453;3999;1647861917.8121989
4;0.06811556220054626;4999;1647862682.967133
5;0.1828494518995285;5999;1647863449.3672361
6;0.2494811862707138;6999;1647864216.5443013
7;0.28401678800582886;7999;1647864984.834118
8;0.290788859128952;8999;1647865752.753852
9;0.2828045189380646;9999;1647866520.4665506
10;0.27935677766799927;10999;1647867281.3429697
11;0.26704972982406616;11999;1647868044.8791294
12;0.2604082524776459;12999;1647868812.8740313
13;0.248372882604599;13999;1647869578.1107821
14;0.23681849241256714;14999;1647870338.2564301
15;0.22487211227416992;15999;1647871097.1251993
16;0.21709220111370087;16999;1647871856.2648249
17;0.21208450198173523;17999;1647872623.9053478
18;0.2101844847202301;18999;1647873393.8322282
19;0.20066498219966888;19999;1647874166.361326
