;grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1647955636.36829
1;1.0;512000;1647955642.6964376
2;1.0;1024000;1647955649.5064943
3;1.0;1536000;1647955655.902325
4;1.0;2048000;1647955663.959608
5;1.0;2560000;1647955673.7217586
6;1.0;3072000;1647955684.018137
7;1.0;3584000;1647955694.2886403
8;1.0;4096000;1647955704.4452186
9;1.0;4608000;1647955714.7996414
10;1.0;5120000;1647955725.1797106
11;1.0;5632000;1647955735.427955
12;1.0;6144000;1647955745.7110403
13;1.0;6656000;1647955755.9687426
14;1.0;7168000;1647955766.1856802
15;1.0;7680000;1647955776.3588972
16;1.0;8192000;1647955786.542567
17;1.0;8704000;1647955796.797175
18;1.0;9216000;1647955807.076244
19;1.0;9728000;1647955817.2943416
20;1.0;10240000;1647955827.608985
21;1.0;10752000;1647955837.9692261
22;1.0;11264000;1647955848.222079
23;1.0;11776000;1647955858.5507717
24;1.0;12288000;1647955868.8310523
25;1.0;12800000;1647955879.093671
26;1.0;13312000;1647955889.3133466
27;1.0;13824000;1647955899.5388193
28;1.0;14336000;1647955909.9541745
29;1.0;14848000;1647955920.2757664
30;1.0;15360000;1647955930.6778483
31;1.0;15872000;1647955939.863052
32;1.0;16384000;1647955949.6831024
33;1.0;16896000;1647955959.9990356
34;1.0;17408000;1647955970.3426924
35;1.0;17920000;1647955980.6552598
36;1.0;18432000;1647955990.905795
37;1.0;18944000;1647956000.4295366
38;1.0;19456000;1647956010.2959933
39;1.0;19968000;1647956020.7927232
40;1.0;20480000;1647956031.0619698
41;1.0;20992000;1647956041.326835
42;1.0;21504000;1647956051.5489802
43;1.0;22016000;1647956061.75382
44;1.0;22528000;1647956071.971554
45;1.0;23040000;1647956082.2087023
46;1.0;23552000;1647956092.4634235
47;1.0;24064000;1647956102.6970408
48;1.0;24576000;1647956112.9538648
49;1.0;25088000;1647956123.1849437
50;1.0;25600000;1647956308.7592754
51;1.0;26112000;1647956319.0440204
52;1.0;26624000;1647956329.2985334
53;1.0;27136000;1647956339.6166606
54;1.0;27648000;1647956349.8506656
55;1.0;28160000;1647956360.109362
56;1.0;28672000;1647956370.3786802
57;1.0;29184000;1647956380.6256044
58;1.0;29696000;1647956390.913748
59;1.0;30208000;1647956401.1412003
60;1.0;30720000;1647956411.3995502
61;1.0;31232000;1647956421.6290946
62;1.0;31744000;1647956431.8754728
63;1.0;32256000;1647956442.095512
64;0.9219164848327637;32768000;1647956450.9629707
65;1.0;33280000;1647956461.3318982
66;1.0;33792000;1647956471.610564
67;1.0;34304000;1647956481.8974977
68;1.0;34816000;1647956492.137008
69;1.0;35328000;1647956502.380499
70;1.0;35840000;1647956511.0356214
71;1.0;36352000;1647956521.4561462
72;1.0;36864000;1647956531.6955073
73;1.0;37376000;1647956541.939222
74;1.0;37888000;1647956552.1920986
75;1.0;38400000;1647956562.5521998
76;1.0;38912000;1647956572.8616512
77;1.0;39424000;1647956583.124504
78;0.9105976223945618;39936000;1647956593.3677762
79;1.0;40448000;1647956603.5832767
80;1.0;40960000;1647956613.8277066
81;1.0;41472000;1647956624.0270586
82;1.0;41984000;1647956634.2918448
83;0.983773410320282;42496000;1647956644.453355
84;1.0;43008000;1647956654.6451452
85;1.0;43520000;1647956664.9471722
86;1.0;44032000;1647956675.1600597
87;1.0;44544000;1647956685.833807
88;1.0;45056000;1647956696.0697331
89;1.0;45568000;1647956704.7510161
90;1.0;46080000;1647956715.2355313
91;1.0;46592000;1647956725.5727775
92;1.0;47104000;1647956735.795799
93;1.0;47616000;1647956746.0236382
94;1.0;48128000;1647956756.268738
95;1.0;48640000;1647956766.5379405
96;1.0;49152000;1647956776.7844775
97;1.0;49664000;1647956787.5490315
98;1.0;50176000;1647956798.0188987
99;1.0;50688000;1647956808.2980492
100;1.0;51200000;1647956992.644387
101;0.9616883397102356;51712000;1647957003.2012646
102;1.0;52224000;1647957013.3554244
103;0.9776700735092163;52736000;1647957022.9090471
104;1.0;53248000;1647957033.1875114
105;1.0;53760000;1647957043.6725972
106;1.0;54272000;1647957053.9762971
107;1.0;54784000;1647957064.247692
108;1.0;55296000;1647957074.5081642
109;1.0;55808000;1647957084.8704271
110;1.0;56320000;1647957095.3642704
111;0.9272302985191345;56832000;1647957105.6560702
112;1.0;57344000;1647957115.9333494
113;1.0;57856000;1647957126.2202942
114;1.0;58368000;1647957136.651083
115;1.0;58880000;1647957146.9413936
116;1.0;59392000;1647957157.481239
117;1.0;59904000;1647957167.964163
118;0.9816124439239502;60416000;1647957178.2470455
119;1.0;60928000;1647957188.5050812
120;1.0;61440000;1647957198.7628257
121;1.0;61952000;1647957209.0109122
122;1.0;62464000;1647957218.6178548
123;1.0;62976000;1647957228.7157025
124;0.8929286003112793;63488000;1647957239.0520387
125;1.0;64000000;1647957249.4325683
126;1.0;64512000;1647957259.7835305
127;1.0;65024000;1647957270.0762887
128;1.0;65536000;1647957280.3471777
129;1.0;66048000;1647957290.6348226
130;1.0;66560000;1647957300.9726727
131;1.0;67072000;1647957311.5287635
132;0.9970661997795105;67584000;1647957321.8504124
133;0.9168370962142944;68096000;1647957332.200918
134;0.8734762072563171;68608000;1647957342.5726006
135;1.0;69120000;1647957352.9145308
136;1.0;69632000;1647957363.2132297
137;1.0;70144000;1647957373.7398849
138;0.8749326467514038;70656000;1647957384.0358558
139;1.0;71168000;1647957394.3184526
140;1.0;71680000;1647957404.5902987
141;1.0;72192000;1647957414.4516451
142;0.7966205477714539;72704000;1647957423.2265456
143;1.0;73216000;1647957433.507048
144;0.81717848777771;73728000;1647957443.790748
145;0.9624394774436951;74240000;1647957454.0710666
146;1.0;74752000;1647957464.3469388
147;1.0;75264000;1647957474.0803347
148;1.0;75776000;1647957483.828691
149;0.975904643535614;76288000;1647957494.2754974
150;0.8894729018211365;76800000;1647957682.388885
151;1.0;77312000;1647957692.7452483
152;0.7340478897094727;77824000;1647957703.0526774
153;0.7131088376045227;78336000;1647957713.7758644
154;0.9472556710243225;78848000;1647957724.5782025
155;0.8713929653167725;79360000;1647957734.1143222
156;0.8167421221733093;79872000;1647957744.4096806
157;1.0;80384000;1647957754.7298539
158;1.0;80896000;1647957765.0351887
159;1.0;81408000;1647957775.4775689
160;0.7569006085395813;81920000;1647957785.738941
161;1.0;82432000;1647957796.2883074
162;1.0;82944000;1647957806.6181655
163;0.8521804809570312;83456000;1647957816.8929856
164;1.0;83968000;1647957827.163593
165;1.0;84480000;1647957837.523265
166;1.0;84992000;1647957848.0422568
167;0.8237209320068359;85504000;1647957858.3973958
168;0.6468729376792908;86016000;1647957868.693864
169;0.924651026725769;86528000;1647957879.000792
170;0.7334983348846436;87040000;1647957889.2784898
171;0.6323726773262024;87552000;1647957899.5808227
172;0.8088127374649048;88064000;1647957909.8630161
173;0.8045046925544739;88576000;1647957920.1522765
174;0.8807573914527893;89088000;1647957930.424192
175;0.803123414516449;89600000;1647957940.6968033
176;1.0;90112000;1647957951.127159
177;1.0;90624000;1647957961.3967896
178;0.8930957317352295;91136000;1647957971.68301
179;0.9228342771530151;91648000;1647957981.958752
180;0.9984745979309082;92160000;1647957990.717985
181;0.9293983578681946;92672000;1647957999.663289
182;0.7891111373901367;93184000;1647958009.6743653
183;1.0;93696000;1647958019.953781
184;1.0;94208000;1647958030.2645962
185;1.0;94720000;1647958040.0806859
186;1.0;95232000;1647958049.6658201
187;0.849102258682251;95744000;1647958059.949189
188;1.0;96256000;1647958070.1957135
