;grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1647953884.5161526
1;1.0;512000;1647953906.4707332
2;1.0;1024000;1647953928.6018176
3;1.0;1536000;1647953950.7968516
4;1.0;2048000;1647953972.7343206
5;1.0;2560000;1647953980.91348
6;1.0;3072000;1647953985.4233155
7;1.0;3584000;1647953989.9292116
8;1.0;4096000;1647953994.5832489
9;1.0;4608000;1647953999.1357346
10;1.0;5120000;1647954003.6864345
11;1.0;5632000;1647954008.296514
12;1.0;6144000;1647954012.8887959
13;1.0;6656000;1647954017.4497461
14;1.0;7168000;1647954022.097446
15;1.0;7680000;1647954026.734149
16;1.0;8192000;1647954031.3880472
17;1.0;8704000;1647954035.9352374
18;1.0;9216000;1647954040.4443357
19;1.0;9728000;1647954044.8951113
20;1.0;10240000;1647954049.3418727
21;1.0;10752000;1647954053.9080338
22;1.0;11264000;1647954058.402268
23;1.0;11776000;1647954062.9572022
24;1.0;12288000;1647954067.4164343
25;1.0;12800000;1647954071.9408107
26;1.0;13312000;1647954076.484584
27;1.0;13824000;1647954080.9717093
28;1.0;14336000;1647954085.4707599
29;1.0;14848000;1647954089.9960287
30;1.0;15360000;1647954094.5324948
31;1.0;15872000;1647954099.0004928
32;1.0;16384000;1647954103.3583117
33;1.0;16896000;1647954107.804304
34;1.0;17408000;1647954112.049331
35;1.0;17920000;1647954116.6946692
36;1.0;18432000;1647954121.3098407
37;1.0;18944000;1647954132.403498
38;1.0;19456000;1647954151.4077194
