;grad_norm_clipped;Steps;Wall_Time
0;1.0;0;1647952430.5201719
1;1.0;512000;1647952435.2794406
2;1.0;1024000;1647952439.2190814
3;1.0;1536000;1647952443.1449497
4;1.0;2048000;1647952447.017044
5;1.0;2560000;1647952450.9075665
6;1.0;3072000;1647952454.7132516
7;1.0;3584000;1647952458.6047509
8;1.0;4096000;1647952462.4819317
9;1.0;4608000;1647952466.5669453
10;1.0;5120000;1647952470.6836672
11;1.0;5632000;1647952474.7909904
12;1.0;6144000;1647952478.979558
13;1.0;6656000;1647952483.1004684
14;1.0;7168000;1647952487.2045286
15;1.0;7680000;1647952491.3478048
16;1.0;8192000;1647952495.443196
17;1.0;8704000;1647952499.5937183
18;1.0;9216000;1647952503.6453295
19;1.0;9728000;1647952507.604551
20;1.0;10240000;1647952511.527187
21;1.0;10752000;1647952515.7333586
22;1.0;11264000;1647952520.1998527
23;1.0;11776000;1647952524.690633
24;1.0;12288000;1647952529.2730098
25;1.0;12800000;1647952533.6848378
26;1.0;13312000;1647952537.9834697
27;1.0;13824000;1647952542.4197364
28;1.0;14336000;1647952546.720688
29;1.0;14848000;1647952551.1131654
30;1.0;15360000;1647952554.5064166
31;1.0;15872000;1647952557.4346604
32;1.0;16384000;1647952560.283342
33;1.0;16896000;1647952563.0976102
34;1.0;17408000;1647952565.9685419
35;1.0;17920000;1647952568.9240088
36;1.0;18432000;1647952571.861848
37;1.0;18944000;1647952574.768171
38;1.0;19456000;1647952577.6023734
39;1.0;19968000;1647952580.4217253
40;1.0;20480000;1647952583.2127542
41;1.0;20992000;1647952586.05382
42;1.0;21504000;1647952588.9238398
43;1.0;22016000;1647952591.8736944
44;1.0;22528000;1647952594.7020283
45;1.0;23040000;1647952597.5755231
46;1.0;23552000;1647952600.539941
47;1.0;24064000;1647952603.4891953
48;1.0;24576000;1647952606.439595
49;1.0;25088000;1647952609.2967203
50;1.0;25600000;1647952618.7791011
51;1.0;26112000;1647952621.9389985
52;1.0;26624000;1647952625.0602546
53;1.0;27136000;1647952628.1302328
54;1.0;27648000;1647952631.120356
55;1.0;28160000;1647952634.1964555
56;1.0;28672000;1647952637.1970284
57;1.0;29184000;1647952640.142758
58;1.0;29696000;1647952643.1366465
59;1.0;30208000;1647952646.163445
60;1.0;30720000;1647952649.7373898
61;1.0;31232000;1647952653.2639194
62;1.0;31744000;1647952656.8395507
63;1.0;32256000;1647952660.35543
64;1.0;32768000;1647952663.9233255
65;1.0;33280000;1647952667.439955
66;1.0;33792000;1647952670.9860163
67;1.0;34304000;1647952674.5784516
68;1.0;34816000;1647952678.133075
69;1.0;35328000;1647952681.7204432
70;1.0;35840000;1647952685.359946
