;update/loss/vf;Steps;Wall_Time
0;1.3673323392868042;999;1650785432.2190573
1;1.166414499282837;1999;1650786828.5510814
2;0.9632669687271118;2999;1650788221.2533371
3;1.2316458225250244;3999;1650789609.9999223
4;0.6681743264198303;4999;1650791006.0596635
5;1.1987922191619873;5999;1650792395.2083704
6;1.0843164920806885;6999;1650793780.2164931
7;0.9334428310394287;7999;1650795173.0639277
8;0.7952890396118164;8999;1650796563.69627
9;1.1373873949050903;9999;1650797951.5316682
10;0.7825781106948853;10999;1650799350.9118602
11;1.152238368988037;11999;1650800741.5308096
12;1.2581543922424316;12999;1650802134.3399436
13;1.2042542695999146;13999;1650803564.2688148
14;0.9861519932746887;14999;1650804954.1700659
15;0.8594827055931091;15999;1650806343.049608
16;0.9326295852661133;16999;1650807736.5525477
17;0.8212977647781372;17999;1650809183.0462322
18;0.900478184223175;18999;1650810584.4375641
19;0.7415364980697632;19999;1650811975.468021
20;0.7986131906509399;20999;1650813381.940431
21;0.7001397013664246;21999;1650814767.2421339
22;0.8067882061004639;22999;1650816156.7836137
23;0.8113099932670593;23999;1650817548.661111
24;0.7557022571563721;24999;1650818934.6732051
25;0.7982866168022156;25999;1650820320.691336
26;0.7203606367111206;26999;1650821715.4626102
27;0.8276650309562683;27999;1650823106.5907464
28;0.7006726264953613;28999;1650824615.325078
29;0.6855252981185913;29999;1650826009.2082498
