;update/loss/vf;Steps;Wall_Time
0;0.16482536494731903;999;1649195987.0174596
1;0.08357720077037811;1999;1649197520.9651892
2;0.14962321519851685;2999;1649198992.0621238
3;0.07173039019107819;3999;1649200341.1928785
4;0.061983879655599594;4999;1649201685.3859055
5;0.05194927752017975;5999;1649203026.8039434
6;0.06315629929304123;6999;1649204368.960325
7;0.052835267037153244;7999;1649205711.9294486
8;0.05298031494021416;8999;1649207055.2592156
9;0.050133734941482544;9999;1649208397.8718905
10;0.048901528120040894;10999;1649209741.6714947
11;0.04675061255693436;11999;1649211093.4770932
12;0.047436006367206573;12999;1649212443.7461157
13;0.047740258276462555;13999;1649213793.943083
14;0.05015288665890694;14999;1649215151.2825649
15;0.04880664870142937;15999;1649216538.4189532
16;0.05107161030173302;16999;1649217886.2264078
17;0.04421676695346832;17999;1649219236.7241225
18;0.047759316861629486;18999;1649220586.7241046
19;0.04671509563922882;19999;1649221929.3147821
20;0.04381457716226578;20999;1649223274.0243664
21;0.04259288311004639;21999;1649224621.745735
22;0.045014046132564545;22999;1649226027.0846462
23;0.044839419424533844;23999;1649227380.0128422
24;0.04484594613313675;24999;1649228728.4307432
25;0.0447029247879982;25999;1649230074.5900097
26;0.044456951320171356;26999;1649231423.5841045
27;0.04311584308743477;27999;1649232766.205334
28;0.04172592610120773;28999;1649234112.6128738
29;0.04076611250638962;29999;1649235460.0337265
