;update/loss/vf;Steps;Wall_Time
0;0.32273247838020325;999;1650823027.3758695
1;0.17532438039779663;1999;1650824412.5067637
2;0.15384961664676666;2999;1650825799.3335774
3;0.15841002762317657;3999;1650827205.3004985
4;0.10035292059183121;4999;1650828612.8002493
5;0.09722862392663956;5999;1650830036.7983968
6;0.07796994596719742;6999;1650831426.8214355
7;0.07786821573972702;7999;1650832813.3636193
8;0.08796432614326477;8999;1650834196.542948
9;0.07765999436378479;9999;1650835598.6529567
10;0.07825063169002533;10999;1650836980.0708468
11;0.08178304135799408;11999;1650838421.9092307
12;0.07153913378715515;12999;1650839806.0878468
13;0.06044642999768257;13999;1650841205.199514
14;0.06920423358678818;14999;1650842612.8613677
15;0.0557488352060318;15999;1650843993.347793
16;0.0926087275147438;16999;1650845376.7824893
17;0.10059504956007004;17999;1650846757.7723734
18;0.06411195546388626;18999;1650848140.5536456
19;0.06430269032716751;19999;1650849527.5835402
20;0.07564793527126312;20999;1650850931.7502363
21;0.07809700816869736;21999;1650852356.5993226
22;0.059031061828136444;22999;1650853742.44911
23;0.06195051968097687;23999;1650855130.1433647
24;0.05900983512401581;24999;1650856515.465012
25;0.05946159362792969;25999;1650857898.2921793
26;0.07522565126419067;26999;1650859341.842682
27;0.05462699756026268;27999;1650860723.7692106
28;0.07252975553274155;28999;1650862106.847995
29;0.06548362970352173;29999;1650863542.9296675
