;update/loss/vf;Steps;Wall_Time
0;2.937993049621582;999;1650785133.7297046
1;1.091334581375122;1999;1650786499.0969532
2;0.9552313089370728;2999;1650787861.8050094
3;0.9327695369720459;3999;1650789226.0859668
4;0.6169461011886597;4999;1650790595.409265
5;1.0688717365264893;5999;1650791963.4499588
6;1.0318034887313843;6999;1650793326.3925717
7;1.0632717609405518;7999;1650794695.288122
8;0.9415382146835327;8999;1650796061.6439025
9;0.9406346082687378;9999;1650797427.0935357
10;0.9447749257087708;10999;1650798791.9905224
11;1.039555311203003;11999;1650800156.7591896
12;0.9785138964653015;12999;1650801522.0988283
13;0.8040000200271606;13999;1650802888.5972943
14;0.7539517283439636;14999;1650804253.828678
15;0.9816041588783264;15999;1650805617.840191
16;1.0734331607818604;16999;1650806985.0559146
17;0.876625120639801;17999;1650808351.2708063
18;0.7031198143959045;18999;1650809715.8655958
19;0.6925376653671265;19999;1650811087.4344625
20;0.817562460899353;20999;1650812454.1314552
21;0.9299649000167847;21999;1650813820.5524368
22;0.7359462976455688;22999;1650815188.1667442
23;0.7755303382873535;23999;1650816553.914227
24;1.1684578657150269;24999;1650817920.4166796
25;0.9767037630081177;25999;1650819286.1240387
26;1.1239581108093262;26999;1650820657.0235386
27;0.9615492820739746;27999;1650822021.6829991
28;0.7715073227882385;28999;1650823393.0122411
29;0.9627291560173035;29999;1650824756.1996295
