;update/loss/vf;Steps;Wall_Time
0;25.203990936279297;999;1648152466.753847
1;21.30207633972168;1999;1648154408.8438325
2;17.522319793701172;2999;1648156353.3379297
3;14.521613121032715;3999;1648158296.4832268
4;12.324901580810547;4999;1648160238.3471007
5;11.223200798034668;5999;1648162181.7746575
6;10.034460067749023;6999;1648164124.694719
7;9.381096839904785;7999;1648166073.4669921
8;9.064515113830566;8999;1648168025.1796985
9;8.867180824279785;9999;1648169979.844848
10;8.724733352661133;10999;1648171927.5407956
11;8.558637619018555;11999;1648173898.4783409
12;8.393773078918457;12999;1648175921.3702788
13;8.41314697265625;13999;1648177902.555123
14;8.444961547851562;14999;1648179846.945073
15;8.354001998901367;15999;1648181790.2673223
16;8.349864959716797;16999;1648183744.4427843
17;8.316425323486328;17999;1648185694.4790964
18;8.279287338256836;18999;1648187651.4658122
19;8.295133590698242;19999;1648189601.7779574
20;8.278827667236328;20999;1648191553.9902816
21;8.355520248413086;21999;1648193501.3767064
22;8.142465591430664;22999;1648195447.274046
23;8.248235702514648;23999;1648197388.416895
24;8.34164047241211;24999;1648199340.639495
25;8.275726318359375;25999;1648201315.3265164
26;8.337448120117188;26999;1648203280.8374684
27;8.26426887512207;27999;1648205244.033623
28;8.268572807312012;28999;1648207199.7453554
29;8.28943157196045;29999;1648209167.9563236
30;8.315153121948242;30999;1648211122.3266182
31;8.306074142456055;31999;1648213076.3427272
32;8.32873249053955;32999;1648215031.2010148
33;8.359973907470703;33999;1648216985.1140425
34;8.352813720703125;34999;1648218938.4616752
35;8.26325798034668;35999;1648220892.9217854
36;8.227778434753418;36999;1648222847.5148864
37;8.243197441101074;37999;1648224807.638451
38;8.222137451171875;38999;1648226762.6346633
39;8.283397674560547;39999;1648228713.872788
40;8.211484909057617;40999;1648230663.5231667
41;8.434370040893555;41999;1648232618.1081069
42;8.368584632873535;42999;1648234577.167428
43;8.291359901428223;43999;1648236532.1263225
44;8.289522171020508;44999;1648238482.6960094
45;8.344796180725098;45999;1648240434.9320126
46;8.3914794921875;46999;1648242390.1669755
47;8.297377586364746;47999;1648244343.4084675
48;8.23342514038086;48999;1648246292.0366473
49;8.487092018127441;49999;1648248032.2745042
