;test/length_std;Steps;Wall_Time
0;0.0;0;1651223032.6801453
1;0.0;64000;1651223135.505993
2;0.0;128000;1651223238.2246556
3;0.0;192000;1651223340.9391317
4;0.0;256000;1651223441.6869812
5;0.0;320000;1651223545.2404027
6;0.0;384000;1651223649.5324676
7;0.0;448000;1651223751.890613
8;0.0;512000;1651223854.8823817
9;0.0;576000;1651223958.2748752
10;0.0;640000;1651224061.2059164
11;0.0;704000;1651224164.372504
12;0.0;768000;1651224267.7876937
13;0.0;832000;1651224370.8817554
14;0.0;896000;1651224475.5692484
15;0.0;960000;1651224581.4830472
16;0.0;1024000;1651224683.5221245
17;0.0;1088000;1651224785.207176
18;0.0;1152000;1651224888.0001354
19;0.0;1216000;1651224991.8438404
20;0.0;1280000;1651225096.013423
21;0.0;1344000;1651225199.4054062
22;0.0;1408000;1651225300.7025814
23;0.0;1472000;1651225403.7572527
24;0.0;1536000;1651225507.6342788
25;0.0;1600000;1651225613.0471442
26;0.0;1664000;1651225715.2361991
27;0.0;1728000;1651225816.2123075
28;0.0;1792000;1651225918.5095437
29;0.0;1856000;1651226020.7962549
30;0.0;1920000;1651226124.082151
31;0.0;1984000;1651226227.2291038
32;0.0;2048000;1651226330.7646046
33;0.0;2112000;1651226433.85431
34;0.0;2176000;1651226536.7008493
35;0.0;2240000;1651226640.1606708
36;0.0;2304000;1651226743.2754474
37;0.0;2368000;1651226843.8955538
