;test/length_std;Steps;Wall_Time
0;0.0;0;1651251080.2840137
1;0.0;51200;1651251103.2430089
2;0.0;102400;1651251125.334331
3;0.0;153600;1651251146.7895012
4;0.0;204800;1651251168.5687985
5;0.0;256000;1651251189.9949636
6;0.0;307200;1651251211.4625244
7;0.0;358400;1651251232.5227973
8;0.0;409600;1651251253.6550493
9;0.0;460800;1651251275.1537771
10;0.0;512000;1651251296.2896583
11;0.0;563200;1651251317.955672
12;0.0;614400;1651251339.4052906
13;0.0;665600;1651251361.3551033
14;0.0;716800;1651251382.6718109
15;0.0;768000;1651251404.079718
16;0.0;819200;1651251425.3014674
17;0.0;870400;1651251446.3708582
18;0.0;921600;1651251468.1001208
19;0.0;972800;1651251489.7002928
20;0.0;1024000;1651251511.71548
21;0.0;1075200;1651251532.7844567
22;0.0;1126400;1651251554.0174713
23;0.0;1177600;1651251574.8717737
24;0.0;1228800;1651251595.7466004
25;0.0;1280000;1651251616.913662
26;0.0;1331200;1651251638.1751018
27;0.0;1382400;1651251659.331814
28;0.0;1433600;1651251680.6220183
29;0.0;1484800;1651251702.1940296
30;0.0;1536000;1651251723.8020592
31;0.0;1587200;1651251744.976464
32;0.0;1638400;1651251766.9937453
33;0.0;1689600;1651251788.597413
34;0.0;1740800;1651251810.0467074
35;0.0;1792000;1651251831.4199479
36;0.0;1843200;1651251853.959708
37;0.0;1894400;1651251876.1392884
38;0.0;1945600;1651251898.253613
