;test/length_std;Steps;Wall_Time
0;0.0;0;1650777492.1328533
1;0.0;256000;1650777617.1183312
2;0.0;512000;1650777742.8043396
3;0.0;768000;1650777868.5656035
4;0.0;1024000;1650777993.9883552
5;0.0;1280000;1650778118.8670378
6;0.0;1536000;1650778243.8083513
7;0.0;1792000;1650778368.625737
8;0.0;2048000;1650778493.62984
9;0.0;2304000;1650778618.6216578
10;0.0;2560000;1650778743.4104366
11;0.0;2816000;1650778868.5366194
12;0.0;3072000;1650778993.2216954
13;0.0;3328000;1650779118.6480658
14;0.0;3584000;1650779244.400382
15;0.0;3840000;1650779370.075783
16;0.0;4096000;1650779495.6988044
17;0.0;4352000;1650779621.4619951
18;0.0;4608000;1650779747.245128
19;0.0;4864000;1650779873.0354526
20;0.0;5120000;1650779998.5776663
21;0.0;5376000;1650780123.8881311
22;0.0;5632000;1650780249.053124
23;0.0;5888000;1650780373.9752314
24;0.0;6144000;1650780499.2031376
25;0.0;6400000;1650780624.8404129
26;0.0;6656000;1650780750.244612
27;0.0;6912000;1650780876.0450609
28;0.0;7168000;1650781001.7907336
29;0.0;7424000;1650781126.8356493
30;0.0;7680000;1650781251.8217702
31;0.0;7936000;1650781376.5718
32;0.0;8192000;1650781501.6232667
33;0.0;8448000;1650781626.8835068
34;0.0;8704000;1650781752.0918162
35;0.0;8960000;1650781877.2270596
36;0.0;9216000;1650782002.3015873
37;0.0;9472000;1650782127.399605
38;0.0;9728000;1650782252.4037867
39;0.0;9984000;1650782377.6029844
40;0.0;10240000;1650782502.7588153
41;0.0;10496000;1650782627.7139285
42;0.0;10752000;1650782752.7435234
43;0.0;11008000;1650782878.5468261
44;0.0;11264000;1650783004.37623
45;0.0;11520000;1650783130.215098
46;0.0;11776000;1650783255.774098
47;0.0;12032000;1650783381.3778799
48;0.0;12288000;1650783506.869455
49;0.0;12544000;1650783632.0030048
50;0.0;12800000;1650783757.2202928
