;test/length_std;Steps;Wall_Time
0;0.0;0;1649555465.8137906
1;0.0;256000;1649555565.2329721
2;0.0;512000;1649555664.6556988
3;0.0;768000;1649555778.6555452
4;0.0;1024000;1649555892.877059
5;0.0;1280000;1649556006.6766746
6;0.0;1536000;1649556120.2904484
7;0.0;1792000;1649556233.9401703
8;0.0;2048000;1649556347.5967672
9;0.0;2304000;1649556461.1143248
10;0.0;2560000;1649556574.6359375
11;0.0;2816000;1649556688.1785514
12;0.0;3072000;1649556801.9313033
13;0.0;3328000;1649556915.6054568
14;0.0;3584000;1649557029.2649508
15;0.0;3840000;1649557131.3821807
16;0.0;4096000;1649557229.4707127
17;0.0;4352000;1649557327.4617586
18;0.0;4608000;1649557425.471034
19;0.0;4864000;1649557523.4112566
20;0.0;5120000;1649557621.4594123
21;0.0;5376000;1649557719.4785304
22;0.0;5632000;1649557817.4604185
23;0.0;5888000;1649557915.5516698
24;0.0;6144000;1649558013.5533438
25;0.0;6400000;1649558111.6683927
26;0.0;6656000;1649558210.317611
27;0.0;6912000;1649558309.3944523
28;0.0;7168000;1649558408.546438
29;0.0;7424000;1649558507.6944559
30;0.0;7680000;1649558606.7757638
31;0.0;7936000;1649558705.9149692
32;0.0;8192000;1649558805.01538
33;0.0;8448000;1649558904.460738
34;0.0;8704000;1649559004.0094283
35;0.0;8960000;1649559103.3718567
36;0.0;9216000;1649559203.0032074
37;0.0;9472000;1649559302.601469
38;0.0;9728000;1649559402.233807
39;0.0;9984000;1649559501.7507958
40;0.0;10240000;1649559601.2825732
41;0.0;10496000;1649559700.1390803
42;0.0;10752000;1649559798.5395503
43;0.0;11008000;1649559897.216073
44;0.0;11264000;1649559995.530005
45;0.0;11520000;1649560093.7465434
46;0.0;11776000;1649560192.0023184
47;0.0;12032000;1649560290.293424
48;0.0;12288000;1649560403.1559668
49;0.0;12544000;1649560516.960789
50;0.0;12800000;1649560625.2874274
