;test/length_std;Steps;Wall_Time
0;0.0;0;1651184902.5255675
1;0.0;64000;1651185078.389498
2;0.0;128000;1651185262.2324114
3;0.0;192000;1651185445.8120825
4;0.0;256000;1651185629.8570526
5;0.0;320000;1651185813.7650156
6;0.0;384000;1651185997.5282426
7;0.0;448000;1651186179.6396382
8;0.0;512000;1651186365.0237684
9;0.0;576000;1651186548.7907197
10;0.0;640000;1651186729.3210063
11;0.0;704000;1651186910.0078676
12;0.0;768000;1651187090.5665596
13;0.0;832000;1651187271.5306473
14;0.0;896000;1651187454.3981113
