;test/length_std;Steps;Wall_Time
0;0.0;0;1651065758.8194828
1;0.0;256000;1651065856.0979805
2;0.0;512000;1651065953.0988252
3;0.0;768000;1651066049.7434468
4;0.0;1024000;1651066146.5372999
5;0.0;1280000;1651066243.022503
6;0.0;1536000;1651066339.3060997
7;0.0;1792000;1651066435.0999973
8;0.0;2048000;1651066531.5864797
9;0.0;2304000;1651066628.0096502
10;0.0;2560000;1651066724.8762822
11;0.0;2816000;1651066821.1426706
12;0.0;3072000;1651066917.6451225
13;0.0;3328000;1651067013.6995537
14;0.0;3584000;1651067109.9059734
15;0.0;3840000;1651067206.4145567
16;0.0;4096000;1651067302.711388
17;0.0;4352000;1651067398.6661284
18;0.0;4608000;1651067494.6881104
19;0.0;4864000;1651067590.7452729
20;0.0;5120000;1651067686.6758063
21;0.0;5376000;1651067782.6697896
22;0.0;5632000;1651067878.823692
23;0.0;5888000;1651067975.3680162
24;0.0;6144000;1651068072.0263777
25;0.0;6400000;1651068168.3726878
26;0.0;6656000;1651068264.767114
27;0.0;6912000;1651068361.3189807
28;0.0;7168000;1651068457.725909
29;0.0;7424000;1651068554.0222578
30;0.0;7680000;1651068650.3500152
31;0.0;7936000;1651068746.6880894
32;0.0;8192000;1651068842.982473
33;0.0;8448000;1651068939.314848
34;0.0;8704000;1651069035.1583214
35;0.0;8960000;1651069131.2805321
36;0.0;9216000;1651069227.3092437
37;0.0;9472000;1651069323.1464872
38;0.0;9728000;1651069419.0311122
39;0.0;9984000;1651069515.3297207
40;0.0;10240000;1651069611.511478
41;0.0;10496000;1651069708.2642152
42;0.0;10752000;1651069804.9575796
43;0.0;11008000;1651069901.3645978
44;0.0;11264000;1651069997.5561981
45;0.0;11520000;1651070093.7843037
46;0.0;11776000;1651070189.729064
47;0.0;12032000;1651070285.6238267
48;0.0;12288000;1651070381.7266734
49;0.0;12544000;1651070477.733614
50;0.0;12800000;1651070573.992221
