;test/length_std;Steps;Wall_Time
0;0.0;0;1651223108.3680086
1;0.0;64000;1651223211.246689
2;0.0;128000;1651223314.25709
3;0.0;192000;1651223416.9662192
4;0.0;256000;1651223520.1047153
5;0.0;320000;1651223623.2892826
6;0.0;384000;1651223726.8397405
7;0.0;448000;1651223831.5787203
8;0.0;512000;1651223939.5691164
9;0.0;576000;1651224045.7793093
10;0.0;640000;1651224148.8921301
11;0.0;704000;1651224251.8480341
12;0.0;768000;1651224354.847609
13;0.0;832000;1651224458.4135742
14;0.0;896000;1651224561.5940056
15;0.0;960000;1651224664.649076
16;0.0;1024000;1651224767.6061568
17;0.0;1088000;1651224870.902684
18;0.0;1152000;1651224973.99585
19;0.0;1216000;1651225076.3263693
20;0.0;1280000;1651225179.8291543
21;0.0;1344000;1651225283.1794949
22;0.0;1408000;1651225386.1672974
23;0.0;1472000;1651225488.707064
24;0.0;1536000;1651225591.7828684
25;0.0;1600000;1651225694.8617563
26;0.0;1664000;1651225798.2454338
27;0.0;1728000;1651225901.8175492
28;0.0;1792000;1651226005.1735778
29;0.0;1856000;1651226108.315134
30;0.0;1920000;1651226212.6281123
31;0.0;1984000;1651226320.3581738
32;0.0;2048000;1651226423.3629124
33;0.0;2112000;1651226526.4279726
34;0.0;2176000;1651226629.7269335
35;0.0;2240000;1651226732.8281634
36;0.0;2304000;1651226839.0864825
37;0.0;2368000;1651226941.8317163
38;0.0;2432000;1651227045.712533
39;0.0;2496000;1651227150.7026813
40;0.0;2560000;1651227253.7558203
41;0.0;2624000;1651227356.8102748
42;0.0;2688000;1651227460.0687912
43;0.0;2752000;1651227562.7711985
44;0.0;2816000;1651227665.6316156
45;0.0;2880000;1651227768.910549
46;0.0;2944000;1651227871.9933794
47;0.0;3008000;1651227975.0399547
48;0.0;3072000;1651228077.5776544
49;0.0;3136000;1651228181.2043116
50;0.0;3200000;1651228284.580359
51;0.0;3264000;1651228387.1577227
52;0.0;3328000;1651228490.138708
53;0.0;3392000;1651228592.2289753
54;0.0;3456000;1651228694.7784545
55;0.0;3520000;1651228797.5586443
56;0.0;3584000;1651228900.8870156
57;0.0;3648000;1651229003.3908796
58;0.0;3712000;1651229106.221392
59;0.0;3776000;1651229208.9865487
60;0.0;3840000;1651229312.5869768
61;0.0;3904000;1651229415.8760264
62;0.0;3968000;1651229518.8873618
63;0.0;4032000;1651229621.7296164
64;0.0;4096000;1651229725.0181856
65;0.0;4160000;1651229828.6771169
66;0.0;4224000;1651229931.8708546
67;0.0;4288000;1651230034.864485
68;0.0;4352000;1651230137.7280052
69;0.0;4416000;1651230240.3432627
70;0.0;4480000;1651230343.23739
71;0.0;4544000;1651230446.3076167
72;0.0;4608000;1651230549.3353593
73;0.0;4672000;1651230652.4716678
74;0.0;4736000;1651230755.748631
75;0.0;4800000;1651230859.2505202
76;0.0;4864000;1651230963.113632
77;0.0;4928000;1651231068.0797932
78;0.0;4992000;1651231171.4342556
79;0.0;5056000;1651231274.6704714
80;0.0;5120000;1651231378.0190852
81;0.0;5184000;1651231481.1116223
82;0.0;5248000;1651231584.69734
83;0.0;5312000;1651231687.4967678
84;0.0;5376000;1651231790.6935942
85;0.0;5440000;1651231894.45878
86;0.0;5504000;1651231997.41147
87;0.0;5568000;1651232099.069182
88;0.0;5632000;1651232202.4084897
89;0.0;5696000;1651232305.6921651
90;0.0;5760000;1651232408.6024387
91;0.0;5824000;1651232511.8247066
92;0.0;5888000;1651232615.4539466
93;0.0;5952000;1651232718.9350576
94;0.0;6016000;1651232822.11511
95;0.0;6080000;1651232925.552268
96;0.0;6144000;1651233028.571949
97;0.0;6208000;1651233131.9760494
98;0.0;6272000;1651233235.448272
99;0.0;6336000;1651233338.9666774
100;0.0;6400000;1651233441.29213
101;0.0;6464000;1651233541.07729
102;0.0;6528000;1651233642.9278336
103;0.0;6592000;1651233746.2297847
104;0.0;6656000;1651233849.7652152
105;0.0;6720000;1651233952.060809
106;0.0;6784000;1651234055.9370265
107;0.0;6848000;1651234159.5044088
108;0.0;6912000;1651234263.0320475
109;0.0;6976000;1651234366.04593
110;0.0;7040000;1651234468.8860953
111;0.0;7104000;1651234572.0220277
112;0.0;7168000;1651234675.1014347
113;0.0;7232000;1651234777.880011
114;0.0;7296000;1651234880.684983
115;0.0;7360000;1651234984.115828
116;0.0;7424000;1651235087.758209
117;0.0;7488000;1651235191.140062
118;0.0;7552000;1651235296.120077
119;0.0;7616000;1651235400.8532994
120;0.0;7680000;1651235503.6333165
121;0.0;7744000;1651235606.4295912
122;0.0;7808000;1651235709.164231
123;0.0;7872000;1651235812.1573477
124;0.0;7936000;1651235915.3419144
125;0.0;8000000;1651236018.3280747
126;0.0;8064000;1651236121.6030188
127;0.0;8128000;1651236226.638487
128;0.0;8192000;1651236331.48759
129;0.0;8256000;1651236433.8413851
130;0.0;8320000;1651236536.9754484
131;0.0;8384000;1651236639.5953872
132;0.0;8448000;1651236742.8049326
133;0.0;8512000;1651236846.1661644
134;0.0;8576000;1651236949.1213973
135;0.0;8640000;1651237051.9746528
136;0.0;8704000;1651237154.427934
137;0.0;8768000;1651237258.0169554
138;0.0;8832000;1651237361.125266
139;0.0;8896000;1651237464.1694043
140;0.0;8960000;1651237567.3562815
141;0.0;9024000;1651237670.86085
142;0.0;9088000;1651237773.8365834
143;0.0;9152000;1651237876.5349164
144;0.0;9216000;1651237979.4673612
145;0.0;9280000;1651238082.3444436
146;0.0;9344000;1651238186.3153238
147;0.0;9408000;1651238289.538779
148;0.0;9472000;1651238392.3687172
149;0.0;9536000;1651238495.193629
150;0.0;9600000;1651238598.9061863
151;0.0;9664000;1651238705.4971995
152;0.0;9728000;1651238809.1133122
153;0.0;9792000;1651238910.9931917
154;0.0;9856000;1651239012.9468708
155;0.0;9920000;1651239115.4098835
156;0.0;9984000;1651239217.4925468
157;0.0;10048000;1651239319.5730023
158;0.0;10112000;1651239422.6133094
159;0.0;10176000;1651239526.566718
160;0.0;10240000;1651239629.8176491
161;0.0;10304000;1651239733.0982518
162;0.0;10368000;1651239836.0973682
163;0.0;10432000;1651239939.520857
164;0.0;10496000;1651240042.1101897
165;0.0;10560000;1651240085.8182423
166;0.0;10624000;1651240125.1252477
167;0.0;10688000;1651240164.4907913
168;0.0;10752000;1651240203.8776464
169;0.0;10816000;1651240243.2138875
170;0.0;10880000;1651240282.4935343
171;0.0;10944000;1651240321.5942748
172;0.0;11008000;1651240360.7561886
173;0.0;11072000;1651240400.0868878
174;0.0;11136000;1651240443.7776048
175;0.0;11200000;1651240482.7635555
176;0.0;11264000;1651240522.010251
177;0.0;11328000;1651240562.052927
178;0.0;11392000;1651240602.7621982
179;0.0;11456000;1651240642.0184002
180;0.0;11520000;1651240681.059527
181;0.0;11584000;1651240720.3019323
182;0.0;11648000;1651240756.777131
183;0.0;11712000;1651240791.8597581
184;0.0;11776000;1651240827.1078267
185;0.0;11840000;1651240862.1567276
186;0.0;11904000;1651240901.0209684
187;0.0;11968000;1651240940.2015738
188;0.0;12032000;1651240979.547341
189;0.0;12096000;1651241018.7570794
190;0.0;12160000;1651241057.9359493
191;0.0;12224000;1651241097.2842307
192;0.0;12288000;1651241136.4625876
193;0.0;12352000;1651241175.7487662
194;0.0;12416000;1651241215.0656
195;0.0;12480000;1651241254.3984432
196;0.0;12544000;1651241293.7946334
197;0.0;12608000;1651241333.1618724
198;0.0;12672000;1651241372.469287
199;0.0;12736000;1651241411.8014774
200;0.0;12800000;1651241451.1272895
