;learnrate_pg0;Steps;Wall_Time
0;9.999999747378752e-05;0;1649622706.0972152
1;9.500000305706635e-05;100;1649622712.5100272
2;9.025000326801091e-05;200;1649622718.5226321
3;8.573749801144004e-05;300;1649622725.6746542
4;8.14506274764426e-05;400;1649622731.7067962
5;7.737809210084379e-05;500;1649622738.1706033
6;7.350918895099312e-05;600;1649622745.0624
7;6.983373168623075e-05;700;1649622750.9866557
8;6.634204328292981e-05;800;1649622756.7384996
9;6.30249414825812e-05;900;1649622763.4706793
10;5.98736951360479e-05;1000;1649622769.7394524
11;5.688000965164974e-05;1100;1649622775.708658
12;5.4036008805269375e-05;1200;1649622781.5515378
13;5.133420927450061e-05;1300;1649622787.5109577
14;4.876749881077558e-05;1400;1649622793.9075067
15;4.6329121687449515e-05;1500;1649622798.4956324
16;4.401266778586432e-05;1600;1649622803.1106877
17;4.1812032577581704e-05;1700;1649622809.5625396
18;3.972143167629838e-05;1800;1649622816.3749168
19;3.773536082007922e-05;1900;1649622822.6262054
20;3.584859223337844e-05;2000;1649622828.7984843
21;3.405616371310316e-05;2100;1649622834.9649246
22;3.235335316276178e-05;2200;1649622841.166009
23;3.073568586842157e-05;2300;1649622847.2439926
24;2.919890175689943e-05;2400;1649622853.419911
25;2.773895721475128e-05;2500;1649622860.002683
26;2.6352008717367426e-05;2600;1649622866.9872549
27;2.5034409190993756e-05;2700;1649622873.02344
28;2.3782688003848307e-05;2800;1649622879.5180426
29;2.2593554604100063e-05;2900;1649622885.4793465
30;2.146387669199612e-05;3000;1649622890.1109645
31;2.0390682038851082e-05;3100;1649622896.398814
32;1.9371147573110647e-05;3200;1649622902.668296
33;1.8402590285404585e-05;3300;1649622909.1586683
34;1.7482461771578528e-05;3400;1649622915.1828587
35;1.6608339137746952e-05;3500;1649622921.660702
36;1.5777921362314373e-05;3600;1649622927.7845485
37;1.4989025657996535e-05;3700;1649622933.7903805
38;1.4239573829399887e-05;3800;1649622939.6349401
39;1.3527595001505688e-05;3900;1649622945.791479
40;1.2851215615228284e-05;4000;1649622952.505406
41;1.2208654879941605e-05;4100;1649622958.638378
42;1.1598222044995055e-05;4200;1649622965.1457248
43;1.1018310942745302e-05;4300;1649622972.0148482
44;1.0467395441082772e-05;4400;1649622978.5635912
45;9.944025805452839e-06;4500;1649622984.6401017
46;9.446824151382316e-06;4600;1649622990.7782032
47;8.974483534984756e-06;4700;1649622996.8882737
48;8.525758858013432e-06;4800;1649623003.1785085
49;8.099471415334847e-06;4900;1649623007.66313
50;7.69449798099231e-06;5000;1649623013.5505707
51;7.309772627195343e-06;5100;1649623019.9208806
52;6.944283995835576e-06;5200;1649623026.2659607
53;6.5970698415185325e-06;5300;1649623032.56318
54;6.26721612206893e-06;5400;1649623039.3784606
55;5.9538556342886295e-06;5500;1649623045.4186587
56;5.65616255698842e-06;5600;1649623051.2241685
57;5.373354724724777e-06;5700;1649623057.123006
58;5.104686806589598e-06;5800;1649623063.06159
59;4.849452579946956e-06;5900;1649623069.7496688
60;4.60697992821224e-06;6000;1649623075.3690245
61;4.376630840852158e-06;6100;1649623079.6811235
62;4.1577991396479774e-06;6200;1649623086.4115095
63;3.949909569200827e-06;6300;1649623093.2512996
64;3.7524139315792127e-06;6400;1649623100.2201426
65;3.564793132682098e-06;6500;1649623106.4843404
66;3.386553544260096e-06;6600;1649623112.534493
67;3.217225867047091e-06;6700;1649623118.7999914
68;3.0563646760128904e-06;6800;1649623124.7353706
69;2.9035463740001433e-06;6900;1649623130.735778
70;2.758368964350666e-06;7000;1649623136.692486
71;2.620450686663389e-06;7100;1649623142.8112962
72;2.4894279704312794e-06;7200;1649623149.167212
73;2.3649565719097154e-06;7300;1649623155.5463586
74;2.2467088456323836e-06;7400;1649623161.5135033
75;2.1343732896639267e-06;7500;1649623168.2478135
76;2.0276547729736194e-06;7600;1649623175.1437728
77;1.9262720343249384e-06;7700;1649623181.8092763
78;1.8299583643965889e-06;7800;1649623189.6477098
79;1.738460468914127e-06;7900;1649623196.5749788
80;1.6515374454684206e-06;8000;1649623202.814899
81;1.568960556141974e-06;8100;1649623209.618961
82;1.490512545387901e-06;8200;1649623215.8732858
83;1.415986957908899e-06;8300;1649623222.1509523
84;1.345187570223061e-06;8400;1649623228.8415594
85;1.2779281632901984e-06;8500;1649623235.1101658
86;1.214031726703979e-06;8600;1649623241.6779306
87;1.1533302313182503e-06;8700;1649623248.3108788
88;1.0956637197523378e-06;8800;1649623254.5124638
89;1.040880533764721e-06;8900;1649623260.6819973
90;9.888365184451686e-07;9000;1649623266.8950903
91;9.393946243108076e-07;9100;1649623273.2468264
92;8.924249073061219e-07;9200;1649623278.2986465
93;8.478036761516705e-07;9300;1649623283.8520668
94;8.05413492344087e-07;9400;1649623289.8018675
95;7.651428290955664e-07;9500;1649623294.394934
96;7.268856734299334e-07;9600;1649623300.5189104
97;6.905414124958043e-07;9700;1649623306.4890852
98;6.560143219758174e-07;9800;1649623312.5143447
99;6.232136229300522e-07;9900;1649623318.2816403
