;learnrate_pg0;Steps;Wall_Time
0;9.999999747378752e-05;0;1649682795.0498846
1;9.7999996796716e-05;100;1649682802.8012204
2;9.603999933460727e-05;200;1649682812.162984
3;9.411919745616615e-05;300;1649682820.9765978
4;9.223681263392791e-05;400;1649682829.3542378
5;9.039208089234307e-05;500;1649682837.8855479
6;8.858423825586215e-05;600;1649682846.4232259
7;8.68125498527661e-05;700;1649682855.5357456
8;8.507630263920873e-05;800;1649682864.438167
9;8.337477629538625e-05;900;1649682873.4189723
10;8.170727960532531e-05;1000;1649682882.0653584
11;8.007313590496778e-05;1100;1649682890.7930307
12;7.847167580621317e-05;1200;1649682899.1718197
13;7.690223719691858e-05;1300;1649682908.1120079
14;7.536419434472919e-05;1400;1649682916.8717823
15;7.385690696537495e-05;1500;1649682926.247863
16;7.237977115437388e-05;1600;1649682935.5238545
17;7.09321757312864e-05;1700;1649682945.0675921
18;6.951353134354576e-05;1800;1649682953.737193
19;6.812326319050044e-05;1900;1649682963.0718167
20;6.67607964714989e-05;2000;1649682972.489056
21;6.542557821376249e-05;2100;1649682981.687893
22;6.411706999642774e-05;2200;1649682991.1992328
23;6.28347261226736e-05;2300;1649682999.9440858
24;6.157803727546707e-05;2400;1649683008.7380793
25;6.034647230990231e-05;2500;1649683017.2443233
26;5.913954373681918e-05;2600;1649683025.733776
27;5.79567531531211e-05;2700;1649683033.573267
28;5.679761670762673e-05;2800;1649683042.3704715
29;5.566166510106996e-05;2900;1649683051.450255
30;5.454843267216347e-05;3000;1649683059.9729743
31;5.345746467355639e-05;3100;1649683068.9557922
32;5.238831363385543e-05;3200;1649683077.8284478
33;5.134054663358256e-05;3300;1649683086.338251
34;5.031373802921735e-05;3400;1649683095.3714788
35;4.930746217723936e-05;3500;1649683104.2952433
36;4.83213116240222e-05;3600;1649683113.0079246
37;4.7354886191897094e-05;3700;1649683122.044871
38;4.6407789341174066e-05;3800;1649683130.7744458
39;4.547963180812076e-05;3900;1649683140.6537778
40;4.457003888092004e-05;4000;1649683149.9120865
41;4.3678639485733584e-05;4100;1649683158.6279414
42;4.280506618670188e-05;4200;1649683167.4904454
43;4.1948966099880636e-05;4300;1649683176.5932384
44;4.1109986341325566e-05;4400;1649683187.0935414
45;4.0287784941028804e-05;4500;1649683196.517379
46;3.94820308429189e-05;4600;1649683205.4134424
47;3.869238935294561e-05;4700;1649683214.7444236
48;3.791854396695271e-05;4800;1649683223.7419198
49;3.716017090482637e-05;4900;1649683232.4016984
50;3.641696821432561e-05;5000;1649683240.7585351
51;3.568863030523062e-05;5100;1649683249.4303536
52;3.4974855225300416e-05;5200;1649683258.0590773
53;3.427535921218805e-05;5300;1649683266.3525734
54;3.358985122758895e-05;5400;1649683274.9031584
55;3.291805478511378e-05;5500;1649683283.7903347
56;3.22596933983732e-05;5600;1649683292.1926312
57;3.161450149491429e-05;5700;1649683301.1860151
58;3.098220986430533e-05;5800;1649683310.229963
59;3.0362565667019226e-05;5900;1649683318.887485
60;2.9755314244539477e-05;6000;1649683327.2574127
61;2.9160208214307204e-05;6100;1649683336.324298
62;2.857700383174233e-05;6200;1649683345.1288
63;2.80054646282224e-05;6300;1649683354.1183708
64;2.7445354135124944e-05;6400;1649683363.014648
65;2.689644679776393e-05;6500;1649683372.2764254
66;2.6358518880442716e-05;6600;1649683381.6456537
67;2.5831348466454074e-05;6700;1649683390.7921946
68;2.5314720915048383e-05;6800;1649683399.1072555
69;2.4808427042444237e-05;6900;1649683407.8185344
70;2.4312257664860226e-05;7000;1649683416.277298
71;2.3826012693461962e-05;7100;1649683424.7213771
72;2.3349492039415054e-05;7200;1649683433.28799
73;2.2882502889842726e-05;7300;1649683441.9535599
74;2.2424852431868203e-05;7400;1649683450.487662
75;2.1976355128572322e-05;7500;1649683459.5527368
76;2.153682908101473e-05;7600;1649683469.0675972
77;2.110609239025507e-05;7700;1649683478.22909
78;2.0683970433310606e-05;7800;1649683487.7160556
79;2.0270290406187996e-05;7900;1649683495.8916652
80;1.9864884961862117e-05;8000;1649683504.3454318
81;1.9467586753307842e-05;8100;1649683513.3324687
82;1.9078235709457658e-05;8200;1649683521.6400948
83;1.8696671759244055e-05;8300;1649683530.2058601
84;1.8322736650588922e-05;8400;1649683538.8308675
85;1.7956283045350574e-05;8500;1649683547.7775595
86;1.759715632942971e-05;8600;1649683556.880373
87;1.724521462165285e-05;8700;1649683566.505699
88;1.6900308764888905e-05;8800;1649683575.212022
89;1.6562304153922014e-05;8900;1649683584.1631212
90;1.6231057088589296e-05;9000;1649683593.004745
91;1.5906436601653695e-05;9100;1649683601.635163
92;1.558830808789935e-05;9200;1649683608.9909408
93;1.5276540580089204e-05;9300;1649683617.8166983
94;1.4971010386943817e-05;9400;1649683626.1966527
95;1.467159017920494e-05;9500;1649683634.9946268
96;1.4378158084582537e-05;9600;1649683643.6568923
97;1.4090594959270675e-05;9700;1649683651.9862962
98;1.3808783478452824e-05;9800;1649683661.5949566
99;1.353260813630186e-05;9900;1649683670.3346589
