;learnrate_pg0;Steps;Wall_Time
0;9.999999747378752e-05;0;1649680878.5626807
1;9.7999996796716e-05;100;1649680890.18748
2;9.603999933460727e-05;200;1649680902.70705
3;9.411919745616615e-05;300;1649680915.4945323
4;9.223681263392791e-05;400;1649680928.5698822
5;9.039208089234307e-05;500;1649680941.3559866
6;8.858423825586215e-05;600;1649680954.7241197
7;8.68125498527661e-05;700;1649680967.8607147
8;8.507630263920873e-05;800;1649680981.5531056
9;8.337477629538625e-05;900;1649680994.9951565
10;8.170727960532531e-05;1000;1649681008.4403765
11;8.007313590496778e-05;1100;1649681022.4115875
12;7.847167580621317e-05;1200;1649681036.3503332
13;7.690223719691858e-05;1300;1649681049.938393
14;7.536419434472919e-05;1400;1649681063.2704666
15;7.385690696537495e-05;1500;1649681077.1802127
16;7.237977115437388e-05;1600;1649681091.1115894
17;7.09321757312864e-05;1700;1649681106.1503232
18;6.951353134354576e-05;1800;1649681120.654306
19;6.812326319050044e-05;1900;1649681134.5533023
20;6.67607964714989e-05;2000;1649681149.0588853
21;6.542557821376249e-05;2100;1649681163.046804
22;6.411706999642774e-05;2200;1649681176.6600006
23;6.28347261226736e-05;2300;1649681190.9755313
24;6.157803727546707e-05;2400;1649681207.4964836
25;6.034647230990231e-05;2500;1649681223.8344595
26;5.913954373681918e-05;2600;1649681239.9812815
27;5.79567531531211e-05;2700;1649681256.5980337
28;5.679761670762673e-05;2800;1649681273.0330544
29;5.566166510106996e-05;2900;1649681288.8800254
30;5.454843267216347e-05;3000;1649681304.4944735
31;5.345746467355639e-05;3100;1649681320.3081944
32;5.238831363385543e-05;3200;1649681336.5651793
33;5.134054663358256e-05;3300;1649681352.7017565
34;5.031373802921735e-05;3400;1649681368.6287677
35;4.930746217723936e-05;3500;1649681384.9180627
36;4.83213116240222e-05;3600;1649681401.4021518
37;4.7354886191897094e-05;3700;1649681416.485252
38;4.6407789341174066e-05;3800;1649681431.3567967
39;4.547963180812076e-05;3900;1649681447.541315
40;4.457003888092004e-05;4000;1649681463.1895514
41;4.3678639485733584e-05;4100;1649681479.140044
42;4.280506618670188e-05;4200;1649681495.192947
43;4.1948966099880636e-05;4300;1649681511.5776734
44;4.1109986341325566e-05;4400;1649681528.2839725
45;4.0287784941028804e-05;4500;1649681544.8497374
46;3.94820308429189e-05;4600;1649681561.2963197
47;3.869238935294561e-05;4700;1649681578.0096588
48;3.791854396695271e-05;4800;1649681595.017635
49;3.716017090482637e-05;4900;1649681612.03135
50;3.641696821432561e-05;5000;1649681628.735949
51;3.568863030523062e-05;5100;1649681645.4860747
52;3.4974855225300416e-05;5200;1649681662.4215188
53;3.427535921218805e-05;5300;1649681680.0195436
54;3.358985122758895e-05;5400;1649681698.4973347
55;3.291805478511378e-05;5500;1649681715.0439706
56;3.22596933983732e-05;5600;1649681730.198792
57;3.161450149491429e-05;5700;1649681747.1119115
58;3.098220986430533e-05;5800;1649681763.9088576
59;3.0362565667019226e-05;5900;1649681780.8577967
60;2.9755314244539477e-05;6000;1649681797.8538513
61;2.9160208214307204e-05;6100;1649681815.319837
62;2.857700383174233e-05;6200;1649681831.9344401
63;2.80054646282224e-05;6300;1649681847.9976995
64;2.7445354135124944e-05;6400;1649681864.5785973
65;2.689644679776393e-05;6500;1649681881.2917316
66;2.6358518880442716e-05;6600;1649681897.9449086
67;2.5831348466454074e-05;6700;1649681916.5492337
68;2.5314720915048383e-05;6800;1649681935.3985422
69;2.4808427042444237e-05;6900;1649681952.0762103
70;2.4312257664860226e-05;7000;1649681969.1396816
71;2.3826012693461962e-05;7100;1649681985.1496882
72;2.3349492039415054e-05;7200;1649682001.6174927
73;2.2882502889842726e-05;7300;1649682017.590437
74;2.2424852431868203e-05;7400;1649682034.0597632
75;2.1976355128572322e-05;7500;1649682050.8811526
76;2.153682908101473e-05;7600;1649682067.6259594
77;2.110609239025507e-05;7700;1649682084.241066
78;2.0683970433310606e-05;7800;1649682101.021867
79;2.0270290406187996e-05;7900;1649682115.8772626
80;1.9864884961862117e-05;8000;1649682132.9793537
81;1.9467586753307842e-05;8100;1649682150.1101985
82;1.9078235709457658e-05;8200;1649682166.8863983
83;1.8696671759244055e-05;8300;1649682183.7798176
84;1.8322736650588922e-05;8400;1649682200.8696318
85;1.7956283045350574e-05;8500;1649682217.5834553
86;1.759715632942971e-05;8600;1649682233.8756344
87;1.724521462165285e-05;8700;1649682250.6841445
88;1.6900308764888905e-05;8800;1649682267.348163
89;1.6562304153922014e-05;8900;1649682284.1476665
90;1.6231057088589296e-05;9000;1649682299.2623127
91;1.5906436601653695e-05;9100;1649682314.506966
92;1.558830808789935e-05;9200;1649682331.224107
93;1.5276540580089204e-05;9300;1649682347.587122
94;1.4971010386943817e-05;9400;1649682364.1946251
95;1.467159017920494e-05;9500;1649682380.7519855
96;1.4378158084582537e-05;9600;1649682397.4336278
97;1.4090594959270675e-05;9700;1649682414.5576189
98;1.3808783478452824e-05;9800;1649682431.5545013
99;1.353260813630186e-05;9900;1649682448.2947264
