;Critic1LR;Steps;Wall_Time
0;9.999999747378752e-06;0;1651184902.6101449
1;9.999999747378752e-06;640;1651184903.7557786
2;9.999999747378752e-06;1280;1651184904.8799489
3;9.999999747378752e-06;1920;1651184905.9792933
4;9.999999747378752e-06;2560;1651184907.0857315
5;9.999999747378752e-06;3200;1651184908.2000146
6;9.999999747378752e-06;3840;1651184909.3024268
7;9.999999747378752e-06;4480;1651184912.0441618
8;9.999999747378752e-06;5120;1651184913.2215714
9;9.999999747378752e-06;5760;1651184915.9782481
10;9.999999747378752e-06;6400;1651184917.0857694
11;9.999999747378752e-06;7040;1651184918.2014296
12;9.999999747378752e-06;7680;1651184919.311569
13;9.999999747378752e-06;8320;1651184920.390538
14;9.999999747378752e-06;8960;1651184921.5011117
15;9.999999747378752e-06;9600;1651184922.6192513
16;9.999999747378752e-06;10240;1651184923.7408085
17;9.999999747378752e-06;10880;1651184924.8497572
18;9.999999747378752e-06;11520;1651184925.9644935
19;9.999999747378752e-06;12160;1651184927.068286
20;9.999999747378752e-06;12800;1651184928.1956096
21;9.999999747378752e-06;13440;1651184929.3058255
22;9.999999747378752e-06;14080;1651184932.0397909
23;9.999999747378752e-06;14720;1651184933.2242565
24;9.999999747378752e-06;15360;1651184935.9830909
25;9.999999747378752e-06;16000;1651184937.0803385
26;9.999999747378752e-06;16640;1651184938.1593323
27;9.999999747378752e-06;17280;1651184939.2793145
28;9.999999747378752e-06;17920;1651184940.3891602
29;9.999999747378752e-06;18560;1651184941.5171967
30;9.999999747378752e-06;19200;1651184942.6307704
31;9.999999747378752e-06;19840;1651184943.740612
32;9.999999747378752e-06;20480;1651184944.829296
33;9.999999747378752e-06;21120;1651184945.9244304
34;9.999999747378752e-06;21760;1651184947.016412
35;9.999999747378752e-06;22400;1651184948.134928
36;9.999999747378752e-06;23040;1651184949.2420697
37;9.999999747378752e-06;23680;1651184951.983382
38;9.999999747378752e-06;24320;1651184953.1597307
39;9.999999747378752e-06;24960;1651184955.9419496
40;9.999999747378752e-06;25600;1651184957.0825946
41;9.999999747378752e-06;26240;1651184958.217578
42;9.999999747378752e-06;26880;1651184959.3138294
43;9.999999747378752e-06;27520;1651184960.4329543
44;9.999999747378752e-06;28160;1651184961.5366683
45;9.999999747378752e-06;28800;1651184962.6274836
46;9.999999747378752e-06;29440;1651184963.7347329
47;9.999999747378752e-06;30080;1651184964.8689206
48;9.999999747378752e-06;30720;1651184965.9938881
49;9.999999747378752e-06;31360;1651184967.1006792
50;9.999999747378752e-06;32000;1651184968.2182384
51;9.999999747378752e-06;32640;1651184969.3409996
52;9.999999747378752e-06;33280;1651184972.065994
53;9.999999747378752e-06;33920;1651184973.2482884
54;9.999999747378752e-06;34560;1651184976.0306132
55;9.999999747378752e-06;35200;1651184977.202852
56;9.999999747378752e-06;35840;1651184978.3257751
57;9.999999747378752e-06;36480;1651184979.427618
58;9.999999747378752e-06;37120;1651184980.5143402
59;9.999999747378752e-06;37760;1651184981.6168716
60;9.999999747378752e-06;38400;1651184982.73626
61;9.999999747378752e-06;39040;1651184983.8501492
62;9.999999747378752e-06;39680;1651184984.9643316
63;9.999999747378752e-06;40320;1651184986.0715497
64;9.999999747378752e-06;40960;1651184987.1932845
65;9.999999747378752e-06;41600;1651184988.2977264
66;9.999999747378752e-06;42240;1651184989.3874762
67;9.999999747378752e-06;42880;1651184992.1241734
68;9.999999747378752e-06;43520;1651184993.3003964
69;9.999999747378752e-06;44160;1651184996.0636082
