;rew;Steps;Wall_Time
0;-2.135549306869507;5;1692961742.1334083
1;-2.876753568649292;10;1692961746.8091512
2;-3.910820245742798;20;1692961755.8431776
3;-4.857863903045654;30;1692961768.998027
4;-5.774972915649414;40;1692961786.3829572
5;-6.736781120300293;50;1692961807.983601
6;-11.437417984008789;100;1692961850.7989154
