;rew;Steps;Wall_Time
0;-2.1296513080596924;5;1692959982.295457
1;-2.883552312850952;10;1692959986.805142
2;-3.9255309104919434;20;1692959995.439828
3;-4.7875871658325195;30;1692960008.1131809
4;-5.597179412841797;40;1692960024.8780575
5;-6.375677108764648;50;1692960045.7004485
6;-9.82945442199707;100;1692960086.9404967
