;rew;Steps;Wall_Time
0;-2.127469301223755;5;1692959924.8770628
1;-2.8925294876098633;10;1692959929.5841484
2;-3.9306371212005615;20;1692959938.568765
3;-4.806257247924805;30;1692959951.7987812
4;-5.628913402557373;40;1692959969.3078237
5;-6.405466556549072;50;1692959991.2013478
6;-9.896331787109375;100;1692960034.180063
