;rew;Steps;Wall_Time
0;-2.129403591156006;5;1692961897.7676697
1;-2.885132312774658;10;1692961902.4038713
2;-3.9290199279785156;20;1692961911.2500527
3;-4.786494731903076;30;1692961924.2898123
4;-5.590054988861084;40;1692961941.5172842
5;-6.365139007568359;50;1692961962.9402378
6;-9.84370231628418;100;1692962005.3805616
