;rew;Steps;Wall_Time
0;-2.1356613636016846;5;1692809749.8342566
1;-2.8977181911468506;10;1692809762.0789983
2;-3.905897617340088;20;1692809785.5387845
3;-4.709254741668701;30;1692809820.3339853
4;-5.414271354675293;40;1692809865.9497147
5;-6.080927848815918;50;1692809922.74581
6;-9.018593788146973;100;1692810034.7061994
