;rew;Steps;Wall_Time
0;-2.148334503173828;5;1692960150.0600746
1;-2.874215841293335;10;1692960154.7696528
2;-3.9094631671905518;20;1692960163.6763744
3;-4.716343402862549;30;1692960177.0083797
4;-5.450582981109619;40;1692960194.4275243
5;-6.155294418334961;50;1692960216.198686
6;-9.288640975952148;100;1692960259.2740204
