;rew;Steps;Wall_Time
0;-2.1460163593292236;5;1692892238.535528
1;-2.8963944911956787;10;1692892250.9251704
2;-3.9199905395507812;20;1692892275.6105528
3;-4.800019264221191;30;1692892312.004308
4;-5.592541217803955;40;1692892360.1237173
5;-6.353475570678711;50;1692892419.0722241
6;-9.832350730895996;100;1692892530.9124277
