;test/length;Steps;Wall_Time
0;20.0;0;1647717632.0571382
1;20.0;64000;1647717765.5952961
2;20.0;128000;1647717954.1674771
3;20.0;192000;1647718142.829564
4;20.0;256000;1647718331.2396288
5;20.0;320000;1647718519.5761297
6;20.0;384000;1647718707.3203855
7;20.0;448000;1647718895.7854972
8;20.0;512000;1647719084.133622
9;20.0;576000;1647719272.2547426
10;20.0;640000;1647719460.697907
11;20.0;704000;1647719648.7920628
12;20.0;768000;1647719834.988928
13;20.0;832000;1647720022.3562295
14;20.0;896000;1647720211.2962484
15;20.0;960000;1647720400.1296294
16;20.0;1024000;1647720588.3479118
17;20.0;1088000;1647720777.099775
18;20.0;1152000;1647720965.8812807
19;20.0;1216000;1647721154.0663135
20;20.0;1280000;1647721341.812277
21;20.0;1344000;1647721530.01435
22;20.0;1408000;1647721717.642296
23;20.0;1472000;1647721905.7103555
24;20.0;1536000;1647722092.4980915
25;20.0;1600000;1647722279.027891
26;20.0;1664000;1647722465.875208
27;20.0;1728000;1647722653.4789383
28;20.0;1792000;1647722840.6170878
29;20.0;1856000;1647723026.8742416
30;20.0;1920000;1647723214.4396706
31;20.0;1984000;1647723401.3807287
32;20.0;2048000;1647723589.575848
33;20.0;2112000;1647723776.169617
34;20.0;2176000;1647723963.1529534
35;20.0;2240000;1647724149.7685142
36;20.0;2304000;1647724336.645134
37;20.0;2368000;1647724523.7086568
38;20.0;2432000;1647724711.3057418
39;20.0;2496000;1647724899.6241133
40;20.0;2560000;1647725087.8927257
41;20.0;2624000;1647725276.5456648
42;20.0;2688000;1647725464.546385
43;20.0;2752000;1647725653.133296
44;20.0;2816000;1647725840.6767547
45;20.0;2880000;1647726028.1785135
46;20.0;2944000;1647726216.896003
47;20.0;3008000;1647726404.9282162
48;20.0;3072000;1647726593.076085
49;20.0;3136000;1647726781.1972413
50;20.0;3200000;1647726969.9566824
51;20.0;3264000;1647727158.2265108
52;20.0;3328000;1647727346.9183223
53;20.0;3392000;1647727535.1123972
54;20.0;3456000;1647727723.73554
55;20.0;3520000;1647727912.1747296
56;20.0;3584000;1647728099.0199218
57;20.0;3648000;1647728287.7163937
58;20.0;3712000;1647728476.187306
59;20.0;3776000;1647728662.885935
60;20.0;3840000;1647728849.499482
61;20.0;3904000;1647729036.2844043
62;20.0;3968000;1647729222.7712803
63;20.0;4032000;1647729409.7910936
64;20.0;4096000;1647729597.9064825
65;20.0;4160000;1647729786.220553
66;20.0;4224000;1647729974.6728218
67;20.0;4288000;1647730162.7716787
68;20.0;4352000;1647730351.1067777
69;20.0;4416000;1647730539.2991858
70;20.0;4480000;1647730727.5632753
71;20.0;4544000;1647730914.9382677
72;20.0;4608000;1647731103.3761342
73;20.0;4672000;1647731291.6585813
74;20.0;4736000;1647731479.7636976
75;20.0;4800000;1647731666.7570617
76;20.0;4864000;1647731854.949856
77;20.0;4928000;1647732041.8772342
78;20.0;4992000;1647732229.9256601
79;20.0;5056000;1647732416.8819494
80;20.0;5120000;1647732604.991194
81;20.0;5184000;1647732791.8476918
82;20.0;5248000;1647732980.0903623
83;20.0;5312000;1647733166.3147488
84;20.0;5376000;1647733354.4343073
85;20.0;5440000;1647733542.0967734
86;20.0;5504000;1647733730.1697912
87;20.0;5568000;1647733917.1132014
88;20.0;5632000;1647734104.2956781
89;20.0;5696000;1647734292.3653865
90;20.0;5760000;1647734479.5599666
91;20.0;5824000;1647734666.9295723
92;20.0;5888000;1647734854.5553694
93;20.0;5952000;1647735042.543661
94;20.0;6016000;1647735229.6309109
95;20.0;6080000;1647735416.7732882
96;20.0;6144000;1647735604.942133
97;20.0;6208000;1647735792.1779778
98;20.0;6272000;1647735980.5318587
99;20.0;6336000;1647736168.3829534
