;test/length;Steps;Wall_Time
0;20.0;0;1647693260.5084956
1;20.0;64000;1647693437.1067955
2;20.0;128000;1647693622.1489062
3;20.0;192000;1647693807.1436903
4;20.0;256000;1647693992.2005413
5;20.0;320000;1647694176.8907177
6;20.0;384000;1647694362.0113823
7;20.0;448000;1647694548.5224855
8;20.0;512000;1647694734.7045534
9;20.0;576000;1647694920.9581282
10;20.0;640000;1647695107.3344138
11;20.0;704000;1647695293.7274663
12;20.0;768000;1647695478.8354125
13;20.0;832000;1647695664.0191886
14;20.0;896000;1647695849.6431723
15;20.0;960000;1647696034.853336
16;20.0;1024000;1647696220.096121
17;20.0;1088000;1647696405.36016
18;20.0;1152000;1647696590.706078
19;20.0;1216000;1647696775.7046402
20;20.0;1280000;1647696961.2049277
21;20.0;1344000;1647697146.238286
22;20.0;1408000;1647697331.8391104
23;20.0;1472000;1647697516.9403245
24;20.0;1536000;1647697702.0673256
25;20.0;1600000;1647697887.3595374
26;20.0;1664000;1647698072.4963384
27;20.0;1728000;1647698257.483397
28;20.0;1792000;1647698442.6247036
29;20.0;1856000;1647698627.710898
30;20.0;1920000;1647698813.0029151
31;20.0;1984000;1647698998.2829485
32;20.0;2048000;1647699183.4438171
33;20.0;2112000;1647699368.6730292
34;20.0;2176000;1647699553.7714453
35;20.0;2240000;1647699738.9791512
36;20.0;2304000;1647699924.32805
37;20.0;2368000;1647700109.533449
38;20.0;2432000;1647700294.5844433
39;20.0;2496000;1647700479.7260778
40;20.0;2560000;1647700665.0263746
41;20.0;2624000;1647700850.1112857
42;20.0;2688000;1647701035.3371878
43;20.0;2752000;1647701220.6071107
44;20.0;2816000;1647701405.7286596
45;20.0;2880000;1647701591.0414698
46;20.0;2944000;1647701776.2932334
47;20.0;3008000;1647701961.531505
48;20.0;3072000;1647702146.7835522
49;20.0;3136000;1647702332.206545
50;20.0;3200000;1647702517.868758
51;20.0;3264000;1647702703.5761304
52;20.0;3328000;1647702888.8677006
53;20.0;3392000;1647703074.5354505
54;20.0;3456000;1647703259.948493
55;20.0;3520000;1647703445.255057
56;20.0;3584000;1647703631.029477
57;20.0;3648000;1647703816.8158302
58;20.0;3712000;1647704002.0121813
59;20.0;3776000;1647704187.5355606
60;20.0;3840000;1647704372.7852833
61;20.0;3904000;1647704558.6614838
62;20.0;3968000;1647704744.5244584
63;20.0;4032000;1647704930.3295379
64;20.0;4096000;1647705116.0263186
65;20.0;4160000;1647705301.1125329
66;20.0;4224000;1647705486.352463
67;20.0;4288000;1647705671.189135
68;20.0;4352000;1647705855.793035
69;20.0;4416000;1647706040.7361097
70;20.0;4480000;1647706226.3264375
71;20.0;4544000;1647706412.1782434
72;20.0;4608000;1647706598.0909207
73;20.0;4672000;1647706783.7036736
74;20.0;4736000;1647706969.314617
75;20.0;4800000;1647707155.4313405
76;20.0;4864000;1647707341.2335253
77;20.0;4928000;1647707527.0465195
78;20.0;4992000;1647707712.8180854
79;20.0;5056000;1647707898.6048982
80;20.0;5120000;1647708084.5070782
81;20.0;5184000;1647708270.4202225
82;20.0;5248000;1647708456.2680502
83;20.0;5312000;1647708641.8510823
84;20.0;5376000;1647708827.4699872
85;20.0;5440000;1647709012.8556912
86;20.0;5504000;1647709198.3361049
87;20.0;5568000;1647709383.8033555
88;20.0;5632000;1647709569.4459546
89;20.0;5696000;1647709754.8029723
90;20.0;5760000;1647709940.9561615
91;20.0;5824000;1647710126.5812
92;20.0;5888000;1647710311.8137631
93;20.0;5952000;1647710496.8274481
94;20.0;6016000;1647710682.041519
95;20.0;6080000;1647710867.2025592
96;20.0;6144000;1647711052.3390172
97;20.0;6208000;1647711237.3817585
98;20.0;6272000;1647711422.3508773
99;20.0;6336000;1647711606.9966314
