;update/loss/clip;Steps;Wall_Time
0;0.01170073077082634;999;1649621649.3818302
1;0.004111950285732746;1999;1649626549.2296956
2;0.0027464907616376877;2999;1649631446.2352364
3;0.0016282451106235385;3999;1649636364.9567432
4;0.00168319302611053;4999;1649641152.6668084
5;0.003947035409510136;5999;1649645912.9113915
6;0.0006068096845410764;6999;1649650675.888571
7;0.00031468295492231846;7999;1649655440.2283335
8;0.0015412202337756753;8999;1649660225.7317278
9;0.003204846056178212;9999;1649665018.2372332
10;0.001334531931206584;10999;1649669904.2882872
