;update/loss/clip;Steps;Wall_Time
0;0.007867145352065563;999;1649235833.2108696
1;0.00012654211604967713;1999;1649237179.6975114
2;0.0014288885286077857;2999;1649238528.0649135
3;0.002008279785513878;3999;1649239879.4451592
4;0.00035619278787635267;4999;1649241223.2054524
5;0.0006268777069635689;5999;1649242566.371264
6;8.3976898167748e-05;6999;1649243909.992508
7;0.0002818353532347828;7999;1649245252.0727794
8;0.00011463782720966265;8999;1649246592.8940997
9;-0.00019157497445121408;9999;1649247933.8299484
10;0.00039880035910755396;10999;1649249278.2148666
11;0.0006173300207592547;11999;1649250626.5999002
12;0.00036039380938746035;12999;1649251971.9263988
13;0.00042639169259928167;13999;1649253317.1858678
14;0.0005198621074669063;14999;1649254662.1080332
15;-0.0005735884769819677;15999;1649256007.2093601
16;7.574628398288041e-05;16999;1649257351.8143477
17;0.00014325461233966053;17999;1649258693.7788332
18;0.00024169449170585722;18999;1649260033.6579986
19;0.0003970128600485623;19999;1649261384.6769726
20;5.678493471350521e-05;20999;1649262734.3420913
21;0.0006617943872697651;21999;1649264082.2467008
22;0.00019667576998472214;22999;1649265420.2951329
23;0.00015335336502175778;23999;1649266762.0428302
24;0.00045483410940505564;24999;1649268108.4100661
25;0.00040502287447452545;25999;1649269458.1113112
26;0.00018816546071320772;26999;1649270807.094906
27;-7.266684406204149e-05;27999;1649272149.0126426
28;0.00016337336273863912;28999;1649273500.900612
29;0.00032406041282229125;29999;1649274856.395029
