;update/loss/clip;Steps;Wall_Time
0;0.015301141887903214;999;1650827413.3380792
1;0.006937145721167326;1999;1650828787.5776749
2;0.009307398460805416;2999;1650830164.0464327
3;0.0030011229682713747;3999;1650831539.344728
4;0.0018598984461277723;4999;1650832912.2840261
5;0.0020889497827738523;5999;1650834284.2233436
6;0.003077734261751175;6999;1650835658.3780587
7;0.0020402460359036922;7999;1650837034.4955904
8;0.0015731991734355688;8999;1650838410.0272937
9;0.0023872596211731434;9999;1650839784.1734617
10;0.002922113984823227;10999;1650841159.003505
11;0.0011673122644424438;11999;1650842531.8285992
12;0.0016159710939973593;12999;1650843906.6651313
13;0.001218725461512804;13999;1650845271.313872
14;0.0017033504555001855;14999;1650846643.7856336
15;0.0008778308983892202;15999;1650848016.670358
16;0.000625685031991452;16999;1650849394.2623131
17;0.0003477437130641192;17999;1650850767.8222346
18;0.0002059583639493212;18999;1650852139.374397
19;-0.00032238123822025955;19999;1650853507.951514
20;0.001029055449180305;20999;1650854880.5105174
21;0.0017454639310017228;21999;1650856255.4223387
22;0.0011995151871815324;22999;1650857630.8260636
23;0.0007329590735025704;23999;1650859004.7493446
24;0.0010285878088325262;24999;1650860378.6657906
25;7.901868229964748e-05;25999;1650861753.188185
26;0.0005498385289683938;26999;1650863126.7325387
27;0.0012392062926664948;27999;1650864498.5061626
28;0.0011362195946276188;28999;1650865869.9278316
29;0.00016082140791695565;29999;1650867243.5858197
