;update/loss/clip;Steps;Wall_Time
0;5.932346820831299;3;1651257558.2808063
1;5.928421974182129;6;1651257562.3091197
2;5.908637046813965;8;1651257565.0086565
3;5.781620979309082;16;1651257575.7746155
4;5.752546787261963;17;1651257577.1325965
5;5.7171854972839355;18;1651257578.4816518
6;5.587136268615723;22;1651257583.8452196
7;5.555032253265381;23;1651257585.19501
8;5.52400016784668;24;1651257586.5327337
9;5.384101390838623;29;1651257593.2373497
10;5.336658954620361;31;1651257595.9270756
11;5.291264057159424;33;1651257598.6419563
12;5.184381484985352;38;1651257605.3460855
13;5.141075134277344;40;1651257608.0563965
14;5.078519344329834;43;1651257612.0910974
15;4.929059028625488;50;1651257621.4995034
16;4.880200386047363;52;1651257624.1737278
17;4.8542890548706055;53;1651257625.512897
18;4.738621711730957;57;1651257630.9190402
19;4.383756160736084;67;1651257644.4859405
20;4.343281269073486;68;1651257645.8282435
21;4.262216091156006;70;1651257648.525554
22;4.1330037117004395;73;1651257652.5812879
23;3.873061180114746;79;1651257660.6429965
24;3.745551347732544;82;1651257664.6608572
25;3.704425096511841;83;1651257665.9977365
26;3.624232292175293;85;1651257668.6783464
27;3.5855424404144287;86;1651257670.0203013
28;3.4423084259033203;90;1651257675.4007232
29;3.282348394393921;95;1651257682.155954
30;3.252013921737671;96;1651257683.5141952
31;3.2214949131011963;97;1651257684.8644254
32;3.1324591636657715;100;1651257688.8860602
33;3.0150346755981445;102;1651257700.8040445
34;2.844062089920044;105;1651257704.8389075
35;2.7318520545959473;107;1651257707.5172522
36;2.677016019821167;108;1651257708.8663518
37;2.4607224464416504;112;1651257714.2836962
38;2.1954755783081055;117;1651257721.0332024
39;2.099356174468994;119;1651257723.7127793
40;1.9581170082092285;122;1651257727.7380884
41;1.9125864505767822;123;1651257729.0904539
42;1.685227632522583;128;1651257735.787932
43;1.5074564218521118;132;1651257741.176021
44;1.3770711421966553;135;1651257745.2311747
45;1.2906813621520996;137;1651257747.9211123
46;1.20940101146698;139;1651257750.612413
47;1.1663668155670166;140;1651257751.9510453
48;1.041677474975586;143;1651257755.9755437
49;0.9224929809570312;146;1651257759.9906983
50;0.8838101625442505;147;1651257761.3251293
51;0.7698102593421936;150;1651257765.4145489
52;0.7004539370536804;152;1651257768.1105263
53;0.6013519167900085;155;1651257772.1339462
54;0.5419799089431763;157;1651257774.8438234
55;0.4334275722503662;161;1651257779.9574893
56;0.41042038798332214;162;1651257781.1328008
57;0.3323844373226166;166;1651257785.8809934
58;0.2995882034301758;168;1651257788.2701473
59;0.24687105417251587;172;1651257792.9990077
60;0.21204747259616852;176;1651257797.761431
61;0.17022578418254852;189;1651257813.1973631
62;0.16275779902935028;191;1651257815.5686965
63;0.1484403908252716;195;1651257820.2987945
64;0.13797858357429504;199;1651257825.00999
65;0.13400240242481232;202;1651257836.2511404
66;0.13235017657279968;203;1651257837.4302757
67;0.1304967999458313;204;1651257838.6087801
68;0.1273818016052246;206;1651257840.9662519
69;0.12505008280277252;207;1651257842.142242
70;0.1090751513838768;212;1651257848.0546257
71;0.10717769712209702;213;1651257849.2349234
72;0.1048828586935997;214;1651257850.4154778
73;0.1038532555103302;215;1651257851.601469
74;0.1006307378411293;217;1651257853.958583
75;0.09465838968753815;220;1651257857.5246127
76;0.09165781736373901;221;1651257858.7032354
77;0.08946012705564499;222;1651257859.8811998
78;0.0847526341676712;224;1651257862.2670822
79;0.08290524035692215;226;1651257864.6504016
80;0.07844213396310806;228;1651257867.0136576
81;0.07455769926309586;230;1651257869.3718512
82;0.06944180279970169;233;1651257872.928651
83;0.0663265585899353;236;1651257876.4918838
84;0.06054405868053436;240;1651257881.2115743
85;0.059931110590696335;243;1651257884.766965
86;0.05089773237705231;251;1651257894.2384346
87;0.0476548932492733;253;1651257896.5926504
88;0.04569051042199135;256;1651257900.148546
89;0.044339776039123535;258;1651257902.5385792
90;0.04335183650255203;261;1651257906.0835543
91;0.03658118098974228;272;1651257919.1596978
92;0.03504985198378563;276;1651257923.9371984
93;0.033424586057662964;278;1651257926.298382
94;0.03252093121409416;281;1651257929.8438842
95;0.03199760243296623;282;1651257931.0242624
96;0.03298226743936539;285;1651257934.6006222
97;0.03292565420269966;287;1651257936.9744625
98;0.02906271629035473;298;1651257950.0252798
99;0.028769701719284058;300;1651257952.390353
100;0.030207253992557526;302;1651257962.5439208
101;0.03036070615053177;303;1651257963.7239914
102;0.03043919801712036;306;1651257967.2944798
103;0.029954800382256508;308;1651257969.669635
104;0.030769430100917816;314;1651257976.760376
105;0.03015458583831787;322;1651257986.281947
106;0.029087699949741364;324;1651257988.673698
107;0.028399528935551643;325;1651257989.8570302
108;0.027322009205818176;326;1651257991.042518
109;0.027375012636184692;327;1651257992.2126412
110;0.027679461985826492;328;1651257993.3803866
111;0.02791476622223854;329;1651257994.559253
112;0.027854111045598984;333;1651257999.2587757
113;0.02633453905582428;334;1651258000.4390934
114;0.02513950876891613;339;1651258006.3035622
115;0.025706617161631584;340;1651258007.4785562
116;0.025888122618198395;341;1651258008.6587384
117;0.025541994720697403;342;1651258009.8251486
118;0.025217516347765923;343;1651258010.9924364
119;0.02464982494711876;344;1651258012.16158
120;0.02694735862314701;353;1651258022.8338492
121;0.027635322883725166;354;1651258024.014354
122;0.026596324518322945;356;1651258026.3887503
123;0.026806499809026718;357;1651258027.5618873
124;0.0273568294942379;364;1651258035.8495352
125;0.02680935338139534;371;1651258044.965705
126;0.02769371122121811;373;1651258047.662986
127;0.02778683230280876;375;1651258050.370868
128;0.0271854717284441;377;1651258053.0896442
129;0.027290865778923035;379;1651258055.7743678
130;0.026477057486772537;382;1651258059.817053
131;0.02555602416396141;383;1651258061.1527882
132;0.02450741082429886;388;1651258067.8955762
133;0.024479852989315987;389;1651258069.25315
134;0.0233555119484663;392;1651258073.2835119
135;0.023779626935720444;396;1651258078.6619744
136;0.025962047278881073;399;1651258082.695306
137;0.023664576932787895;405;1651258099.95531
138;0.023582730442285538;406;1651258101.2940023
139;0.02267608791589737;412;1651258109.4097035
140;0.0225177314132452;413;1651258110.754555
141;0.02267422154545784;414;1651258112.0914798
142;0.022463934496045113;415;1651258113.4278023
143;0.021855300292372704;420;1651258120.189489
144;0.0218250323086977;421;1651258121.5308533
145;0.02270646207034588;425;1651258126.8847823
146;0.023112088441848755;427;1651258129.5945764
147;0.022551601752638817;430;1651258133.6219003
148;0.02375207282602787;437;1651258143.0428376
149;0.0213610902428627;443;1651258151.1060147
150;0.021524490788578987;444;1651258152.4439864
151;0.021144982427358627;445;1651258153.77633
152;0.01973320171236992;447;1651258156.461566
153;0.017657987773418427;451;1651258161.6557915
154;0.019369952380657196;455;1651258166.3806522
155;0.019835568964481354;457;1651258168.734849
156;0.018927136436104774;466;1651258179.3939195
157;0.0173936877399683;470;1651258184.105817
158;0.01711101271212101;477;1651258192.3897913
159;0.016753342002630234;486;1651258203.035222
160;0.018077217042446136;493;1651258211.3445427
161;0.01772003248333931;494;1651258212.524757
162;0.01765013299882412;497;1651258216.0828004
