;avg_cost;Steps;Wall_Time
0;9.778768539428711;0;1647955658.459982
1;5.849169731140137;512000;1647955668.291189
2;4.944969177246094;1024000;1647955679.992966
3;4.758296489715576;1536000;1647955691.4876387
4;4.530273914337158;2048000;1647955703.1001968
5;4.43241024017334;2560000;1647955714.6146848
6;4.301407814025879;3072000;1647955726.2228081
7;4.267402648925781;3584000;1647955737.9587858
8;4.186033248901367;4096000;1647955749.6348999
9;4.148479461669922;4608000;1647955761.4841325
10;4.154573440551758;5120000;1647955773.2782147
11;4.137150287628174;5632000;1647955785.1068838
12;4.112249374389648;6144000;1647955796.9174466
13;4.115223407745361;6656000;1647955808.7066023
14;4.093312740325928;7168000;1647955820.4294658
15;4.099771976470947;7680000;1647955832.083409
16;4.078530788421631;8192000;1647955843.9314852
17;4.123018741607666;8704000;1647955855.6289454
18;4.08464241027832;9216000;1647955867.4927049
19;4.022955894470215;9728000;1647955879.5557303
20;4.052654266357422;10240000;1647955891.586077
21;4.074906349182129;10752000;1647955903.4865177
22;4.063840389251709;11264000;1647955914.9654813
23;4.023077011108398;11776000;1647955926.9334266
24;4.039396286010742;12288000;1647955938.2393305
25;4.065755844116211;12800000;1647955949.27994
26;4.0482378005981445;13312000;1647955961.0638032
27;4.0413055419921875;13824000;1647955972.7397041
28;4.01147985458374;14336000;1647955984.5925012
29;4.00551700592041;14848000;1647955996.1599438
30;4.031279563903809;15360000;1647956005.9764948
31;4.000434875488281;15872000;1647956017.5791962
32;4.033227920532227;16384000;1647956029.521226
33;4.011363983154297;16896000;1647956041.4965913
34;4.030367851257324;17408000;1647956053.523905
35;3.9922690391540527;17920000;1647956065.735361
36;4.02097225189209;18432000;1647956077.7244442
37;4.028782844543457;18944000;1647956089.8162038
38;3.9921951293945312;19456000;1647956101.7794816
39;4.049010276794434;19968000;1647956113.854499
40;3.99285888671875;20480000;1647956126.0457752
41;4.00742244720459;20992000;1647956137.7109387
42;4.037150859832764;21504000;1647956148.004727
43;4.0561909675598145;22016000;1647956159.140375
44;3.9745230674743652;22528000;1647956170.2718968
45;3.9958035945892334;23040000;1647956181.4125273
46;3.9737348556518555;23552000;1647956190.9752195
47;3.9909470081329346;24064000;1647956202.3520892
48;3.9882938861846924;24576000;1647956213.8398101
49;4.020176410675049;25088000;1647956225.31581
50;4.009470462799072;25600000;1647956244.8202622
51;3.9869003295898438;26112000;1647956256.1112738
52;3.9979984760284424;26624000;1647956267.1287665
53;3.973565101623535;27136000;1647956278.3735833
54;3.9792840480804443;27648000;1647956289.5420249
55;3.979721784591675;28160000;1647956300.654044
56;3.9777543544769287;28672000;1647956312.0672557
57;4.012989521026611;29184000;1647956323.9635499
58;3.9816904067993164;29696000;1647956335.8265133
59;4.015527725219727;30208000;1647956347.7846363
60;4.030414581298828;30720000;1647956359.7655575
61;3.982269048690796;31232000;1647956371.8080606
62;3.976620674133301;31744000;1647956383.783772
63;3.9559130668640137;32256000;1647956395.6853542
64;3.9917402267456055;32768000;1647956407.7979546
65;3.9711060523986816;33280000;1647956419.9060178
66;4.009557723999023;33792000;1647956431.9300897
67;3.985142707824707;34304000;1647956443.7038546
68;3.9692909717559814;34816000;1647956454.1563327
69;3.9873046875;35328000;1647956466.0827298
70;3.965214252471924;35840000;1647956478.031158
71;3.9481616020202637;36352000;1647956490.1096327
72;3.980334520339966;36864000;1647956502.0200179
73;3.969661235809326;37376000;1647956512.3480327
74;3.995577335357666;37888000;1647956524.3456483
75;3.9735922813415527;38400000;1647956536.4720683
76;3.9708757400512695;38912000;1647956548.5471358
77;4.005497932434082;39424000;1647956560.4501543
78;3.976006507873535;39936000;1647956572.289188
79;3.9815802574157715;40448000;1647956584.3510222
80;3.975677013397217;40960000;1647956596.3490217
81;3.963003635406494;41472000;1647956608.516595
82;3.956851005554199;41984000;1647956620.5501766
83;3.9901580810546875;42496000;1647956632.5273964
84;3.9656691551208496;43008000;1647956644.647876
85;3.977307081222534;43520000;1647956656.7006786
86;3.9848716259002686;44032000;1647956668.5406172
87;3.963594436645508;44544000;1647956680.4169345
88;3.976391315460205;45056000;1647956692.3775468
89;3.975945234298706;45568000;1647956703.2279794
90;3.9775824546813965;46080000;1647956713.9007323
91;3.9799740314483643;46592000;1647956725.5905468
92;3.948881149291992;47104000;1647956737.7228458
93;3.96339750289917;47616000;1647956749.928195
94;3.980933666229248;48128000;1647956762.0098338
95;3.960503578186035;48640000;1647956774.1191652
96;3.976567268371582;49152000;1647956785.9869554
97;3.966953754425049;49664000;1647956797.7361794
98;3.9502620697021484;50176000;1647956809.4391258
99;3.9461872577667236;50688000;1647956820.8509421
100;3.957083225250244;51200000;1647956838.5046816
101;3.9581732749938965;51712000;1647956849.4070055
102;3.972123622894287;52224000;1647956860.4211602
103;3.976365566253662;52736000;1647956871.546458
104;3.975226879119873;53248000;1647956882.8741474
105;3.9672677516937256;53760000;1647956893.9944017
106;3.9742820262908936;54272000;1647956904.7750583
107;3.9785561561584473;54784000;1647956915.6304522
108;3.9821581840515137;55296000;1647956926.5693228
109;3.972001791000366;55808000;1647956937.8013163
110;3.9667305946350098;56320000;1647956949.1904144
111;3.932272434234619;56832000;1647956958.9428432
112;3.9485044479370117;57344000;1647956969.7078538
113;3.9622395038604736;57856000;1647956980.806995
114;3.9520885944366455;58368000;1647956991.6581001
115;3.9537315368652344;58880000;1647957003.0871038
116;3.9515066146850586;59392000;1647957014.1298895
117;3.9653384685516357;59904000;1647957024.7053564
118;3.9443979263305664;60416000;1647957036.5545628
119;3.9423115253448486;60928000;1647957048.4467099
120;3.9588193893432617;61440000;1647957060.3719282
121;3.992926836013794;61952000;1647957072.2944505
122;3.952493906021118;62464000;1647957083.8978527
123;3.958010196685791;62976000;1647957095.4834337
124;3.9623489379882812;63488000;1647957107.503981
125;3.9632434844970703;64000000;1647957119.453975
126;3.925291061401367;64512000;1647957131.437507
127;3.942125082015991;65024000;1647957143.315385
128;3.941725254058838;65536000;1647957154.9272947
