;std;Steps;Wall_Time
0;0.7234483361244202;20;1651502680.0994544
1;0.7234483361244202;20;1651502709.1199894
2;0.7978819012641907;30;1651502711.804612
3;0.8276206254959106;40;1651502714.6162393
4;0.9088236093521118;50;1651502717.8749871
