;learnrate_pg0;Steps;Wall_Time
0;9.999999747378752e-05;0;1649622028.7551694
1;9.7999996796716e-05;100;1649622035.496673
2;9.603999933460727e-05;200;1649622042.2642741
3;9.411919745616615e-05;300;1649622048.9622679
4;9.223681263392791e-05;400;1649622055.786243
5;9.039208089234307e-05;500;1649622062.3607152
6;8.858423825586215e-05;600;1649622069.1312053
7;8.68125498527661e-05;700;1649622076.0197823
8;8.507630263920873e-05;800;1649622082.8593
9;8.337477629538625e-05;900;1649622089.8996112
10;8.170727960532531e-05;1000;1649622096.5589285
11;8.007313590496778e-05;1100;1649622103.272185
12;7.847167580621317e-05;1200;1649622110.13453
13;7.690223719691858e-05;1300;1649622116.7910612
14;7.536419434472919e-05;1400;1649622123.378833
15;7.385690696537495e-05;1500;1649622130.3975747
16;7.237977115437388e-05;1600;1649622136.9176798
17;7.09321757312864e-05;1700;1649622143.619678
18;6.951353134354576e-05;1800;1649622149.7480667
19;6.812326319050044e-05;1900;1649622156.4567068
20;6.67607964714989e-05;2000;1649622163.4253223
21;6.542557821376249e-05;2100;1649622169.7879777
22;6.411706999642774e-05;2200;1649622176.2797992
23;6.28347261226736e-05;2300;1649622182.632304
24;6.157803727546707e-05;2400;1649622189.328368
25;6.034647230990231e-05;2500;1649622195.890349
26;5.913954373681918e-05;2600;1649622202.6981442
27;5.79567531531211e-05;2700;1649622209.4011676
28;5.679761670762673e-05;2800;1649622216.6392794
29;5.566166510106996e-05;2900;1649622223.2791588
30;5.454843267216347e-05;3000;1649622229.9177208
31;5.345746467355639e-05;3100;1649622236.1305828
32;5.238831363385543e-05;3200;1649622242.5595856
33;5.134054663358256e-05;3300;1649622249.3806038
34;5.031373802921735e-05;3400;1649622255.7656374
35;4.930746217723936e-05;3500;1649622262.4932904
36;4.83213116240222e-05;3600;1649622269.2181766
37;4.7354886191897094e-05;3700;1649622275.9417806
38;4.6407789341174066e-05;3800;1649622283.1919403
39;4.547963180812076e-05;3900;1649622290.574963
40;4.457003888092004e-05;4000;1649622297.8141975
41;4.3678639485733584e-05;4100;1649622304.7915692
42;4.280506618670188e-05;4200;1649622310.2004828
43;4.1948966099880636e-05;4300;1649622316.3177495
44;4.1109986341325566e-05;4400;1649622323.2017398
45;4.0287784941028804e-05;4500;1649622329.699573
46;3.94820308429189e-05;4600;1649622335.2224576
47;3.869238935294561e-05;4700;1649622339.8530433
48;3.791854396695271e-05;4800;1649622344.5236104
49;3.716017090482637e-05;4900;1649622350.719671
50;3.641696821432561e-05;5000;1649622357.4861276
51;3.568863030523062e-05;5100;1649622364.5485928
52;3.4974855225300416e-05;5200;1649622370.9121845
53;3.427535921218805e-05;5300;1649622378.34213
54;3.358985122758895e-05;5400;1649622385.0364075
55;3.291805478511378e-05;5500;1649622391.6738634
56;3.22596933983732e-05;5600;1649622399.0160975
57;3.161450149491429e-05;5700;1649622405.8477635
58;3.098220986430533e-05;5800;1649622413.018264
59;3.0362565667019226e-05;5900;1649622419.6383688
60;2.9755314244539477e-05;6000;1649622426.2533722
61;2.9160208214307204e-05;6100;1649622432.6610732
62;2.857700383174233e-05;6200;1649622439.1121695
63;2.80054646282224e-05;6300;1649622445.576931
64;2.7445354135124944e-05;6400;1649622451.9649243
65;2.689644679776393e-05;6500;1649622458.3233328
66;2.6358518880442716e-05;6600;1649622464.9697757
67;2.5831348466454074e-05;6700;1649622471.3863587
68;2.5314720915048383e-05;6800;1649622477.9927795
69;2.4808427042444237e-05;6900;1649622484.4921186
70;2.4312257664860226e-05;7000;1649622491.260724
71;2.3826012693461962e-05;7100;1649622497.912238
72;2.3349492039415054e-05;7200;1649622504.350725
73;2.2882502889842726e-05;7300;1649622511.7968404
74;2.2424852431868203e-05;7400;1649622519.064135
75;2.1976355128572322e-05;7500;1649622526.4427059
76;2.153682908101473e-05;7600;1649622533.217693
77;2.110609239025507e-05;7700;1649622539.467359
78;2.0683970433310606e-05;7800;1649622545.7274785
79;2.0270290406187996e-05;7900;1649622551.8840292
80;1.9864884961862117e-05;8000;1649622558.234071
81;1.9467586753307842e-05;8100;1649622564.4137454
82;1.9078235709457658e-05;8200;1649622571.1249135
83;1.8696671759244055e-05;8300;1649622578.3682039
84;1.8322736650588922e-05;8400;1649622584.760412
85;1.7956283045350574e-05;8500;1649622589.4901624
86;1.759715632942971e-05;8600;1649622595.7511168
87;1.724521462165285e-05;8700;1649622602.117293
88;1.6900308764888905e-05;8800;1649622608.451668
89;1.6562304153922014e-05;8900;1649622614.815289
90;1.6231057088589296e-05;9000;1649622621.118015
91;1.5906436601653695e-05;9100;1649622628.1839445
92;1.558830808789935e-05;9200;1649622635.474675
93;1.5276540580089204e-05;9300;1649622642.1926863
94;1.4971010386943817e-05;9400;1649622648.6756032
95;1.467159017920494e-05;9500;1649622655.3899925
96;1.4378158084582537e-05;9600;1649622662.9035487
97;1.4090594959270675e-05;9700;1649622669.7788048
98;1.3808783478452824e-05;9800;1649622676.229737
99;1.353260813630186e-05;9900;1649622682.6721423
