;learnrate_pg0;Steps;Wall_Time
0;9.999999747378752e-05;0;1649633427.7689612
1;9.7999996796716e-05;100;1649633434.3874624
2;9.603999933460727e-05;200;1649633441.923486
3;9.411919745616615e-05;300;1649633449.2690134
4;9.223681263392791e-05;400;1649633457.4112844
5;9.039208089234307e-05;500;1649633465.331218
6;8.858423825586215e-05;600;1649633472.7322278
7;8.68125498527661e-05;700;1649633479.929303
8;8.507630263920873e-05;800;1649633486.6365538
9;8.337477629538625e-05;900;1649633494.2953565
10;8.170727960532531e-05;1000;1649633501.9824238
11;8.007313590496778e-05;1100;1649633509.1701894
12;7.847167580621317e-05;1200;1649633516.1304421
13;7.690223719691858e-05;1300;1649633522.9174657
14;7.536419434472919e-05;1400;1649633530.2748907
15;7.385690696537495e-05;1500;1649633537.4188836
16;7.237977115437388e-05;1600;1649633544.1718786
17;7.09321757312864e-05;1700;1649633551.048611
18;6.951353134354576e-05;1800;1649633558.1432996
19;6.812326319050044e-05;1900;1649633564.664469
20;6.67607964714989e-05;2000;1649633571.6957092
21;6.542557821376249e-05;2100;1649633578.6813293
22;6.411706999642774e-05;2200;1649633585.4265554
23;6.28347261226736e-05;2300;1649633591.9645438
24;6.157803727546707e-05;2400;1649633598.712547
25;6.034647230990231e-05;2500;1649633605.5121386
26;5.913954373681918e-05;2600;1649633613.2042449
27;5.79567531531211e-05;2700;1649633620.5661676
28;5.679761670762673e-05;2800;1649633628.1433935
29;5.566166510106996e-05;2900;1649633635.1848547
30;5.454843267216347e-05;3000;1649633642.7623503
31;5.345746467355639e-05;3100;1649633649.7935727
32;5.238831363385543e-05;3200;1649633656.7212632
33;5.134054663358256e-05;3300;1649633663.4758348
34;5.031373802921735e-05;3400;1649633670.4218678
35;4.930746217723936e-05;3500;1649633677.4263816
36;4.83213116240222e-05;3600;1649633684.1803336
37;4.7354886191897094e-05;3700;1649633691.4344347
38;4.6407789341174066e-05;3800;1649633698.4847882
39;4.547963180812076e-05;3900;1649633706.062302
40;4.457003888092004e-05;4000;1649633712.665332
41;4.3678639485733584e-05;4100;1649633719.4340277
42;4.280506618670188e-05;4200;1649633726.5434644
43;4.1948966099880636e-05;4300;1649633733.5715
44;4.1109986341325566e-05;4400;1649633740.5479383
45;4.0287784941028804e-05;4500;1649633747.3646145
46;3.94820308429189e-05;4600;1649633754.4650207
47;3.869238935294561e-05;4700;1649633761.269696
48;3.791854396695271e-05;4800;1649633767.9617577
49;3.716017090482637e-05;4900;1649633774.603937
50;3.641696821432561e-05;5000;1649633781.1232395
51;3.568863030523062e-05;5100;1649633788.3956516
52;3.4974855225300416e-05;5200;1649633795.590019
53;3.427535921218805e-05;5300;1649633802.675701
54;3.358985122758895e-05;5400;1649633809.295844
55;3.291805478511378e-05;5500;1649633815.7946577
56;3.22596933983732e-05;5600;1649633822.634005
57;3.161450149491429e-05;5700;1649633829.7681568
58;3.098220986430533e-05;5800;1649633837.0678456
59;3.0362565667019226e-05;5900;1649633843.9395833
60;2.9755314244539477e-05;6000;1649633850.9147875
61;2.9160208214307204e-05;6100;1649633857.6479723
62;2.857700383174233e-05;6200;1649633864.4856164
63;2.80054646282224e-05;6300;1649633871.2133255
64;2.7445354135124944e-05;6400;1649633878.6555464
65;2.689644679776393e-05;6500;1649633885.984236
66;2.6358518880442716e-05;6600;1649633893.5286474
67;2.5831348466454074e-05;6700;1649633900.690233
68;2.5314720915048383e-05;6800;1649633907.9012446
69;2.4808427042444237e-05;6900;1649633914.5917861
70;2.4312257664860226e-05;7000;1649633921.074781
71;2.3826012693461962e-05;7100;1649633927.7959244
72;2.3349492039415054e-05;7200;1649633934.4710667
73;2.2882502889842726e-05;7300;1649633941.318847
74;2.2424852431868203e-05;7400;1649633948.616823
75;2.1976355128572322e-05;7500;1649633955.6894882
76;2.153682908101473e-05;7600;1649633962.952265
77;2.110609239025507e-05;7700;1649633969.6004372
78;2.0683970433310606e-05;7800;1649633976.2118828
79;2.0270290406187996e-05;7900;1649633982.7094686
80;1.9864884961862117e-05;8000;1649633990.17626
81;1.9467586753307842e-05;8100;1649633996.9883752
82;1.9078235709457658e-05;8200;1649634003.6161413
83;1.8696671759244055e-05;8300;1649634010.4067602
84;1.8322736650588922e-05;8400;1649634017.2683077
85;1.7956283045350574e-05;8500;1649634024.452507
86;1.759715632942971e-05;8600;1649634031.0177515
87;1.724521462165285e-05;8700;1649634037.349115
88;1.6900308764888905e-05;8800;1649634043.8702805
89;1.6562304153922014e-05;8900;1649634050.736601
90;1.6231057088589296e-05;9000;1649634057.4035668
91;1.5906436601653695e-05;9100;1649634064.1717024
92;1.558830808789935e-05;9200;1649634070.931111
93;1.5276540580089204e-05;9300;1649634077.7764618
94;1.4971010386943817e-05;9400;1649634084.6403716
95;1.467159017920494e-05;9500;1649634091.497353
96;1.4378158084582537e-05;9600;1649634097.9999137
97;1.4090594959270675e-05;9700;1649634104.5883303
98;1.3808783478452824e-05;9800;1649634111.7611444
99;1.353260813630186e-05;9900;1649634118.5247955
