;learnrate_pg0;Steps;Wall_Time
0;9.999999747378752e-05;0;1649684650.851891
1;9.7999996796716e-05;100;1649684661.5287209
2;9.603999933460727e-05;200;1649684674.3350942
3;9.411919745616615e-05;300;1649684686.5412276
4;9.223681263392791e-05;400;1649684699.410235
5;9.039208089234307e-05;500;1649684712.647639
6;8.858423825586215e-05;600;1649684726.284679
7;8.68125498527661e-05;700;1649684739.9879413
8;8.507630263920873e-05;800;1649684754.0808578
9;8.337477629538625e-05;900;1649684768.1206174
10;8.170727960532531e-05;1000;1649684781.5012748
11;8.007313590496778e-05;1100;1649684795.6714659
12;7.847167580621317e-05;1200;1649684809.8619041
13;7.690223719691858e-05;1300;1649684824.3108964
14;7.536419434472919e-05;1400;1649684839.2203472
15;7.385690696537495e-05;1500;1649684853.6177382
16;7.237977115437388e-05;1600;1649684867.628534
17;7.09321757312864e-05;1700;1649684880.6130815
18;6.951353134354576e-05;1800;1649684893.6779602
19;6.812326319050044e-05;1900;1649684907.5388482
20;6.67607964714989e-05;2000;1649684921.2423172
21;6.542557821376249e-05;2100;1649684935.056104
22;6.411706999642774e-05;2200;1649684948.7392747
23;6.28347261226736e-05;2300;1649684962.6336718
24;6.157803727546707e-05;2400;1649684976.719069
25;6.034647230990231e-05;2500;1649684991.103645
26;5.913954373681918e-05;2600;1649685005.4210696
27;5.79567531531211e-05;2700;1649685020.106703
28;5.679761670762673e-05;2800;1649685035.0781171
29;5.566166510106996e-05;2900;1649685050.073854
30;5.454843267216347e-05;3000;1649685064.5472982
31;5.345746467355639e-05;3100;1649685079.0245302
32;5.238831363385543e-05;3200;1649685094.2149136
33;5.134054663358256e-05;3300;1649685109.1500762
34;5.031373802921735e-05;3400;1649685124.4601145
35;4.930746217723936e-05;3500;1649685140.664043
36;4.83213116240222e-05;3600;1649685155.850558
37;4.7354886191897094e-05;3700;1649685170.747797
38;4.6407789341174066e-05;3800;1649685185.8263626
39;4.547963180812076e-05;3900;1649685201.6154695
40;4.457003888092004e-05;4000;1649685216.9007769
41;4.3678639485733584e-05;4100;1649685232.3761437
42;4.280506618670188e-05;4200;1649685248.3454394
43;4.1948966099880636e-05;4300;1649685263.7925913
44;4.1109986341325566e-05;4400;1649685279.7239451
45;4.0287784941028804e-05;4500;1649685295.2226412
46;3.94820308429189e-05;4600;1649685311.1336858
47;3.869238935294561e-05;4700;1649685327.4084992
48;3.791854396695271e-05;4800;1649685343.0935025
49;3.716017090482637e-05;4900;1649685359.0898657
50;3.641696821432561e-05;5000;1649685374.3144412
51;3.568863030523062e-05;5100;1649685390.477153
52;3.4974855225300416e-05;5200;1649685405.957249
53;3.427535921218805e-05;5300;1649685422.18697
54;3.358985122758895e-05;5400;1649685437.9528368
55;3.291805478511378e-05;5500;1649685453.815761
56;3.22596933983732e-05;5600;1649685470.4083366
57;3.161450149491429e-05;5700;1649685486.2686384
58;3.098220986430533e-05;5800;1649685502.707676
59;3.0362565667019226e-05;5900;1649685518.7477155
60;2.9755314244539477e-05;6000;1649685534.894663
61;2.9160208214307204e-05;6100;1649685550.4476347
62;2.857700383174233e-05;6200;1649685566.7229178
63;2.80054646282224e-05;6300;1649685582.711782
64;2.7445354135124944e-05;6400;1649685599.0921497
65;2.689644679776393e-05;6500;1649685615.0172095
66;2.6358518880442716e-05;6600;1649685631.452588
67;2.5831348466454074e-05;6700;1649685647.3963373
68;2.5314720915048383e-05;6800;1649685663.6008503
69;2.4808427042444237e-05;6900;1649685679.1289916
70;2.4312257664860226e-05;7000;1649685695.044802
71;2.3826012693461962e-05;7100;1649685711.0693624
72;2.3349492039415054e-05;7200;1649685725.9327412
73;2.2882502889842726e-05;7300;1649685742.052386
74;2.2424852431868203e-05;7400;1649685757.9940743
75;2.1976355128572322e-05;7500;1649685773.8643048
76;2.153682908101473e-05;7600;1649685790.1350436
77;2.110609239025507e-05;7700;1649685806.3781667
78;2.0683970433310606e-05;7800;1649685822.916641
79;2.0270290406187996e-05;7900;1649685838.6169195
80;1.9864884961862117e-05;8000;1649685854.8999794
81;1.9467586753307842e-05;8100;1649685871.0361588
82;1.9078235709457658e-05;8200;1649685887.380352
83;1.8696671759244055e-05;8300;1649685903.674296
84;1.8322736650588922e-05;8400;1649685919.8456273
85;1.7956283045350574e-05;8500;1649685937.0479174
86;1.759715632942971e-05;8600;1649685954.5947852
87;1.724521462165285e-05;8700;1649685972.3764305
88;1.6900308764888905e-05;8800;1649685989.5272348
89;1.6562304153922014e-05;8900;1649686006.3413389
90;1.6231057088589296e-05;9000;1649686024.4498613
91;1.5906436601653695e-05;9100;1649686041.3657732
92;1.558830808789935e-05;9200;1649686058.313143
93;1.5276540580089204e-05;9300;1649686075.1769183
94;1.4971010386943817e-05;9400;1649686092.4635491
95;1.467159017920494e-05;9500;1649686108.84152
96;1.4378158084582537e-05;9600;1649686125.6986158
97;1.4090594959270675e-05;9700;1649686142.192513
98;1.3808783478452824e-05;9800;1649686158.1566916
99;1.353260813630186e-05;9900;1649686175.0371113
