;critic_grad_norm;Steps;Wall_Time
0;45.5670051574707;0;1647955658.4621415
1;36.85963439941406;512000;1647955668.2920094
2;25.14040184020996;1024000;1647955679.9938955
3;5.646292686462402;1536000;1647955691.4905317
4;0.683644711971283;2048000;1647955703.1009855
5;0.7436632513999939;2560000;1647955714.615415
6;1.2068454027175903;3072000;1647955726.22608
7;1.2891236543655396;3584000;1647955737.9595284
8;0.9310699701309204;4096000;1647955749.6409976
9;0.9610247611999512;4608000;1647955761.4893103
10;0.720325231552124;5120000;1647955773.2855303
11;1.5802645683288574;5632000;1647955785.1109412
12;3.2380313873291016;6144000;1647955796.9183106
13;0.8013347387313843;6656000;1647955808.707186
14;1.4559969902038574;7168000;1647955820.4311104
15;1.3821065425872803;7680000;1647955832.0845299
16;0.7256417870521545;8192000;1647955843.936648
17;1.3005707263946533;8704000;1647955855.6382232
18;0.2574288845062256;9216000;1647955867.493827
19;2.327181577682495;9728000;1647955879.556585
20;0.6970096826553345;10240000;1647955891.592396
21;0.37360236048698425;10752000;1647955903.487251
22;0.8521282076835632;11264000;1647955914.9675548
23;2.2039995193481445;11776000;1647955926.9428616
24;1.2893004417419434;12288000;1647955938.2400188
25;2.08675217628479;12800000;1647955949.2840624
26;0.8503971099853516;13312000;1647955961.0644138
27;0.3356980085372925;13824000;1647955972.7404072
28;2.245748519897461;14336000;1647955984.5932894
29;1.556984305381775;14848000;1647955996.1639917
30;0.6879355907440186;15360000;1647956005.97709
31;0.802443265914917;15872000;1647956017.580253
32;0.7481279969215393;16384000;1647956029.522342
33;0.24887654185295105;16896000;1647956041.5058932
34;0.23433391749858856;17408000;1647956053.5306668
35;0.1816415935754776;17920000;1647956065.736423
36;0.604916512966156;18432000;1647956077.7254443
37;1.1569420099258423;18944000;1647956089.8173378
38;0.9289924502372742;19456000;1647956101.780438
39;0.2601882219314575;19968000;1647956113.8551786
40;0.4190230965614319;20480000;1647956126.0541484
41;0.3297802805900574;20992000;1647956137.7117517
42;0.4475356638431549;21504000;1647956148.0053074
43;0.889556348323822;22016000;1647956159.1412573
44;0.4075581729412079;22528000;1647956170.2734206
45;0.5737450122833252;23040000;1647956181.4134076
46;0.613512396812439;23552000;1647956190.9758754
47;0.17559705674648285;24064000;1647956202.3526776
48;0.7546076774597168;24576000;1647956213.84079
49;0.3677646517753601;25088000;1647956225.322333
50;0.5688022375106812;25600000;1647956244.8211994
51;0.21185189485549927;26112000;1647956256.1121476
52;0.23498626053333282;26624000;1647956267.1300247
53;0.6012002229690552;27136000;1647956278.374733
54;0.2597289979457855;27648000;1647956289.5431736
55;0.4526780843734741;28160000;1647956300.654698
56;0.19050081074237823;28672000;1647956312.0681114
57;0.218804270029068;29184000;1647956323.9693325
58;0.19346921145915985;29696000;1647956335.835999
59;0.17634975910186768;30208000;1647956347.7938957
60;0.5869932174682617;30720000;1647956359.7663603
61;0.22690580785274506;31232000;1647956371.81307
62;0.09534093737602234;31744000;1647956383.784419
63;0.8106438517570496;32256000;1647956395.6863368
64;0.22809450328350067;32768000;1647956407.799085
65;0.18697741627693176;33280000;1647956419.9149961
66;0.5336326956748962;33792000;1647956431.9306796
67;0.17048679292201996;34304000;1647956443.70532
68;0.30139413475990295;34816000;1647956454.161491
69;0.3081755042076111;35328000;1647956466.0837407
70;0.08484438061714172;35840000;1647956478.0322547
71;0.886253833770752;36352000;1647956490.1115892
72;0.15785911679267883;36864000;1647956502.021698
73;0.3632226586341858;37376000;1647956512.3487692
74;0.295486718416214;37888000;1647956524.3462164
75;0.2985445559024811;38400000;1647956536.4735212
76;0.687119722366333;38912000;1647956548.5481193
77;0.8694831132888794;39424000;1647956560.4513867
78;0.2533360421657562;39936000;1647956572.2901335
79;0.7809296250343323;40448000;1647956584.3574247
80;0.10189510136842728;40960000;1647956596.3497727
81;0.30927541851997375;41472000;1647956608.5175877
82;0.5709742903709412;41984000;1647956620.554865
83;0.5196022391319275;42496000;1647956632.5283623
84;0.11689316481351852;43008000;1647956644.6517174
85;0.37853917479515076;43520000;1647956656.7072756
86;0.2703620493412018;44032000;1647956668.5418646
87;0.250527560710907;44544000;1647956680.4181058
88;0.25788652896881104;45056000;1647956692.3838582
89;0.28770673274993896;45568000;1647956703.2288556
90;0.3854601979255676;46080000;1647956713.901656
91;0.1635577231645584;46592000;1647956725.5912628
92;0.3130817115306854;47104000;1647956737.7238693
93;0.5284218788146973;47616000;1647956749.9291725
94;0.4209730923175812;48128000;1647956762.0172477
95;0.5197542905807495;48640000;1647956774.1221037
96;0.3523697853088379;49152000;1647956785.9876914
97;0.3086927831172943;49664000;1647956797.7454443
98;0.37953662872314453;50176000;1647956809.4407353
99;0.4350055754184723;50688000;1647956820.8519518
100;0.1836203634738922;51200000;1647956838.5056643
101;0.35289114713668823;51712000;1647956849.408205
102;0.26996171474456787;52224000;1647956860.4217334
103;0.5908384919166565;52736000;1647956871.5488522
104;0.7462356686592102;53248000;1647956882.8754034
105;0.4842475652694702;53760000;1647956893.9955194
106;0.28074881434440613;54272000;1647956904.7773013
107;0.835356593132019;54784000;1647956915.6337311
108;0.7163704633712769;55296000;1647956926.569952
109;0.5250515937805176;55808000;1647956937.8019419
110;0.25834789872169495;56320000;1647956949.1932285
111;0.25424981117248535;56832000;1647956958.9436855
112;0.6450210213661194;57344000;1647956969.7087243
113;0.2284935712814331;57856000;1647956980.810936
114;0.3429638147354126;58368000;1647956991.659465
115;0.414763867855072;58880000;1647957003.0884213
116;0.15186567604541779;59392000;1647957014.1318474
117;0.13463525474071503;59904000;1647957024.7145581
118;0.1586693674325943;60416000;1647957036.555513
119;0.2200915813446045;60928000;1647957048.4473064
120;0.6182945966720581;61440000;1647957060.3726163
121;0.5158673524856567;61952000;1647957072.2960727
122;0.30779093503952026;62464000;1647957083.8986819
123;0.23255816102027893;62976000;1647957095.484151
124;0.31212925910949707;63488000;1647957107.510001
125;0.33950746059417725;64000000;1647957119.4545808
126;0.47133955359458923;64512000;1647957131.4381833
127;0.14204224944114685;65024000;1647957143.316443
128;0.467659592628479;65536000;1647957154.936575
