;actor_loss;Steps;Wall_Time
0;-440.50872802734375;0;1647955106.509964
1;-329.08612060546875;512000;1647955109.599329
2;-164.80770874023438;1024000;1647955112.7723787
3;-109.81201171875;1536000;1647955116.122177
4;-78.52979278564453;2048000;1647955119.486184
5;-66.80299377441406;2560000;1647955122.8950448
6;-59.76430130004883;3072000;1647955126.234948
7;-54.824947357177734;3584000;1647955129.599707
8;-48.92823791503906;4096000;1647955132.9501903
9;-42.411216735839844;4608000;1647955136.3066998
10;-43.92949676513672;5120000;1647955139.6457467
11;-35.94134521484375;5632000;1647955143.0075855
12;-35.668357849121094;6144000;1647955146.3706286
13;-35.918113708496094;6656000;1647955149.715605
14;-32.99964904785156;7168000;1647955153.0607417
15;-30.794111251831055;7680000;1647955156.4221938
16;-28.378625869750977;8192000;1647955159.8079097
17;-28.146991729736328;8704000;1647955163.1430357
18;-26.336746215820312;9216000;1647955166.5052865
19;-26.08246612548828;9728000;1647955169.8539617
20;-29.138099670410156;10240000;1647955173.192289
21;-25.39826202392578;10752000;1647955176.5377908
22;-23.406150817871094;11264000;1647955179.633056
23;-24.073383331298828;11776000;1647955182.8695726
24;-23.52802276611328;12288000;1647955186.1843073
25;-22.690631866455078;12800000;1647955189.327662
26;-24.66505241394043;13312000;1647955192.348895
27;-22.465526580810547;13824000;1647955195.3476574
28;-25.10028076171875;14336000;1647955198.4745355
29;-22.73883819580078;14848000;1647955201.4654765
30;-20.789669036865234;15360000;1647955204.5063605
31;-22.43523406982422;15872000;1647955207.5368683
32;-20.22037696838379;16384000;1647955210.5666237
33;-20.823116302490234;16896000;1647955213.6224723
34;-19.93349838256836;17408000;1647955216.5433774
35;-20.712305068969727;17920000;1647955219.503395
36;-19.820383071899414;18432000;1647955222.4359455
37;-17.711780548095703;18944000;1647955225.2989755
38;-21.50414276123047;19456000;1647955228.337971
39;-19.225963592529297;19968000;1647955231.3476052
40;-18.074851989746094;20480000;1647955234.3499184
41;-17.44428253173828;20992000;1647955237.373464
42;-16.96587371826172;21504000;1647955240.2159495
43;-17.56085968017578;22016000;1647955243.087411
44;-18.991043090820312;22528000;1647955245.9478643
45;-16.928848266601562;23040000;1647955248.8518846
46;-17.178268432617188;23552000;1647955251.7338471
47;-15.879103660583496;24064000;1647955254.5119913
48;-15.186128616333008;24576000;1647955257.3393757
49;-14.76113510131836;25088000;1647955260.3333528
50;-14.610039710998535;25600000;1647955270.3460093
51;-14.716605186462402;26112000;1647955273.3795865
52;-15.564340591430664;26624000;1647955276.414051
53;-14.83236026763916;27136000;1647955279.4884229
54;-13.238890647888184;27648000;1647955282.6129615
55;-14.837867736816406;28160000;1647955285.6435444
56;-14.035335540771484;28672000;1647955288.8368301
57;-13.159271240234375;29184000;1647955292.0700452
58;-13.551321029663086;29696000;1647955295.2710876
59;-13.493038177490234;30208000;1647955298.5159445
60;-13.461057662963867;30720000;1647955301.7173436
61;-13.372232437133789;31232000;1647955304.9151971
62;-12.621946334838867;31744000;1647955308.0683444
63;-12.535147666931152;32256000;1647955311.2221756
64;-14.020261764526367;32768000;1647955314.3150976
65;-13.921290397644043;33280000;1647955317.313383
66;-12.899813652038574;33792000;1647955320.4897344
67;-11.86943244934082;34304000;1647955323.6754665
68;-12.561820983886719;34816000;1647955326.7592177
69;-13.26443099975586;35328000;1647955329.7924685
70;-12.713319778442383;35840000;1647955332.908023
71;-12.064464569091797;36352000;1647955336.0962763
72;-10.955307006835938;36864000;1647955339.2609966
73;-12.498294830322266;37376000;1647955342.3871439
74;-13.086984634399414;37888000;1647955345.659936
75;-13.20039176940918;38400000;1647955348.8273304
76;-11.609554290771484;38912000;1647955351.96343
77;-13.47291374206543;39424000;1647955355.1515727
78;-13.965505599975586;39936000;1647955358.090009
79;-12.280330657958984;40448000;1647955361.046049
80;-12.073684692382812;40960000;1647955363.910974
81;-11.625786781311035;41472000;1647955366.9362338
82;-10.960014343261719;41984000;1647955370.0321965
83;-10.745105743408203;42496000;1647955373.1149168
84;-10.425034523010254;43008000;1647955376.2451832
85;-10.4713134765625;43520000;1647955379.1170754
86;-10.744746208190918;44032000;1647955382.1519427
87;-11.46716022491455;44544000;1647955385.3550286
88;-12.902873992919922;45056000;1647955388.4811046
89;-11.089557647705078;45568000;1647955391.614636
90;-10.30342960357666;46080000;1647955394.7768357
91;-9.646604537963867;46592000;1647955397.9390526
92;-10.674081802368164;47104000;1647955400.815024
93;-11.483565330505371;47616000;1647955403.7024462
94;-11.387883186340332;48128000;1647955406.845143
95;-11.077717781066895;48640000;1647955410.0159996
96;-10.610818862915039;49152000;1647955413.0257144
97;-10.248800277709961;49664000;1647955416.015517
98;-10.048286437988281;50176000;1647955419.0920935
99;-10.112421035766602;50688000;1647955422.0860567
100;-10.48282241821289;51200000;1647955432.3335419
101;-9.824041366577148;51712000;1647955435.8680837
102;-9.461017608642578;52224000;1647955439.4676225
103;-9.704524040222168;52736000;1647955442.994497
104;-9.645395278930664;53248000;1647955446.5248468
105;-9.48116397857666;53760000;1647955449.4302588
106;-9.876795768737793;54272000;1647955451.6954415
107;-9.89818000793457;54784000;1647955453.9627895
108;-9.141963958740234;55296000;1647955456.2324739
109;-10.307382583618164;55808000;1647955458.5021038
110;-10.465051651000977;56320000;1647955460.7860446
111;-10.526533126831055;56832000;1647955463.0536277
112;-11.317660331726074;57344000;1647955465.3203971
113;-10.467794418334961;57856000;1647955467.588447
114;-9.401046752929688;58368000;1647955469.8704984
115;-9.135546684265137;58880000;1647955472.1373127
116;-9.475045204162598;59392000;1647955474.4021244
117;-9.25131607055664;59904000;1647955476.6709526
118;-10.453130722045898;60416000;1647955478.937257
119;-10.39675521850586;60928000;1647955481.2234695
120;-9.720757484436035;61440000;1647955483.4916043
121;-9.356369018554688;61952000;1647955485.7613964
122;-10.30633544921875;62464000;1647955488.031352
123;-9.08041000366211;62976000;1647955490.3103933
