;actor_loss;Steps;Wall_Time
0;-378.94573974609375;0;1647954901.3277142
1;-133.5506134033203;512000;1647954911.5808237
2;-87.41627502441406;1024000;1647954921.665095
3;-86.93929290771484;1536000;1647954931.7039366
4;-71.97270202636719;2048000;1647954941.7072723
5;-69.75452423095703;2560000;1647954951.7448566
6;-64.06199645996094;3072000;1647954961.925289
7;-62.84064865112305;3584000;1647954972.1069584
8;-69.29763793945312;4096000;1647954982.154451
9;-60.602684020996094;4608000;1647954992.1851566
10;-56.13950729370117;5120000;1647955002.2573974
11;-53.01014709472656;5632000;1647955012.2947166
12;-54.95193862915039;6144000;1647955022.2956004
13;-51.9365234375;6656000;1647955032.362117
14;-51.31074523925781;7168000;1647955042.402771
15;-49.31078338623047;7680000;1647955052.460695
16;-45.80331039428711;8192000;1647955062.5182023
17;-52.13768768310547;8704000;1647955072.57734
18;-43.66867446899414;9216000;1647955082.626325
19;-48.03449249267578;9728000;1647955092.648798
20;-47.81647491455078;10240000;1647955102.6421483
21;-39.97116470336914;10752000;1647955112.7086935
22;-42.962799072265625;11264000;1647955122.769089
23;-40.34868621826172;11776000;1647955132.8270752
24;-44.396034240722656;12288000;1647955142.8808012
25;-49.62803649902344;12800000;1647955152.938788
26;-42.08220672607422;13312000;1647955162.9602673
27;-43.35694122314453;13824000;1647955173.001176
28;-41.531089782714844;14336000;1647955183.0124762
29;-38.4830322265625;14848000;1647955193.0182126
30;-39.99490737915039;15360000;1647955203.0008395
31;-39.011497497558594;15872000;1647955213.053909
32;-39.810062408447266;16384000;1647955223.1120002
33;-38.34070587158203;16896000;1647955233.1576889
34;-39.30877685546875;17408000;1647955243.2066774
35;-37.34576416015625;17920000;1647955253.267735
36;-39.057228088378906;18432000;1647955263.337845
37;-35.206119537353516;18944000;1647955273.4076643
38;-37.93190383911133;19456000;1647955283.4437397
39;-34.759674072265625;19968000;1647955293.5150416
40;-38.4105339050293;20480000;1647955303.554748
41;-36.54827117919922;20992000;1647955313.520618
42;-34.34814453125;21504000;1647955323.570375
43;-34.72686004638672;22016000;1647955333.643194
44;-45.439483642578125;22528000;1647955343.6913629
45;-36.650856018066406;23040000;1647955353.688607
46;-31.855976104736328;23552000;1647955361.9711986
47;-36.363441467285156;24064000;1647955369.975615
48;-34.68446350097656;24576000;1647955376.4471526
49;-31.104318618774414;25088000;1647955385.571251
50;-36.302406311035156;25600000;1647955403.8448906
51;-35.82691192626953;26112000;1647955413.8222387
52;-32.07177734375;26624000;1647955423.7679415
53;-33.376121520996094;27136000;1647955433.7287204
54;-33.34457015991211;27648000;1647955443.7222424
55;-28.65898323059082;28160000;1647955453.77964
56;-30.527515411376953;28672000;1647955463.7947564
57;-29.08761978149414;29184000;1647955473.7870584
58;-31.57139015197754;29696000;1647955483.815877
59;-30.690059661865234;30208000;1647955493.8468177
60;-28.37800407409668;30720000;1647955503.8198485
61;-29.22323989868164;31232000;1647955513.7892232
62;-27.54600715637207;31744000;1647955523.6883786
63;-31.23983383178711;32256000;1647955533.6686413
64;-27.588272094726562;32768000;1647955543.6644065
65;-30.360837936401367;33280000;1647955553.6158895
66;-29.580793380737305;33792000;1647955563.5723174
67;-29.586875915527344;34304000;1647955573.5680447
68;-25.46455955505371;34816000;1647955583.5400858
69;-28.420841217041016;35328000;1647955593.6133316
70;-30.00641441345215;35840000;1647955603.683033
71;-30.838581085205078;36352000;1647955613.7499766
72;-26.145763397216797;36864000;1647955623.8262777
73;-27.98434829711914;37376000;1647955633.8768735
74;-27.718921661376953;37888000;1647955643.9471877
75;-31.243942260742188;38400000;1647955654.0075781
76;-27.7215633392334;38912000;1647955664.0640757
77;-29.62194061279297;39424000;1647955674.0877435
78;-26.83800506591797;39936000;1647955684.0786982
79;-31.49594497680664;40448000;1647955694.1314454
80;-29.094379425048828;40960000;1647955704.192255
81;-25.13460922241211;41472000;1647955714.250113
82;-27.699481964111328;41984000;1647955724.2948985
83;-28.12792205810547;42496000;1647955734.3336053
84;-26.650957107543945;43008000;1647955744.3892298
85;-28.85087013244629;43520000;1647955754.457952
86;-26.768798828125;44032000;1647955764.5226755
87;-24.299057006835938;44544000;1647955774.5873332
88;-27.29769515991211;45056000;1647955784.6593041
89;-27.01678466796875;45568000;1647955794.7371123
90;-28.577960968017578;46080000;1647955804.815233
91;-26.331363677978516;46592000;1647955814.8913522
92;-25.141887664794922;47104000;1647955824.9665492
93;-24.66860580444336;47616000;1647955835.031513
94;-24.39434814453125;48128000;1647955845.0943358
95;-24.779245376586914;48640000;1647955855.128931
96;-26.479955673217773;49152000;1647955864.128176
97;-29.682781219482422;49664000;1647955873.247775
98;-25.53994369506836;50176000;1647955879.4968433
99;-27.16567039489746;50688000;1647955886.079208
100;-26.581777572631836;51200000;1647955904.5204906
101;-27.259754180908203;51712000;1647955914.4868975
102;-25.824623107910156;52224000;1647955924.5238433
103;-23.23504638671875;52736000;1647955934.5955434
104;-25.737829208374023;53248000;1647955944.667921
105;-34.824920654296875;53760000;1647955954.7394862
106;-27.97962188720703;54272000;1647955964.8194983
107;-28.124488830566406;54784000;1647955974.8777454
108;-25.418928146362305;55296000;1647955984.9453793
109;-25.778244018554688;55808000;1647955995.013681
110;-23.270092010498047;56320000;1647956005.078881
111;-25.55711555480957;56832000;1647956015.1414013
112;-25.917203903198242;57344000;1647956025.2072763
113;-23.087242126464844;57856000;1647956035.2663193
114;-24.34082794189453;58368000;1647956045.3195868
115;-23.34812355041504;58880000;1647956055.382442
116;-21.25347900390625;59392000;1647956065.4441717
117;-24.46875762939453;59904000;1647956075.4890008
118;-23.000789642333984;60416000;1647956085.5418015
119;-22.474063873291016;60928000;1647956095.5848029
120;-22.069778442382812;61440000;1647956105.6498857
121;-20.362468719482422;61952000;1647956115.7091956
122;-27.362255096435547;62464000;1647956125.751227
123;-24.851600646972656;62976000;1647956135.816312
124;-22.37453842163086;63488000;1647956145.89843
125;-21.900646209716797;64000000;1647956155.9567797
126;-21.805572509765625;64512000;1647956166.0191617
127;-24.005828857421875;65024000;1647956176.0666506
128;-22.49359703063965;65536000;1647956186.1281118
129;-24.720232009887695;66048000;1647956196.1964953
130;-21.181346893310547;66560000;1647956206.262237
131;-22.095956802368164;67072000;1647956216.301683
132;-22.539562225341797;67584000;1647956226.3629951
133;-29.197113037109375;68096000;1647956236.429924
134;-33.345577239990234;68608000;1647956246.4305205
135;-25.721797943115234;69120000;1647956256.428441
136;-24.188140869140625;69632000;1647956266.48724
137;-28.771644592285156;70144000;1647956276.536151
138;-26.528759002685547;70656000;1647956286.5772617
139;-21.852027893066406;71168000;1647956296.6239948
140;-24.023391723632812;71680000;1647956306.6871474
141;-22.640302658081055;72192000;1647956316.7383895
142;-24.751924514770508;72704000;1647956326.7856307
143;-25.88204574584961;73216000;1647956336.8215156
144;-24.30480194091797;73728000;1647956346.8699093
145;-24.187829971313477;74240000;1647956356.897971
146;-25.57022476196289;74752000;1647956366.2718582
147;-26.21910858154297;75264000;1647956375.206827
148;-21.48004913330078;75776000;1647956383.3301902
149;-26.857797622680664;76288000;1647956390.0225892
150;-23.354433059692383;76800000;1647956408.0200844
151;-24.485748291015625;77312000;1647956418.0490649
152;-22.350107192993164;77824000;1647956428.1193552
153;-22.339019775390625;78336000;1647956438.1835222
154;-22.911720275878906;78848000;1647956448.2503705
155;-21.49420928955078;79360000;1647956458.3085186
156;-27.40713882446289;79872000;1647956468.332494
157;-21.22538948059082;80384000;1647956478.369407
158;-24.324413299560547;80896000;1647956488.4124634
159;-23.151214599609375;81408000;1647956498.4547138
160;-24.044326782226562;81920000;1647956508.509712
161;-22.68488121032715;82432000;1647956518.565937
162;-24.997560501098633;82944000;1647956528.6320012
163;-24.91271209716797;83456000;1647956538.696361
164;-23.809555053710938;83968000;1647956548.7576656
165;-21.269826889038086;84480000;1647956558.803513
166;-22.882965087890625;84992000;1647956568.8635242
167;-28.240718841552734;85504000;1647956578.934608
168;-22.652050018310547;86016000;1647956588.9982393
169;-27.574846267700195;86528000;1647956599.0536401
170;-27.142173767089844;87040000;1647956609.101839
171;-22.285043716430664;87552000;1647956619.151546
172;-23.944202423095703;88064000;1647956629.2083924
173;-24.035015106201172;88576000;1647956639.267321
174;-23.215518951416016;89088000;1647956649.3015158
175;-24.008047103881836;89600000;1647956659.3100808
176;-20.2177734375;90112000;1647956669.2961528
177;-26.028366088867188;90624000;1647956679.261849
178;-23.829448699951172;91136000;1647956689.2456818
179;-25.39954948425293;91648000;1647956699.2464159
180;-22.80255889892578;92160000;1647956709.1756523
181;-21.38337516784668;92672000;1647956719.1325445
182;-27.43498992919922;93184000;1647956729.324296
183;-24.552936553955078;93696000;1647956739.304156
184;-22.333881378173828;94208000;1647956749.1847649
185;-23.44219207763672;94720000;1647956759.172461
186;-22.26561737060547;95232000;1647956769.3717499
187;-22.208892822265625;95744000;1647956779.3985739
188;-23.400102615356445;96256000;1647956789.454627
