;actor_loss;Steps;Wall_Time
0;-0.36084723472595215;0;1649622304.5535297
1;31.660991668701172;2560;1649622304.6332023
2;44.9743537902832;5120;1649622304.6971514
3;44.12661361694336;7680;1649622304.7670655
4;38.29215621948242;10240;1649622304.8215442
5;34.2283821105957;12800;1649622304.8818054
6;29.65831184387207;15360;1649622304.943737
7;24.283489227294922;17920;1649622305.0026624
8;23.320451736450195;20480;1649622305.0684342
9;21.62588882446289;23040;1649622305.1306875
10;16.467880249023438;25600;1649622305.1911817
11;15.250519752502441;28160;1649622305.2536817
12;11.523691177368164;30720;1649622305.320163
13;12.58325481414795;33280;1649622305.385439
14;9.968805313110352;35840;1649622305.4472156
15;7.564816951751709;38400;1649622305.5133867
16;6.818699836730957;40960;1649622305.5769095
17;5.900604248046875;43520;1649622305.6370149
18;4.6555705070495605;46080;1649622305.698498
19;2.6826305389404297;48640;1649622305.7636895
20;0.4982408285140991;51200;1649622305.8299959
21;1.8354265689849854;53760;1649622305.8911004
22;4.327169895172119;56320;1649622305.9525654
23;2.0681304931640625;58880;1649622306.0130796
24;2.1852428913116455;61440;1649622306.0795178
25;2.3605563640594482;64000;1649622306.14882
26;2.5572078227996826;66560;1649622306.2108083
27;1.6299080848693848;69120;1649622306.27408
28;1.1957379579544067;71680;1649622306.3366394
29;1.481034517288208;74240;1649622306.4034445
30;2.257035255432129;76800;1649622306.466378
31;0.170190691947937;79360;1649622306.5269105
32;1.187414526939392;81920;1649622306.5875623
33;1.2617454528808594;84480;1649622306.6497433
34;0.6490703225135803;87040;1649622306.7160487
35;1.0922006368637085;89600;1649622306.7817569
36;0.009929120540618896;92160;1649622306.8481903
37;1.0170860290527344;94720;1649622306.9138806
38;1.0562902688980103;97280;1649622306.9801035
39;0.6810592412948608;99840;1649622307.040443
40;1.3659920692443848;102400;1649622307.1021662
41;0.4149196147918701;104960;1649622307.167662
42;0.3418532609939575;107520;1649622307.236668
43;-0.4047744870185852;110080;1649622307.3023522
44;-0.39727699756622314;112640;1649622307.367961
45;-0.09929096698760986;115200;1649622307.4331396
46;-0.2252669483423233;117760;1649622307.4911313
47;0.10156187415122986;120320;1649622307.5523028
48;-0.469234824180603;122880;1649622307.6144333
49;-0.7282187938690186;125440;1649622307.677788
50;-0.7155132293701172;128000;1649622307.7361906
51;-0.04171651601791382;130560;1649622307.8010607
52;-0.5140037536621094;133120;1649622307.8594759
53;-0.7295761704444885;135680;1649622307.9251065
54;0.5247714519500732;138240;1649622307.9900548
55;0.35552799701690674;140800;1649622308.0582793
56;0.3582051992416382;143360;1649622308.1257396
57;-0.3236837387084961;145920;1649622308.1955454
58;-0.5344634056091309;148480;1649622308.2643783
59;-0.5668666362762451;151040;1649622308.3269699
60;0.6388606429100037;153600;1649622308.389371
61;-0.16916918754577637;156160;1649622308.4578657
62;-0.02169528603553772;158720;1649622308.5267901
63;-0.4941196143627167;161280;1649622308.5905023
64;0.18221504986286163;163840;1649622308.6529686
65;-0.9022153615951538;166400;1649622308.7144842
66;-0.8778206706047058;168960;1649622308.7738059
67;0.14096687734127045;171520;1649622308.834258
68;-0.8000257015228271;174080;1649622308.8949606
69;-0.3460284471511841;176640;1649622308.9579537
70;-0.12659600377082825;179200;1649622309.0185509
71;-0.17725345492362976;181760;1649622309.08632
72;-1.0593515634536743;184320;1649622309.1501422
73;-0.17426306009292603;186880;1649622309.207479
74;0.2641041576862335;189440;1649622309.2690105
75;-0.7088176012039185;192000;1649622309.3334856
76;-0.0012895166873931885;194560;1649622309.3958468
77;-0.4493435323238373;197120;1649622309.452812
78;-0.6894816160202026;199680;1649622309.513413
79;-0.4200022220611572;202240;1649622309.5798638
80;-1.5175881385803223;204800;1649622309.6450577
81;-0.5907860994338989;207360;1649622309.710288
82;-0.33960193395614624;209920;1649622309.7727568
83;-1.3268728256225586;212480;1649622309.8366375
84;-0.28295743465423584;215040;1649622309.9036455
85;-0.5452094078063965;217600;1649622309.9675586
86;0.021832406520843506;220160;1649622310.0420456
87;0.04006361961364746;222720;1649622310.1174405
88;0.3829416036605835;225280;1649622310.1869314
89;-0.4297858476638794;227840;1649622310.2576752
90;-0.7627437114715576;230400;1649622310.313452
91;-0.6411582231521606;232960;1649622310.372054
92;0.5100401639938354;235520;1649622310.4280767
93;-0.40106427669525146;238080;1649622310.4757426
94;-0.5057600736618042;240640;1649622310.52213
95;-0.09510025382041931;243200;1649622310.5686314
96;-0.14847047626972198;245760;1649622310.6154428
97;-0.6462970972061157;248320;1649622310.6608748
98;-0.16310282051563263;250880;1649622310.7059028
99;-0.682680606842041;253440;1649622310.7510715
100;-2.8799071311950684;256000;1649622311.9387813
101;-2.3785159587860107;258560;1649622312.0070171
102;-3.673222541809082;261120;1649622312.069702
103;-3.2376999855041504;263680;1649622312.1260118
104;-2.5215394496917725;266240;1649622312.1844676
105;-2.649738073348999;268800;1649622312.2409277
106;-2.2124688625335693;271360;1649622312.295899
107;-2.7214393615722656;273920;1649622312.3547661
108;-2.525524616241455;276480;1649622312.410746
109;-2.200838565826416;279040;1649622312.469472
110;-2.8150625228881836;281600;1649622312.531616
111;-3.304041624069214;284160;1649622312.586221
112;-2.543242931365967;286720;1649622312.6422586
113;-2.098917007446289;289280;1649622312.7027755
114;-2.5343399047851562;291840;1649622312.7669997
115;-1.9384896755218506;294400;1649622312.8251243
116;-2.1129236221313477;296960;1649622312.8786027
117;-2.2133002281188965;299520;1649622312.9356377
118;-2.169294834136963;302080;1649622312.9919724
119;-1.9216870069503784;304640;1649622313.0562277
120;-1.8886995315551758;307200;1649622313.1185515
121;-2.134636878967285;309760;1649622313.1784663
122;-2.0594964027404785;312320;1649622313.2346032
123;-1.9862339496612549;314880;1649622313.2908583
124;-1.9040247201919556;317440;1649622313.346507
125;-1.1461937427520752;320000;1649622313.4059634
126;-1.505582571029663;322560;1649622313.4686413
127;-2.1655051708221436;325120;1649622313.5227804
128;-1.9033507108688354;327680;1649622313.5808904
129;-1.77558434009552;330240;1649622313.636492
130;-1.8448078632354736;332800;1649622313.6927211
131;-1.080766201019287;335360;1649622313.748807
132;-2.1681742668151855;337920;1649622313.8081524
133;-1.5269153118133545;340480;1649622313.871879
134;-1.3262639045715332;343040;1649622313.9372723
135;-1.3341549634933472;345600;1649622313.9953969
136;-2.395374059677124;348160;1649622314.0525923
137;-0.8473130464553833;350720;1649622314.1198516
138;-0.9458205103874207;353280;1649622314.1880586
139;-1.3162761926651;355840;1649622314.2536995
140;-1.3448569774627686;358400;1649622314.3153846
141;-1.3399299383163452;360960;1649622314.3778813
142;-1.3829247951507568;363520;1649622314.4385877
143;-1.083579182624817;366080;1649622314.499651
144;-1.1683425903320312;368640;1649622314.5575454
145;-0.9559794664382935;371200;1649622314.6124308
146;-0.8637896776199341;373760;1649622314.6691926
147;-0.5863054990768433;376320;1649622314.7249842
148;-0.9561785459518433;378880;1649622314.7876225
149;-0.927871584892273;381440;1649622314.8515759
150;-1.5549719333648682;384000;1649622314.9138846
151;-1.702770709991455;386560;1649622314.970138
152;-1.1664369106292725;389120;1649622315.0307367
153;-1.3887519836425781;391680;1649622315.0933678
154;-1.1448003053665161;394240;1649622315.1536388
155;-0.9787519574165344;396800;1649622315.2100518
156;-0.9984365701675415;399360;1649622315.2698715
157;-1.0545910596847534;401920;1649622315.335022
158;-0.7814546823501587;404480;1649622315.3971891
159;-1.5469828844070435;407040;1649622315.459158
160;-1.1228708028793335;409600;1649622315.5287461
161;-1.8920254707336426;412160;1649622315.587984
162;-1.478987216949463;414720;1649622315.6434069
163;-1.6868712902069092;417280;1649622315.7010548
164;-0.9269988536834717;419840;1649622315.7644322
165;-0.8371556997299194;422400;1649622315.8273635
166;-0.5778844952583313;424960;1649622315.88559
167;-0.931277871131897;427520;1649622315.9534535
168;-0.644375205039978;430080;1649622316.0196908
169;-1.126692533493042;432640;1649622316.0855088
